filename,FPA,AAE,numOfNonZero,L1,MSE
ant-1.3,0.8288484848484848,802715.6801429464,21,1460424.101057715,1057319029370.2665
ant-1.4,0.7677504183600287,11633298.946803039,21,22914139.108799156,298800463576173.75
ant-1.5,0.8777181862506095,37844614.67119287,21,64606098.26072782,1.2153761304539072e+16
ant-1.6,0.8375603864734299,308214357.0010749,21,348327808.0277169,2.6138599583961437e+17
ant-1.7,0.8365950518247885,1044640256.5601611,21,400414514.8690951,2.5334236695842724e+18
camel-1.0,0.9024441635061105,49808664.60885171,21,78750380.99149948,3795471873817757.0
camel-1.2,0.729694431841097,102209201.31463373,21,484590739.010607,2.6150352195411476e+16
camel-1.4,0.7987368204847323,83458024.46927272,21,273080140.58090293,2.094322434279373e+16
camel-1.6,0.8005326424870466,39470369.22716088,21,148963767.45177022,3299395377031257.0
ivy-1.1,0.8328113521246568,180914277.31720525,21,343061677.23352635,1.1731951288776109e+17
ivy-1.4,0.8888888888888888,39597141.212129615,21,101040611.77596457,2541809229944829.0
ivy-2.0,0.8714995941558441,44599014.96580714,21,97691515.58561313,8578917922734832.0
jedit-3.2,0.8748845087773329,311941906.3222655,21,378739900.72910494,1.9007615818343254e+17
jedit-4.0,0.8756000925443924,290727967.78830063,21,485458031.5941106,1.4952216675811104e+17
jedit-4.1,0.8578961361219426,194517994.5811866,21,172767235.07060134,5.471722221325782e+17
jedit-4.2,0.8988226826384248,326073907.91248226,21,462742195.3097095,2.080439061913295e+17
jedit-4.3,0.926659891598916,40980154.43876974,21,99614763.34966047,7915811427796832.0
log4j-1.0,0.8593806921675774,21594582.904229835,21,59285343.96029857,1113940177588027.8
log4j-1.1,0.8556646042244506,84971282.60861859,21,204214470.51909262,1.2463173396193054e+16
log4j-1.2,0.6033401900284063,20190470.433932114,21,64859126.53581673,972289402238863.6
lucene-2.0,0.7915996938384998,97638561.60054505,21,164939754.66305113,3.9709014300283656e+16
lucene-2.2,0.7391499931545699,85044710.86877297,21,151441398.11041918,1.2813952156260402e+16
lucene-2.4,0.7383749069247952,291346112.44796944,21,237995220.51469576,1.7713764643125696e+17
poi-1.5,0.7058874330693118,124719972.99912882,21,185306917.9455886,6.067317330671317e+16
poi-2.0,0.8227992813980075,196035092.09815225,21,231568073.7696934,2.4270448329109405e+17
poi-2.5,0.692867616254713,426214642.3084368,21,1162059824.9890637,4.893938715395493e+17
poi-3.0,0.7222443438914027,50656687.61884127,21,67663086.64420334,7384769150386046.0
synapse-1.0,0.8883833788292387,45643821.43497271,21,139430169.96123883,4190862939770967.0
synapse-1.1,0.8036218036218036,135685032.70137343,21,354917120.9313121,1.87861852001844e+17
synapse-1.2,0.7563846982758621,102989206.75268823,21,143661672.21303034,2.1805378230228908e+16
velocity-1.4,0.6483479105928086,171829883.60207716,21,367126688.53226954,2.6347164795377277e+17
velocity-1.5,0.7217014428099501,189187249.75814053,21,465455997.3889017,1.0984318077832955e+17
velocity-1.6,0.816892668352103,104184649.95821892,21,237766459.50515315,1.6212720562099964e+16
xalan-2.4,0.8140493669539313,79932841.32513072,21,133192386.1205481,2.8724712773031344e+16
xalan-2.5,0.6707638258601807,119397353.37111112,21,127222485.3294937,2.964428864447684e+16
xalan-2.6,0.7141523163841808,810355014.0780919,21,735283353.1865357,3.2219889243966464e+18
xalan-2.7,0.5765932322828325,635955348.3720115,21,207733490.94938678,1.579867754887925e+18
xerces-init,0.7717527907148666,157484103.59920388,21,136224591.19560626,9.01435922319276e+16
xerces-1.2,0.7539525691699605,145607572.43053815,21,214697708.37698916,7.772904307127462e+16
xerces-1.3,0.8726509510574294,82933184.49834937,21,295230754.0844868,1.1283017695201642e+16
xerces-1.4,0.7768198131382879,118689885.2612341,21,179899902.7693104,9.549837764935262e+16
