filename,FPA,AAE,numOfNonZero,L1,MSE
ant-1.3,0.7819393939393939,16.22687149178621,53,440.4021739914489,276.8788451829518
ant-1.4,0.7654793210614391,12.113013615096355,35,392.4045481058285,220.8098948056858
ant-1.5,0.8379814724524622,11.297052301044308,36,339.5841579026269,160.64095170586072
ant-1.6,0.8085826210826211,10.807580497539409,44,405.23119536073153,169.30240007891297
ant-1.7,0.7920158055676899,11.198335815706551,53,657.7441736603081,236.93009560853767
camel-1.0,0.8502949852507374,17.752995989172046,47,457.36343433412236,345.8906595953315
camel-1.2,0.6768438697318008,10.404756527888113,51,537.5781339375776,145.62354440988904
camel-1.4,0.75759790497056,7.840368062560118,48,402.0977432182682,83.23734370688469
camel-1.6,0.7360290155440414,17.845848854553218,43,425.37975568076774,427.0181336814235
ivy-1.1,0.783049143564165,7.066970705270465,56,591.1007085166195,85.4671585110219
ivy-1.4,0.8085523282618718,8.760356239441498,51,540.6947998292217,101.30654307164147
ivy-2.0,0.8443080357142857,17.360606441634406,35,318.1589702264094,365.3793468054719
jedit-3.2,0.8320805743763474,13.800113944074424,39,318.2657405575619,213.9735623952853
jedit-4.0,0.815185956388455,4.946364139201463,53,503.00018876182247,45.86978282328284
jedit-4.1,0.8320114025759187,7.000630506290995,38,368.7012535584363,61.108750954862515
jedit-4.2,0.855418744537556,8.346186686824877,41,413.7807455441575,139.07306938518036
jedit-4.3,0.8862635501355014,11.704893894948462,52,532.872991218077,175.36008699361255
log4j-1.0,0.8268973891924711,7.66500364476322,51,442.0071168169555,69.15859595462797
log4j-1.1,0.8167271175592064,5.338784954140103,37,372.02422656371397,48.473457952710966
log4j-1.2,0.5827162307767656,7.846336065954498,44,361.6495778742656,107.98166539979856
lucene-2.0,0.7530998851894373,9.13349839325876,42,398.93550818284973,92.21141461353403
lucene-2.2,0.7106534452072211,13.665968358618963,42,381.7855914218115,215.54891918801823
lucene-2.4,0.6989529039463886,10.252145362703201,48,474.67424880192965,143.08237538995647
poi-1.5,0.6772768771436326,13.70300532851647,37,350.84901570340196,223.10972574623588
poi-2.0,0.7918504001306549,16.482480013004377,31,316.74232005069547,365.2621502412314
poi-2.5,0.6612143904482614,18.306543401415606,41,433.96586894092,552.6742538543949
poi-3.0,0.6843665158371041,2.74254655217177,32,316.04202144277536,15.566946271617596
synapse-1.0,0.8538064907491659,5.887598363681173,43,437.12690008588817,80.38867991386137
synapse-1.1,0.7449267449267449,6.865501778541047,34,353.643101595261,66.9457984526807
synapse-1.2,0.7334455818965517,5.454342126599662,46,429.91690079166585,40.808088459128
velocity-1.4,0.6247084548104956,12.265587679985554,40,392.4094738508929,199.1765054470418
velocity-1.5,0.6858641330434537,16.1003618227297,35,386.5958780745479,334.3806577777537
velocity-1.6,0.7282004136980005,21.14466996390939,31,282.86132735863185,663.855303671925
xalan-2.4,0.7917109976238605,5.04562940178218,42,398.49965405571066,49.72569978343291
xalan-2.5,0.6346211124479061,3.0008074099553586,45,425.0619222447668,11.877366191768367
xalan-2.6,0.6738350282485875,20.831188688153528,48,505.0766618366022,607.4521684879353
xalan-2.7,0.5688076639485877,8.335004413744002,34,310.35818378580535,122.45711528478033
xerces-init,0.7495009980039921,10.935821593419416,46,440.30858456893446,181.4933969564536
xerces-1.2,0.718102766798419,8.082373580432456,50,485.0877776084053,95.3823656575085
xerces-1.3,0.8335735282343387,4.580208083697704,47,517.2684784420492,33.14756070636939
xerces-1.4,0.7443870091896406,6.5609163252027605,39,447.8004842136591,62.91180368042178
