128.5,4.3126,0.0313,9.0841,222.8407,0.000,0.000,1.5962,0.000,0.000,0.000,0.000,0.000,0.000,0.2978,0.000,210.7149,0.000,0.000,2.751,0.000,0.000,0.000,0.000,0.000,0.000,81.999,0.000,0.000,5.7156,0.000,0.7203,0.000,0.000,0.000,1.9633,0.000,0.000,0.9965,34.0315,13.3979,0.000,0.0858,0.000,0.1920,0.000,0.000,0.000,0.000,0.000,0.000,17.8811,4.6197,7.3873,0.000,0.000,1.0,0.000,0.000,0.000,12.3840,0.9591,0.000,0.000,0.000,0.000,0.2783,6.0402,2.0637,0.000,0.0270,0.000,0.000,16.9687,10.8729,0.2414,0.000,0.1819,0.000,1.5920,0.000,0.000,0.0056,78.249,0.287,0.000,0.000,0.000,9.3720,85.3892,0.000,0.000,6.2663,0.000,8.03,0.000,0.000,0.000,13.9831,126.5300,3.9509,0.000,14.9544,0.000,0.000,0.000,0.000,59.5081,277.1805,0.000,0.000,3.8096,0.3993,3.2080,0.000,7.0853,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.4237,10.684,131.97,29.87,14.27,23.54,14.86,0.37,14.08,104.36,304.81,18.32,143.68,85,12,14.23,46.86,36.65,104.24,523.06,162.55,26.85,41.91,38.73,125.16,27.65,9.58,17.15,0.2,0.1,0.42,0.29,0.21,0.14,0.19,0.09,0.19,0.16,0.13,0.14,0.07,0.07,0.07,1.71,0.04,0.22,0.58,0.05,0.03,0.06,0.02,0.64,0.5,2.31,0.17,0.39,3.15,0.95,2.61,3.41,0.35,0.62,1.79,10.03,0.02,0.01,1.02,0.01,0.03,0.02,1.09,0.01,0.67,0.08,0.02,1.19,0.02,0.45,0.04,0.05,0.3,0.62,0.02,0.06,0.45,1.34,1.17,0.98,0.45,0.73,1
8.7,1.0536,0.0533,1.5015,40.1785,0.000,0.000,2.5955,0.000,0.000,0.000,0.000,0.000,0.000,1.7439,0.000,12.5248,0.000,0.5950,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.702,0.000,0.000,0.000,0.000,0.2899,0.000,0.000,0.3714,0.4442,0.000,0.000,0.2600,3.7609,0.5365,0.0786,0.1658,0.000,0.6594,0.000,0.000,0.000,0.000,0.000,0.5440,2.4987,2.1197,0.8217,0.000,0.000,1.0,0.000,0.000,0.000,1.9889,0.2672,0.000,0.000,0.000,0.000,0.2188,6.6524,0.3941,0.000,0.000,0.0224,0.000,0.000,2.5650,0.000,0.000,0.1540,0.000,0.0908,0.000,0.000,0.0198,10.424,1.271,0.000,0.0071,0.000,10.6614,3.2531,0.0100,0.000,0.000,0.000,6.71,0.000,0.000,0.000,0.000,4.3091,0.2616,0.000,0.1577,0.000,0.000,0.4594,0.0216,10.7425,1.6623,0.000,0.000,1.2905,0.1108,0.000,0.000,1.2759,0.0299,0.3360,0.6765,0.3160,0.1504,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0607,20.3487,20.841,122.94,7.2,13.68,24.32,13.63,0.37,24.79,81.09,173.46,11.77,132.38,115.96,24.08,17.53,28.85,40.23,76.05,357.92,83.35,17.12,42.91,51.53,119.07,10.81,6.89,7.9,0.15,0.09,0.58,0.06,0.16,0.03,0.17,0.08,0.09,0.07,0.12,0.13,0.07,0.06,0.07,0.72,0.04,0.15,0.22,0.05,0.09,0.05,0.03,0.25,1.89,1.41,0.15,0.44,2.12,0.78,3.78,2.96,0.64,0.73,1.15,10.94,0.02,0.02,1.72,0.01,0.01,0.01,1.82,0.01,0.2,0.04,0.01,1.15,0.06,0.56,0.09,0.03,0.39,0.6,0.01,0.05,0.12,0.85,0.45,1.04,0.41,0.36,1
21.6,26.6637,0.1708,3.6156,23.4362,0.000,0.000,14.7770,0.000,0.000,33.7229,0.000,0.000,0.0001,14.1447,11.383,15.4834,0.000,7.6441,0.000,0.000,0.000,0.000,0.000,0.000,0.000,87.911,0.000,0.000,0.000,0.000,2.1322,0.000,0.000,0.000,0.9776,0.000,0.000,0.3967,0.000,0.4254,1.1715,0.6929,0.000,0.4969,0.000,0.000,0.000,0.000,0.000,1.3114,8.0290,0.000,0.000,0.000,0.000,1.0,0.000,0.000,0.000,9.7178,0.6206,0.000,0.000,0.000,0.000,0.3507,1.7941,1.6123,0.000,0.000,0.0315,0.000,0.000,7.1094,0.000,0.000,1.3859,0.000,0.000,0.000,11.3893,0.000,23.145,0.000,0.000,0.000,0.000,86.8055,22.3152,0.000,0.000,0.000,0.000,0.73,0.000,0.000,0.000,0.000,28.6670,0.000,0.000,58.8234,0.000,0.000,0.000,0.000,60.3454,0.000,0.000,0.000,1.8089,0.1519,0.000,0.000,2.0508,0.3106,2.1363,2.2800,0.9926,1.7785,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.1166,20.3050,21.767,194.73,3.35,20.83,21.1,9.47,0.61,11.52,186.08,383.04,16.24,110.73,199.82,10.53,28.04,43.63,92.65,169.38,620.4,221.73,18.89,80.82,287.13,151.54,11.69,9.17,4.32,0.16,0.11,0.52,0.11,0.18,0.09,0.26,0.04,0.05,0.04,0.06,0.14,0.16,0.04,0.09,1.51,0.07,0.43,0.35,0.08,0.1,0.13,0.04,0.08,2.82,1.97,0.14,0.3,4.61,0.32,30.33,1.64,0.79,0.37,0.47,2.86,0.02,0.04,3.26,0.01,0.01,0.03,3.75,0.01,0.53,0.06,0,1.36,0.04,0.55,0.06,0.05,1.37,0.6,0.05,0.11,0.09,1.5,0.65,1.21,0.58,1.98,1
31.4,10.6687,0.1155,1.0082,2.7171,0.000,0.0244,11.3656,0.000,0.000,70.0846,0.000,1.4243,0.000,15.9216,0.000,20.7237,0.000,3.2940,13.617,0.000,0.000,0.000,0.000,0.000,0.000,26.360,0.000,0.000,3.6222,0.63,0.000,0.0437,0.000,0.8126,1.4392,0.0741,0.000,0.2772,4.8650,0.4258,1.5576,0.2888,0.000,0.4513,0.000,0.000,0.0769,0.000,0.4945,3.5043,3.3790,4.6488,0.5262,0.000,0.000,1.0,0.000,0.000,0.000,4.6073,0.7009,0.000,0.000,0.000,0.000,0.3740,2.5129,1.4150,0.000,0.1413,0.1058,0.000,16.2858,2.8402,0.3709,0.000,0.6656,0.000,0.6788,0.000,3.4139,0.000,17.654,0.658,0.000,0.000,0.8335,76.7879,12.3453,0.000,0.000,1.2827,7.8680,16.58,0.000,0.000,0.000,0.000,0.000,1.5999,0.000,0.7130,0.333,0.9346,0.000,0.4713,41.7993,58.0396,0.000,0.000,2.0737,0.5025,0.4487,0.000,2.5024,0.000,0.8051,1.2820,0.4338,1.4258,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.1680,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.4642,0.000,0.000,0.2582,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.4392,20.219,178.62,9.23,41.11,12.48,10.22,0.35,12.08,124.6,263.55,12.67,89.78,172.19,12.08,17.81,22.37,34.63,122.39,522.31,118.07,19.58,43.13,29.98,117.97,4.36,7.49,7.3,0.11,0.12,0.27,0.12,0.22,0.08,0.28,0.05,0.1,0.15,0.11,0.17,0.12,0.08,0.13,1.66,0.09,0.26,0.36,0.04,0.24,0.05,0.02,0.41,1.11,1.48,0.1,0.51,2.19,1.15,2.93,3.41,1.72,1.68,0.98,4.39,0.01,0.01,1.06,0.03,0.02,0.02,2.26,0.05,0.34,0.05,0.01,0.67,0.05,0.49,0.08,0.13,0.89,0.6,0.03,0.07,0.17,0.6,0.6,0.24,1.18,0.77,1
1173.5,486.1195,1.7192,15.7105,83.0800,0.000,0.000,26.3562,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,250.2693,0.000,0.000,86.060,0.000,0.000,0.000,2.3539,0.000,0.000,13.037,0.000,0.000,8.9384,0.000,0.000,0.000,0.000,5.6255,10.2610,0.000,0.000,15.9738,22.8768,36.8653,2.1268,4.0680,0.000,10.7739,0.000,0.000,0.000,0.000,0.000,16.6503,68.6163,13.0542,38.5924,0.000,0.000,0.9,0.000,0.000,0.000,44.0630,3.8419,0.000,0.000,0.000,0.000,0.000,29.3989,3.2730,0.000,0.000,0.7698,0.000,0.000,15.7656,0.4384,0.000,2.2767,0.000,0.000,0.000,0.000,0.2904,83.179,11.474,0.000,0.3548,6.2610,378.6471,102.1705,0.1884,0.000,0.000,0.000,0.92,0.000,0.000,0.000,0.000,143.1544,1.9885,0.000,0.3529,0.000,0.000,0.000,0.000,0.000,96.1117,0.000,0.000,3.8313,10.4108,0.000,0.000,6.6668,0.000,2.2201,4.6581,1.3074,3.0101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.2914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.0478,94.4453,109.183,126.55,7.65,15.82,14.06,12.29,0.28,16.85,124.83,188.72,14.32,48.55,99.56,15.38,12.16,31.55,43.98,102.64,444.91,127.25,6.09,38.34,380.14,53.03,13.05,8.81,4.95,0.08,0.04,0.24,0.1,0.12,0.05,0.1,0.05,0.04,0.03,0.04,0.06,0.03,0.05,0.03,0.38,0.01,0.06,0.19,0.01,0.03,0.02,0,0.24,1.61,1.49,0.12,0.28,2.57,0.12,30.93,1.21,0.68,0.38,0.56,13.19,0.01,0.02,2.01,0.01,0.01,0.02,3.08,0.01,0.43,0.14,0,1.51,0.02,0.33,0.07,0.04,1.73,0.31,0.01,0.03,0.08,0.32,0.32,0.3,0.35,1.33,1
9.6,3.7621,0.3293,4.5514,18.2315,0.000,0.000,0.8920,0.5258,0.000,0.000,0.2596,0.000,0.000,0.000,0.262,14.4510,0.000,0.000,2.060,0.000,0.000,0.000,0.4579,0.000,0.000,6.641,0.000,0.000,1.4463,0.000,0.000,0.3272,0.000,3.1916,1.0491,0.000,0.000,0.7179,12.4661,3.1148,0.1805,0.7299,0.000,2.0126,0.000,0.000,0.000,0.000,3.2373,0.5462,4.9209,2.6239,0.7432,0.000,0.000,1.0,0.000,0.000,0.000,4.2840,1.0250,0.000,0.0612,0.000,0.000,0.2298,2.8258,0.8277,0.000,0.000,0.000,0.000,0.000,3.1394,0.8473,0.000,0.5316,0.000,0.1177,0.000,0.000,0.2098,7.673,1.800,0.000,0.0225,1.3475,1.5859,15.9181,0.0916,0.000,0.000,0.000,0.20,0.000,0.000,1.3565,0.000,20.5689,0.3333,0.7226,0.000,0.000,0.000,0.000,0.1093,0.000,23.1253,0.000,0.0035,1.7922,0.0638,0.000,0.000,0.7499,0.000,0.5271,1.1099,0.6592,0.7048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.3344,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.6011,26.694,165.84,9.98,16.78,20.7,11.31,0.46,21.58,99.06,224.9,14.69,68.35,149.95,16.69,5.1,30.44,50,109.99,574.15,120.75,33.46,70.26,66.66,112.78,14.82,10.2,8.73,0.21,0.08,0.28,0.34,0.28,0.05,0.23,0.06,0.06,0.09,0.12,0.13,0.05,0.06,0.09,1.3,0.02,0.13,0.54,0.04,0.04,0.05,0.03,0.33,1.13,1.36,0.03,0.1,2.69,0.75,5.89,2.26,0.69,0.59,0.86,6.72,0.02,0.02,3.22,0.02,0.03,0.04,4.32,0.02,0.18,0.04,0.01,0.71,0.02,0.79,0.07,0.04,0.41,0.88,0.01,0.06,0.19,0.92,0.68,0.92,0.51,0.8,1
110.0,0.538,0.0773,0.6193,2.3076,0.0710,0.000,0.0829,0.3178,0.000,0.000,0.1077,0.000,0.000,0.000,0.4888,1.8384,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,587.3162,0.000,0.000,0.000,0.000,0.2903,0.000,0.000,0.000,0.000,0.4704,0.000,0.7690,0.000,0.000,0.000,0.3252,0.000,1.1305,0.000,0.000,0.000,0.000,0.000,0.1650,7.9439,5.2060,0.000,0.000,0.000,1.0,0.000,0.000,0.000,8.8150,0.648,0.000,0.000,0.000,0.000,0.000,1.2889,0.000,0.000,0.000,0.000,0.000,0.000,4.7638,1.7820,0.000,1.2759,0.000,0.000,0.000,0.000,0.3858,1.5625,5.834,2.7900,0.0890,0.000,0.000,9.171,0.0688,0.000,0.000,0.000,0.5869,0.000,68.518,0.000,0.000,16.071,1.7221,0.000,3.3512,0.000,2.4046,0.000,0.000,0.000,2.3469,0.000,2.1445,7.0978,0.000,0.000,0.000,0.000,0.000,1.4397,10.0347,1.2955,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.1195,28.807,151.46,20.52,14.61,27.19,23.77,0.38,15.02,85.48,137.69,12.38,193.65,102.57,13.7,10.25,45.76,51.78,95.57,670.82,202.5,11.8,60.29,43.5,95.63,56.54,17.79,6.77,0.17,0.06,0.54,0.21,0.24,0.04,0.17,0.08,0.03,0.04,0.03,0.13,0.03,0.08,0.03,0.91,0.02,0.06,0.61,0.06,0.02,0.05,0.04,0.45,1.16,0.91,0.1,0.2,1.92,1.19,1.83,1.85,0.31,0.12,0.38,7.46,0.01,0.03,5.51,0,0.01,0.03,7.63,0,0.15,0.04,0,0.85,0.02,0.6,0.03,0.04,1.08,0.9,0.01,0.03,0.07,0.5,0.55,2.63,0.23,1.14,1
12.7,5.4654,0.0079,0.2410,2.0604,0.000,0.000,5.7784,0.000,0.000,43.5728,0.000,0.1146,0.000,5.0636,3.336,10.9081,0.000,0.7697,0.000,0.000,0.000,0.000,0.3197,0.000,0.000,21.321,0.000,0.000,0.4296,0.000,0.2845,0.000,0.000,0.000,0.3110,0.000,0.000,0.1733,2.1877,0.2476,0.1895,0.000,0.000,0.0781,0.000,0.000,0.000,0.000,0.000,0.3123,1.6745,1.1270,0.000,0.000,0.000,1.0,0.000,0.000,0.000,2.3671,0.000,0.000,0.000,0.000,0.000,0.000,0.6378,0.000,0.000,0.000,0.000,0.000,0.000,0.8715,0.0485,0.000,0.1220,0.000,0.0335,0.000,0.000,0.000,19.276,0.000,0.000,0.000,0.000,93.6048,3.2383,0.000,0.000,0.000,0.000,0.000,0.0274,0.000,0.000,0.5689,5.7430,0.000,0.000,0.0876,0.000,0.5947,0.000,0.000,0.000,29.9320,0.000,0.000,0.8595,0.000,0.000,0.000,0.000,0.000,0.4060,0.2654,0.1093,0.1615,0.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.2590,17.640,116.84,7.7,52.83,40.92,14.43,0.78,48.96,194.21,527.25,8.99,93.97,190.1,48.96,13.77,95.1,52.49,110.75,149.93,111.79,62.76,26.8,654.52,146.94,11.22,15.96,9.21,0.15,0.2,0.17,0.21,0.19,0.09,0.04,0.05,0.04,0.05,0.09,0.18,0.03,0,0.05,2.29,0.03,0.28,0.52,0.01,0,0.02,0.01,0.15,1.56,4.51,0.09,0.33,4.39,0.1,45.36,2.8,1.42,0.78,0.58,4.02,0.01,0.02,3.99,0.01,0.01,0.02,5.05,0.02,0.47,0.04,0,0.71,0.01,1.43,0.02,0.02,0.4,0.67,0.01,0.02,0.05,0.01,0.02,0.09,0.01,2.25,1
58.6,4.2006,0.0985,0.9623,11.7999,0.0183,0.000,0.8427,0.000,0.000,0.000,0.000,0.000,0.000,2.1159,0.000,39.5862,0.000,0.000,0.466,0.000,0.000,0.000,0.000,0.000,0.000,285.485,0.000,0.000,1.1907,0.12,0.1174,0.000,0.000,0.000,0.6697,0.0838,0.000,0.000,7.3704,1.2168,0.000,0.000,0.000,0.4112,0.000,0.000,0.000,0.000,0.4991,0.5342,2.8156,2.1189,1.3322,0.000,0.000,1.0,0.000,0.000,0.000,3.0196,0.2534,0.000,0.000,0.000,0.000,0.000,0.3152,0.4105,0.0957,0.000,0.000,0.000,0.000,1.4180,0.2998,0.000,0.3136,0.000,0.0601,0.000,0.2775,0.0614,28.754,0.111,0.000,0.000,0.7501,1.5019,13.5384,0.000,0.000,0.000,0.000,0.07,0.000,1.0144,0.000,0.000,27.9087,0.1543,0.000,0.000,0.000,0.0650,0.000,0.000,116.1277,36.6025,0.000,0.000,0.5450,0.2037,0.000,0.000,1.7642,0.0884,0.000,0.6075,0.2411,0.2591,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.1838,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.4755,7.840,174.57,8.18,21.86,14.42,11.49,0.38,22.5,196.15,252.78,12.19,166.55,193.89,20.72,30.95,44.13,53.35,155.61,1510.35,125.77,28.09,60.31,77.63,163,19.05,15.16,10.29,0.21,0.12,0.25,0.26,0.1,0.06,0.16,0.06,0.06,0.07,0.09,0.15,0.05,0.08,0.12,2.24,0.03,0.25,0.61,0.03,0.02,0.04,0.02,0.19,1.4,1.45,0.16,0.58,3.84,0.69,6.76,3.06,0.8,0.54,0.68,4.59,0.01,0.02,3.38,0.01,0.02,0.03,1.65,0,0.59,0.03,0,0.94,0.01,0.63,0.05,0.05,0.68,0.73,0.01,0.06,0.12,0.57,0.9,0.71,0.31,0.96,1
12.8,0.6819,0.000,0.0235,0.6310,0.000,0.000,5.0985,0.000,0.000,0.000,0.000,0.000,0.000,0.8304,1.386,29.1084,0.000,0.000,0.067,0.000,0.000,0.000,0.000,0.000,0.000,118.045,0.000,0.000,0.0254,0.000,0.000,0.000,0.000,0.0499,0.0371,0.000,0.000,0.000,0.8555,0.000,0.0026,0.000,0.000,0.0240,0.000,0.000,0.000,0.000,0.0304,0.000,1.0699,0.2797,0.0101,0.000,0.000,1.0,0.000,0.000,0.000,0.6523,0.0132,0.000,0.000,0.000,0.000,0.000,0.0853,0.000,0.000,0.000,0.000,0.000,0.9431,0.8531,0.000,0.000,0.0150,0.000,0.0009,0.000,0.000,0.0050,7.648,0.000,0.000,0.000,0.000,11.6690,2.7233,0.000,0.000,0.1070,0.7760,1.80,0.000,0.000,0.000,0.3065,4.9079,0.0252,0.000,0.0121,0.000,0.000,0.000,0.000,26.9185,174.6025,0.000,0.000,0.1086,0.000,0.000,0.000,1.1612,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.1639,2.685,150.3,5.07,26.95,10.79,10.46,0.89,8.48,150.32,244.74,13.59,169.81,147.1,10.88,29.93,46.36,73.12,112.76,880.8,143.47,19.44,59.84,162.57,131.12,7.27,7.21,4.77,0.14,0.06,0.58,0.1,0.15,0.05,0.19,0.03,0.06,0.05,0.08,0.09,0.08,0.11,0.06,0.87,0.02,0.25,0.31,0.04,0.04,0.04,0.02,0.11,2.06,1.63,0.2,0.41,4.43,0.45,15.55,1.79,0.99,0.66,0.66,5.5,0.02,0.03,2.31,0.01,0.01,0.02,2.34,0.02,0.36,0.06,0.01,1.24,0.03,0.43,0.07,0.04,0.85,0.41,0.02,0.04,0.17,0.7,0.83,0.38,0.35,0.84,1
