,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.950597461611179e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010643041001073827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9842732701779068e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0323136100889326e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.720210386279021e-06,0.0,-3.948625460978037e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.529176739262485e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.380921889684269e-05,-2.219066156506034e-15,0.0,-0.00011293819478887272,0.0002504934539004545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6588064833724113e-11,0.0,0.0,0.0,0.0,0.010063595968210437,0.0,0.0,0.0,0.0,0.0,0.0,-2.1848264620231665e-07,-8.217592557540512e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052553929129954425,0.0,0.1442700945813003,0.0
1,0.0,0.0,0.0,0.0,-3.9200594277065204e-16,0.0,0.0,0.0,-0.00036766026680393204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.947182516939275e-11,0.0,0.0,0.0,0.0,-2.167369971425519e-09,0.0,0.0,0.0,-2.543666676516743e-16,0.0,0.0,0.0,0.0,0.0,-8.087513670746846e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.227044042827868e-06,0.0,-3.853378690841921e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.668859932950157e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4745491323846893e-08,0.0,0.0,0.0,1.8404953650921907e-13,0.0,0.0,0.0,0.0,0.0,0.0,-1.3822409046337483e-11,0.0,0.0,0.0,0.0,-9.35184985403317e-14,0.0,0.0,3.2718014725540494e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09484803612046425,0.0,-8.083755886082941e-05,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,-0.29764637865168775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0148637237360776e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5985269931243707e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001249336648930837,0.0,4.456191486228545e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.523308260487716e-06,0.0,0.0,0.0,0.0,0.0,0.0,-2.5538218553810162e-09,0.0,0.0,0.0,0.0,7.189740260413275e-09,0.0,0.0,-0.013150999955559434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.641921065105503e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0090082837210386e-09,0.0,0.0,0.0,0.0,0.0033910739017628967,0.29450886737647886,0.0,0.0,0.0,0.0
3,0.0,0.0,-1.2235821930174896e-09,0.0,0.0,0.0,-0.17232350149333658,0.0,-0.008277705204767689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.538105161860451e-06,0.0,0.0,-1.0422444808933342e-05,0.0,0.0,0.0,0.0,0.0,0.0012372874612194195,0.0,0.0,0.0,-8.79647576541569e-07,-0.011415792194340076,0.1511547471991026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004209934778444366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.941120382370395e-10,-9.669986998485632e-05,0.0,0.0,-0.00011163245789189429,0.00938472434748712,0.0,0.0,0.0,0.0,0.0,0.0,-0.014889021137705793,0.0,0.0,1.3858540310621108e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.040351884933554044,1.0273752074616042e-06,0.0,0.0,0.0,0.0,4.249373598792181e-06,-2.284571291867271e-07,0.0,-2.9578546430270704e-11,0.0,1.2916349003006102e-11,0.0,0.0,0.00014899318773299195,0.3137302275571088,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,-0.17816070765883657,0.0,-0.00048081603119781583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.69957779036882e-07,0.0,0.0,0.0,0.0,0.0,0.0012130776403591534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.066662292913066e-09,0.0,0.0,0.0,0.0,0.0,-1.2283929608784513e-05,0.0,0.0,0.0,5.167660698070313e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3582223110417298e-07,-0.00011161071652366421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45005898796039445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5914474642211918,0.0,0.0,0.0,0.0,-2.7427111431518576e-09,0.0,0.0,0.0,1.5926381092429597e-08,0.0,0.0,0.0,0.0,0.0,0.30065663280583865,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,-0.029477760000250566,-0.29791810089379356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4547179285443843e-07,0.0,0.0,0.0,0.0,0.0,0.001233766662771451,0.0,0.0,0.0,0.0,0.0,0.1511547471991026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6458042435108953e-09,0.0,0.0,0.0,-1.1635036422098954,0.0,0.0,3.403271669025517e-10,-9.767423554756655e-05,0.0,0.0,-1.4085946572734391e-06,0.00939372281845423,0.0,0.0,0.0,0.0,0.0,0.0,-0.4500002998801297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5671363845299793,0.0,0.0,0.0,0.0,0.0,1.3217030614158715e-06,0.0,0.0,0.0,0.0,-1.573775651937492e-09,0.0,0.0,-6.834112791968591e-06,0.3137296144454772,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,-0.29798066434091997,0.0,-0.00024277960938027567,0.0,-0.056771439381400134,0.0,0.0,0.0,0.0,-0.0018802511237297724,0.0,0.009462992450819496,0.0,0.0,-1.0263178306316907e-05,0.0,0.0,0.0,0.0,0.0,0.0012267173637662675,0.0,0.0,0.0,0.0,-0.011907867401822009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.244808836908693,0.0,0.0,0.0,0.0,0.0,1.4240371901233395,0.0,0.0,0.0,0.0,-3.5483651504078677e-13,4.925932747195272e-05,0.0,-0.3117352125226258,0.0,0.0,0.0,0.0,0.0,0.0,1.1862020604011525e-05,0.0,0.0,0.0,0.0,0.0,-1.125060921336971,0.0,0.0,3.096782520770934e-10,3.1560763948786043e-06,0.0,0.0,0.0,0.00938472434748712,0.0,0.0,0.0,0.0,0.0,0.0,-0.4499921708715202,0.0,0.0,1.431958648005692e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.5747314341606462,1.9103097369287156e-06,0.0,-1.419562691004362e-16,0.0,0.0,0.0,-2.2492559328007556e-07,0.0,-0.258938246316206,0.0,0.0,0.0,0.0,-7.70468784615912e-06,0.2992411404802616,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4217101105002198e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034231663759152486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3082615751859414e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00035713405795008554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001226515962894359,-5.178754299439113e-09,0.0,3.45431403035576e-10,-3.1824189917498014e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021212199726847458,0.0,0.0,0.0,0.00012170215671714383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29244622634152406,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,-9.014443102381404e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011840735899751272,0.0,0.0,0.0,0.0,-0.01143029295596323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011647658831819554,-2.4446724983442234e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2383673583989187e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45005898796039445,0.0,0.0,1.4523587009770505e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.5944112213573213,0.0,0.0,0.0,0.0,0.0,-2.6688230522764054e-07,0.0,0.0,2.885999259779306e-07,0.0,0.0,0.0,0.0,0.0,0.3070134998627401,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,-6.17900166768482e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.693555424125658e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8735686068292348e-08,0.0,0.0,0.0,0.0,-1.3784570048031497e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.307058543117242e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9817348663967496e-14,0.0,0.0,0.0,0.0,0.0,-7.274903797716099e-07,0.0,0.0,0.02365420603939689,0.0,0.0,0.0,0.0,0.0,-1.7438843726098547e-09,0.0,-1.6569052263085655e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.026053996522826795,0.0,0.0,0.0,0.0
