filename,LinearRegression,RidgeCV,LassoLarsCV,linear/CoDE,linear/CoDE_toZero,linear/CoDE_10p_toZero,linear/CoDE_20p_toZero,linear/CoDE_10p_lr_toZero,linear/CoDE_20p_lr_toZero,MLP/CoDE,MLP/CoDE_toZero,MLP/CoDE_10p_toZero,MLP/CoDE_20p_toZero,MLP/CoDE_10p_lr_toZero,MLP/CoDE_20p_lr_toZero
ant-1.3,0.8147878787878788,0.7995151515151515,0.8004848484848485,0.8181818181818182,0.816,0.8111515151515152,0.8046060606060607,0.8113939393939394,0.807030303030303,0.7884848484848485,0.7846060606060606,0.7883636363636364,0.7967272727272727,0.7860606060606059,0.7918787878787878
ant-1.4,0.7517332058331341,0.7263925412383457,0.7241214439397562,0.7538847716949558,0.7544824288787951,0.7543628974420272,0.7550800860626344,0.7557972746832416,0.7554386803729379,0.7057136026775042,0.6981233564427445,0.7118097059526656,0.762849629452546,0.7353573989959359,0.7719340186469043
ant-1.5,0.8238907849829351,0.8289614822038031,0.824183325207216,0.8637737688932228,0.8642613359336909,0.8656265236470014,0.8639687957094101,0.8671867381764993,0.8644563627498781,0.8304241833252072,0.8446123842028279,0.8303266699171138,0.8407118478790836,0.8351535836177472,0.8535836177474404
ant-1.6,0.8236250464511334,0.8259321194103802,0.8244147157190636,0.8293849869936827,0.8297101449275363,0.8296482100829927,0.8328223708658491,0.8286262851480243,0.8324043106651803,0.8132509599900904,0.8155038399603617,0.8137928898798464,0.8088381023163632,0.8147296544035675,0.8102393781741608
ant-1.7,0.8260394742067432,0.8278821333545133,0.8288868591398276,0.8356697510027402,0.8354632460982486,0.8350144950557961,0.8350144950557961,0.8347166514435487,0.8350184663039594,0.801588499265319,0.79629085421548,0.7976172511020212,0.7980243040387593,0.7940550414995431,0.8
camel-1.0,0.8417614833544037,0.8379688158449221,0.5014749262536873,0.8714707121786768,0.8725242309313106,0.8721028234302571,0.8697850821744627,0.8739991571849979,0.8649388959123473,0.8465023177412558,0.8479772439949431,0.8421828908554573,0.8632532659081331,0.8510324483775811,0.8699957859249896
camel-1.2,0.6979229683403912,0.6858773190159306,0.6756560042347247,0.7148240572696108,0.7148807723331316,0.7190824132889696,0.7167492185924581,0.719134402097197,0.7174802127445049,0.6703279391006252,0.6659687563016738,0.6760404063319219,0.6778836458963501,0.6773889645089736,0.6806548069167171
camel-1.4,0.7721552786526085,0.7736495275914008,0.7701047514719979,0.7924106531562372,0.7934410516226208,0.7945416267287416,0.7938929207175134,0.7923798438997672,0.7945638778584143,0.7572966589072984,0.7526376146788991,0.7641157743393127,0.7610879090784609,0.7606206353553334,0.7641517184718609
camel-1.6,0.7875025906735751,0.7779854922279793,0.7875025906735751,0.7911544041450778,0.7959067357512953,0.7941264248704664,0.7950466321243523,0.7949119170984456,0.7964207253886011,0.7410041450777202,0.7348922279792744,0.7318984455958549,0.7547761658031088,0.7404424870466321,0.7360145077720207
ivy-1.1,0.8113521246568457,0.8072536055368673,0.7954993620229672,0.8238410083903646,0.8227583806982949,0.8263542512469552,0.8256196110273364,0.8254649499284692,0.8260062637745041,0.7867416772996172,0.7826624908169972,0.7958666821327766,0.7804972354328578,0.783745118509067,0.7865483509260334
ivy-1.4,0.8584601198709082,0.8098201936376209,0.8095896726602121,0.8607653296449977,0.8603042876901799,0.8582295988934993,0.8455509451360074,0.8566159520516367,0.8460119870908253,0.8103964960811435,0.8177731673582297,0.8118948824343015,0.8143153526970954,0.8166205624711849,0.8128169663439373
ivy-2.0,0.8615056818181818,0.8477069805194806,0.8296976461038961,0.8595271915584416,0.8577516233766234,0.8592228084415584,0.8561789772727273,0.8578530844155844,0.8566355519480521,0.8492035308441559,0.8405539772727273,0.8368760146103896,0.8379667207792207,0.844231939935065,0.8434202516233766
jedit-3.2,0.8601593778872806,0.8601978749615029,0.8607560825377272,0.8672717123498614,0.8674160763781953,0.8738739605789959,0.8736910994764397,0.8734119956883277,0.8748075146288882,0.8246025177086541,0.821931783184478,0.8198914382506928,0.8249538035109332,0.8227065368032029,0.819304357868802
jedit-4.0,0.8538087801492278,0.8538232402105385,0.8537509399039852,0.8587107409335416,0.862687257793973,0.8647695066227081,0.866172132569842,0.8646682861935334,0.8640609636184857,0.8192709237087166,0.8255610503788536,0.8173621956157094,0.8167042628260744,0.8276577592688993,0.8185551506738389
jedit-4.1,0.8373655913978495,0.8373360510457285,0.8364498404820986,0.8511166253101737,0.8509393831974477,0.8505110480916932,0.8504224270353302,0.8505110480916932,0.8515597305919886,0.8223000118161409,0.8223664776084132,0.8312581235968333,0.8292936901807869,0.8251211154436959,0.8298032612548742
jedit-4.2,0.8916765204873786,0.8894915428512673,0.8916765204873786,0.8910081743869209,0.8979486915839803,0.8980515140609737,0.8977687522492417,0.8974859904375097,0.8993625006426405,0.8516271656984217,0.8462418384658886,0.8501619454012647,0.8448537350264768,0.8452650249344507,0.8510230836460849
jedit-4.3,0.8214769647696477,0.7643970189701897,0.5010162601626016,0.8985433604336044,0.8995596205962059,0.9147188346883468,0.9087059620596206,0.8929539295392954,0.9070968834688348,0.9066734417344172,0.9148882113821138,0.9130250677506776,0.8987974254742548,0.8976964769647696,0.9170054200542004
log4j-1.0,0.8265938069216757,0.8245294474802671,0.8191863995142684,0.848087431693989,0.8454159077109897,0.8451730418943534,0.8474802671523983,0.8397085610200364,0.8459016393442623,0.8277474195506982,0.8231936854887676,0.8238615664845172,0.8194292653309048,0.8186399514268367,0.815725561627201
log4j-1.1,0.8481971410283764,0.8270748879880521,0.8287817367185834,0.8423298485171752,0.8384894388734798,0.8406229997866439,0.8403029656496693,0.8401962876040111,0.8404096436953274,0.8118199274589292,0.8122466396415617,0.8022189033496906,0.8161403883080862,0.8116599103904416,0.8190740345636868
log4j-1.2,0.5981878734449995,0.5903516505044568,0.5851993339210501,0.5988539523949457,0.5982662356744051,0.599422078558135,0.5972230384954452,0.598080125379567,0.5972475266921344,0.5798070330100892,0.5771329219316289,0.5767019296698991,0.579630717993927,0.5792095210108728,0.5803359780585757
lucene-2.0,0.7710677382319173,0.7711251435132032,0.7671928817451206,0.7800995024875622,0.7817068503635668,0.7811327975507081,0.7795063145809414,0.7810753922694221,0.7804630692690394,0.7341274397244546,0.7437428243398393,0.7309892843474934,0.7463451970914657,0.7371220818982013,0.7716991963260621
lucene-2.2,0.7206184357214106,0.7122670108940132,0.7161640165072659,0.7316738054724324,0.7324023548279841,0.7315711240196366,0.7311799565804142,0.7319085059359659,0.7319133955289562,0.7148487159928808,0.7151909875022002,0.7109810479375697,0.7131422480392732,0.7179096012047957,0.7153719024428407
lucene-2.4,0.7325111690245718,0.731608339538347,0.7252745718540581,0.7345169396872673,0.7360154504839911,0.7368065897244974,0.7363458674609085,0.7367972822040209,0.7368391660461653,0.6955323901712583,0.7111178332092328,0.6906924795234549,0.6954253536857781,0.6858665301563663,0.7070574274013404
poi-1.5,0.6937165346559084,0.6583573913687172,0.6570928023293113,0.6929269375971574,0.6969119352530412,0.6967762232585684,0.6988489155377896,0.6898364053593901,0.6961346756483332,0.6772645396895897,0.6764194240876453,0.6844202630345202,0.6940311397340045,0.6693685691020801,0.6719285908159992
poi-2.0,0.7702923403560347,0.763024661113833,0.5015923566878981,0.8149599869345092,0.8158582394251184,0.8143067123958844,0.8135717785399315,0.8167564919157276,0.8114486362894007,0.7711497631879798,0.7539196472317491,0.7658419075616528,0.7678833904948554,0.7778049975502204,0.7782132941368609
poi-2.5,0.6759687892752408,0.6721145789694177,0.6439228110599078,0.6809488898198576,0.6830802262253876,0.6862693757855048,0.6897674905739422,0.6853608085462924,0.6894794721407624,0.6632985965647256,0.6611096564725597,0.6722742982823628,0.6742851906158357,0.6700356095517386,0.6733609132802683
poi-3.0,0.6933891402714932,0.6952398190045249,0.7015316742081448,0.7155837104072398,0.7189909502262444,0.7194253393665159,0.7196696832579186,0.7218959276018101,0.7197737556561086,0.6798303167420813,0.6881131221719456,0.6754457013574661,0.6925113122171945,0.6848846153846154,0.6803190045248869
synapse-1.0,0.856839551107067,0.8249924173491052,0.821656050955414,0.8610858356081286,0.8647255080376101,0.8619957537154991,0.8583560812860176,0.8644222020018199,0.8586593873218077,0.851076736427055,0.8603275705186533,0.8557779799818016,0.8741279951471034,0.8585077343039125,0.8563845920533819
synapse-1.1,0.7966147966147966,0.7503412503412503,0.7464282464282465,0.7891527891527892,0.7882882882882883,0.7836927836927837,0.7728637728637728,0.7852397852397852,0.7765037765037766,0.7444489944489945,0.7554145054145054,0.7407407407407407,0.7568477568477568,0.7612612612612613,0.7633315133315133
synapse-1.2,0.7333512931034483,0.7242456896551724,0.7011853448275862,0.7465786637931034,0.7456088362068966,0.7443157327586207,0.7462553879310345,0.7435614224137931,0.7433728448275863,0.7243938577586206,0.7285425646551724,0.7259024784482758,0.7307381465517241,0.7244746767241379,0.7317214439655172
velocity-1.4,0.6489310009718173,0.6502186588921283,0.6497570456754129,0.63955296404276,0.6357628765792032,0.6319727891156462,0.6317541302235179,0.6313654033041788,0.6337949465500486,0.6163022351797862,0.6130344995140914,0.6154761904761905,0.6206389698736637,0.6165330417881438,0.6178328474246841
velocity-1.5,0.7049298359544851,0.7063980574300477,0.7017675127763503,0.7036169071349917,0.7086992122427083,0.7071604031962052,0.7113391873958833,0.7094756755230539,0.7127085862721292,0.6969604991953017,0.7023675071293447,0.6925840697969902,0.6959369794166643,0.6973063782929102,0.6933605330773357
velocity-1.6,0.7798437140887152,0.7508618708342908,0.7757986669731096,0.7879797747644219,0.7880027579866697,0.7890370029878189,0.7840496437600551,0.7891289358768099,0.7856125028729027,0.7346931739829924,0.7445989427717766,0.7421857044357619,0.7332222477591358,0.7426453688807171,0.7275109170305677
xalan-2.4,0.7851367166719864,0.7813419867361776,0.77753839060893,0.8059634003617406,0.8054934922154839,0.8050235840692272,0.8039153101393766,0.8052895698123914,0.8035783948647021,0.7933024789871262,0.7926109160548994,0.7966361669681171,0.7870562471184879,0.7950446856048515,0.7891531013937652
xalan-2.5,0.6587819218420565,0.6523465441505841,0.6584934555679854,0.6659935786938341,0.6643706627454016,0.6622271003510846,0.6635392701099689,0.662060587298572,0.6639344454529038,0.6388671952869771,0.63893989816906,0.6425363455779058,0.645374103233402,0.6409790967487741,0.6387733851165472
xalan-2.6,0.6963489265536723,0.695798418079096,0.6930576271186439,0.7090657627118644,0.7071575141242938,0.7071376271186439,0.7073093785310735,0.7070065536723164,0.7070164971751413,0.6799774011299435,0.6750336723163842,0.6763896045197741,0.6718499435028249,0.6771624858757063,0.6774101694915253
xalan-2.7,0.5673601985095459,0.5678481285886214,0.5668704545640054,0.5758876382279613,0.5756060354592756,0.575244169099515,0.5749802515288627,0.5752877018946743,0.5749974832602799,0.5691019637825283,0.5672862834510987,0.5694837826734034,0.5687700262194396,0.5717619989533991,0.5701100200704324
xerces-init,0.7507577437717158,0.734124343904783,0.6756302210394026,0.764378650107193,0.7595549641457825,0.7536778295261329,0.7513861166555778,0.7540104975234716,0.7534560508612405,0.7559140977304649,0.7558771346196496,0.7509795224366083,0.7600724476971982,0.7544355732978488,0.7519220817624012
xerces-1.2,0.7305335968379446,0.6989130434782609,0.5870948616600791,0.7330830039525692,0.7320355731225296,0.7203162055335969,0.7246442687747036,0.724703557312253,0.7229644268774703,0.7321837944664031,0.7178656126482214,0.7269664031620553,0.727401185770751,0.7275098814229249,0.7405533596837947
xerces-1.3,0.8018735202278421,0.776979034416498,0.7880909080511044,0.8578618078669549,0.8540301273032975,0.8579533106863855,0.8607098331217331,0.8604010111061547,0.8588340253234052,0.8385318372622357,0.8506788365416509,0.8499067815027049,0.8420775715151723,0.8433300163561289,0.8445424287135848
xerces-1.4,0.7579556885410806,0.7632783063099927,0.763730116106593,0.7720939252894141,0.7719159719025455,0.771751871174535,0.769581266090396,0.7715270318653777,0.7696835626481169,0.7450934947914004,0.7417251675106131,0.7475283659829849,0.7442586056979182,0.7474271350144067,0.746653517296643
