filename,FPA,AAE,numOfnonZero,L1,MSE
ant-1.3,0.9437575757575758,0.15023999999999993,0,0,0.06954080000000001
ant-1.4,0.9028209419077218,0.14198220973782769,0,0,0.0475313540886392
ant-1.5,0.9513408093612872,0.05877133105802041,0,0,0.014710580204778157
ant-1.6,0.9116112349808002,0.1797720797720799,0,0,0.10504957264957263
ant-1.7,0.9263869584210317,0.17463087248322162,0,0,0.1153785234899329
camel-1.0,0.9835651074589128,0.0298230088495575,0,0,0.006846902654867255
camel-1.2,0.8862626663641864,0.36363679449092706,0,0,0.4533368471459428
camel-1.4,0.9461317266876627,0.20278669724770637,0,0,0.2030255733944954
camel-1.6,0.9452227979274611,0.26832456205280053,0,0,0.37494169355195445
ivy-1.1,0.8595677222286664,0.5703798798798799,0,0,1.4148186659159159
ivy-1.4,0.9722222222222222,0.04796680497925303,0,0,0.014288796680497923
ivy-2.0,0.9554332386363636,0.09059659090909096,0,0,0.030809375000000003
jedit-3.2,0.9149407145056976,0.5161397058823536,0,0,1.3743231617647056
jedit-4.0,0.9336572387066921,0.284015795206972,0,0,0.3702500529230211
jedit-4.1,0.9248050336760014,0.27766025641025677,0,0,0.2976887820512821
jedit-4.2,0.9588453035833633,0.13877384196185283,0,0,0.11067438692098094
jedit-4.3,0.9865345528455285,0.025165862461900907,0,0,0.00888808287306231
log4j-1.0,0.9163934426229509,0.18614814814814826,0,0,0.12039185185185183
log4j-1.1,0.8919351397482398,0.2609174311926605,0,0,0.1808807339449541
log4j-1.2,0.6512488980311489,0.34126829268292685,0,0,0.2481160975609756
lucene-2.0,0.8760237275162648,0.442231623931624,0,0,0.5410889308360951
lucene-2.2,0.8382033679516517,0.5355202487570909,0,0,1.8665309245029864
lucene-2.4,0.8265822784810126,0.5006470588235291,0,0,0.7508499999999999
poi-1.5,0.8254003503836949,0.4507166450520882,0,0,0.5970451498174265
poi-2.0,0.9455332353421525,0.06461214740673339,0,0,0.01550618386303566
poi-2.5,0.7570590699622958,0.22543463203463204,0,0,0.14260219898989898
poi-3.0,0.794552036199095,0.29345319386495866,0,0,0.2912273048072429
synapse-1.0,0.9625417045799212,0.07840764331210189,0,0,0.027994267515923574
synapse-1.1,0.9026299026299026,0.172364864864865,0,0,0.08654590715715717
synapse-1.2,0.8802262931034482,0.22421875000000005,0,0,0.1408390625
velocity-1.4,0.7148445092322643,0.18908163265306127,0,0,0.08786734693877551
velocity-1.5,0.7901855041364316,0.3373831775700934,0,0,0.31567943925233644
velocity-1.6,0.8957595954952884,0.2949781659388646,0,0,0.26683886462882095
xalan-2.4,0.941908713692946,0.10760719225449515,0,0,0.041616044260027664
xalan-2.5,0.8112445560785473,0.19865848306944206,0,0,0.09579784863451399
xalan-2.6,0.824615593220339,0.18661623123696133,0,0,0.0895785732919304
xalan-2.7,0.6073183163328699,0.1207074563536177,0,0,0.0514876930856267
xerces-init,0.8286020551489613,0.27338536155202825,0,0,0.22759634473418996
xerces-1.2,0.9254841897233201,0.14637425412456406,0,0,0.08713766797641039
xerces-1.3,0.9572510265472555,0.15782192788815325,0,0,0.21511238655874418
xerces-1.4,0.8279446490375599,0.5964402700474124,0,0,2.1629252659906153
