ant-1.3,72980.85369181828,58378.52458882346
ant-1.4,68008.21121256129
ant-1.5,577855.2424733144
ant-1.6,1099976.7792686275
ant-1.7,727264.1066198042
camel-1.0,489814.61795365793
camel-1.2,23987.02226146318
camel-1.4,101185.97802789032
camel-1.6,49523.074022357716
ivy-1.1,258579.71507881364
ivy-1.4,334816.2363354176
ivy-2.0,477355.5878749803
jedit-3.2,331491.0041528856
jedit-4.0,184570.67934115024
jedit-4.1,497592.519978914
jedit-4.2,282173.38393961394
jedit-4.3,432024.43240664736
log4j-1.0,45389.95655296838
log4j-1.1,30633.65093278582
log4j-1.2,16650.519617986352
lucene-2.0,213890.95834938678
lucene-2.2,1262916.9507507747
lucene-2.4,151035.3765318036
poi-1.5,96180.42604107456
poi-2.0,118548.06624985124
poi-2.5,140765.76387770168
poi-3.0,186090.27255019566
synapse-1.0,75188.35579503517
synapse-1.1,1181423.1434590288
synapse-1.2,114986.71714866441
velocity-1.4,487276.0788923693
velocity-1.5,271890.8832178825
velocity-1.6,89072.97410241043
xalan-2.4,1062681.825057778
xalan-2.5,661591.894414522
xalan-2.6,697805.6223034498
xalan-2.7,3523033.491076232
xerces-init,1625058.0663078132
xerces-1.2,91910.86107618468
xerces-1.3,80950.01458542801
xerces-1.4,708431.3403809782
