ant-1.3,21.0,21.0
ant-1.4,21.0
ant-1.5,21.0
ant-1.6,21.0
ant-1.7,21.0
camel-1.0,21.0
camel-1.2,21.0
camel-1.4,21.0
camel-1.6,21.0
ivy-1.1,21.0
ivy-1.4,21.0
ivy-2.0,21.0
jedit-3.2,21.0
jedit-4.0,21.0
jedit-4.1,21.0
jedit-4.2,21.0
jedit-4.3,21.0
log4j-1.0,21.0
log4j-1.1,21.0
log4j-1.2,21.0
lucene-2.0,21.0
lucene-2.2,21.0
lucene-2.4,21.0
poi-1.5,21.0
poi-2.0,21.0
poi-2.5,21.0
poi-3.0,21.0
synapse-1.0,21.0
synapse-1.1,21.0
synapse-1.2,21.0
velocity-1.4,21.0
velocity-1.5,21.0
velocity-1.6,21.0
xalan-2.4,21.0
xalan-2.5,21.0
xalan-2.6,21.0
xalan-2.7,21.0
xerces-init,21.0
xerces-1.2,21.0
xerces-1.3,21.0
xerces-1.4,21.0
