ant-1.3,4,4,4,4,4,4,4,4,4,4
ant-1.4,5,5,5,5,5,5,5,5,5,5
ant-1.5,8,8,8,8,8,8,8,8,8,8
ant-1.6,4,4,4,4,4,4,4,4,4,4
ant-1.7,14,14,14,14,14,14,14,14,14,14
camel-1.0,1,1,1,1,1,1,1,1,1,1
camel-1.2,5,5,5,5,5,5,5,5,5,5
camel-1.4,6,6,6,6,6,6,6,6,6,6
camel-1.6,21,21,21,21,21,21,21,21,21,21
ivy-1.1,9,9,9,9,9,9,9,9,9,9
ivy-1.4,4,4,4,4,4,4,4,4,4,4
ivy-2.0,3,3,3,3,3,3,3,3,3,3
jedit-3.2,15,15,15,15,15,15,15,15,15,15
jedit-4.0,15,15,15,15,15,15,15,15,15,15
jedit-4.1,21,21,21,21,21,21,21,21,21,21
jedit-4.2,21,21,21,21,21,21,21,21,21,21
jedit-4.3,1,1,1,1,1,1,1,1,1,1
log4j-1.0,12,12,12,12,12,12,12,12,12,12
log4j-1.1,8,8,8,8,8,8,8,8,8,8
log4j-1.2,7,7,7,7,7,7,7,7,7,7
lucene-2.0,9,9,9,9,9,9,9,9,9,9
lucene-2.2,6,6,6,6,6,6,6,6,6,6
lucene-2.4,10,10,10,10,10,10,10,10,10,10
poi-1.5,5,5,5,5,5,5,5,5,5,5
poi-2.0,1,1,1,1,1,1,1,1,1,1
poi-2.5,2,2,2,2,2,2,2,2,2,2
poi-3.0,2,2,2,2,2,2,2,2,2,2
synapse-1.0,6,6,6,6,6,6,6,6,6,6
synapse-1.1,6,6,6,6,6,6,6,6,6,6
synapse-1.2,5,5,5,5,5,5,5,5,5,5
velocity-1.4,20,20,20,20,20,20,20,20,20,20
velocity-1.5,9,9,9,9,9,9,9,9,9,9
velocity-1.6,11,11,11,11,11,11,11,11,11,11
xalan-2.4,4,4,4,4,4,4,4,4,4,4
xalan-2.5,19,19,19,19,19,19,19,19,19,19
xalan-2.6,6,6,6,6,6,6,6,6,6,6
xalan-2.7,5,5,5,5,5,5,5,5,5,5
xerces-init,5,5,5,5,5,5,5,5,5,5
xerces-1.2,5,5,5,5,5,5,5,5,5,5
xerces-1.3,4,4,4,4,4,4,4,4,4,4
xerces-1.4,11,11,11,11,11,11,11,11,11,11
