filename,linear/nsga2/FPA_AAE,linear/nsga2/FPA_NNZ,linear/nsga2/FPA_L1,linear/nsga2/FPA_MSE,linear/nsga2/FPA_AAE_NNZ,linear/nsga2/FPA_AAE_L1,linear/nsga2/FPA_NNZ_MSE,linear/nsga2/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_AAE,linear/nsga2_10p_toZero/FPA_NNZ,linear/nsga2_10p_toZero/FPA_L1,linear/nsga2_10p_toZero/FPA_MSE,linear/nsga2_10p_toZero/FPA_AAE_NNZ,linear/nsga2_10p_toZero/FPA_AAE_L1,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_AAE,linear/nsga2_20p_toZero/FPA_NNZ,linear/nsga2_20p_toZero/FPA_L1,linear/nsga2_20p_toZero/FPA_MSE,linear/nsga2_20p_toZero/FPA_AAE_NNZ,linear/nsga2_20p_toZero/FPA_AAE_L1,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_AAE,linear/nsga2_30p_toZero/FPA_NNZ,linear/nsga2_30p_toZero/FPA_L1,linear/nsga2_30p_toZero/FPA_MSE,linear/nsga2_30p_toZero/FPA_AAE_NNZ,linear/nsga2_30p_toZero/FPA_AAE_L1,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_toZero/FPA_NNZ,linear/nsga2_toZero/FPA_L1,linear/nsga2_toZero/FPA_MSE,linear/nsga2_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ_MSE,linear/nsga2_random10p_toZero/FPA_NNZ,linear/nsga2_random10p_toZero/FPA_L1,linear/nsga2_random10p_toZero/FPA_MSE,linear/nsga2_random10p_toZero/FPA_L1_MSE,linear/nsga2_random10p_toZero/FPA_NNZ_MSE,linear/nsga2_random20p_toZero/FPA_NNZ,linear/nsga2_random20p_toZero/FPA_L1,linear/nsga2_random20p_toZero/FPA_MSE,linear/nsga2_random20p_toZero/FPA_L1_MSE,linear/nsga2_random20p_toZero/FPA_NNZ_MSE,linear/nsga2_random30p_toZero/FPA_NNZ,linear/nsga2_random30p_toZero/FPA_L1,linear/nsga2_random30p_toZero/FPA_MSE,linear/nsga2_random30p_toZero/FPA_L1_MSE,linear/nsga2_random30p_toZero/FPA_NNZ_MSE
ant-1.3_ant-1.4,2775.765943,1092665.232,326424.2815,5207.030886,2830.614748,1030.488376,666.974306,666.974306,1422.510355,3915248.548,196084.1051,1467.913335,2.2676934,0.380197064,448.2104539,448.2104539,3248.683254,704651.0501,3.835374469,569.5236527,0.391174529,34.60236957,0.685837253,0.685837253,654.9240516,9328405.022,0.354387228,159.0562883,121.8133855,303.3765276,12579.36176,12579.36176,1553677.421,8266.888313,1273.758233,2235.649285,0.93272082,157611.4144,0.317691375,0.359646772,0.349754861,0.581913728,0.365168538,0.370995351,0.420668258,0.355602868,0.309519241,0.361997236,0.365100552,0.338819579,0.315779401,0.36597684
ant-1.4_ant-1.5,6709.615137,552395.9455,704.6860255,24426.27174,11309.37802,14223.24473,31665.78306,31665.78306,45492.81381,19384.10489,0.128179215,297.8054402,211.3322927,3.689506978,1527.852217,1527.852217,3306.770992,19676.32929,359.3523107,428.416336,7.56654701,0.651166441,42.0682486,42.0682486,1348.10927,13072.20685,3.414097949,170.0585707,0.169237316,356.3443847,4.80829686,4.80829686,277.6082463,128.1752125,160258.499,67.17443556,4845.522549,0.139634258,0.124437548,0.249101666,1.848495267,0.111218261,0.139931732,0.139922842,0.128668705,0.163060151,0.135802342,0.139907922,0.139876772,0.123400068,0.139269663,0.130108467
ant-1.5_ant-1.6,13446.43279,818742.1147,85522.01317,9790.033882,15680.82723,3598.723046,17074.29302,17074.29302,6293.588966,450269.1085,5952.37928,4071.214629,1106.896766,13.16119565,4266.549007,4266.549007,646.4615936,465555.1495,11.76721382,5531.383884,50.20506188,1157.044761,29723.34027,29723.34027,1554.99686,180751.6454,18734.84516,10373.40121,28.28939667,118.8276,3.132329798,3.132329798,829188.0797,1750.894234,1672.146951,1581.098104,3264.792275,264.3247927,10.46166569,3.316522338,1.066946509,4.883539831,1.130908359,1.632313058,1.502107128,1.470903868,1.414120485,1.857514929,1.652355775,1.384511904,1.486200058,1.396698564
ant-1.6_ant-1.7,8365.418123,64001645.34,6712.314079,2909.843817,8475.568924,8595.551092,2159.359859,2159.359859,2655.779901,598850.6286,757189.5375,1941.466242,944.9996581,1.005523631,9490.41507,9490.41507,7066.824114,31229073.41,1.30453727,3285.831979,1.564558019,0.780102323,0.807535518,0.807535518,1134.534201,57066.86042,0.904481498,6041.60862,66.69205633,4.222645232,876.6233811,876.6233811,54318115.83,3696486.593,1216.781803,418.057954,252.3296348,1.485754042,1.140615407,0.814108755,0.790826742,0.828604443,1.500671141,1.493594008,0.830116245,0.869864356,0.785653056,1.407641869,1.462000631,1.030363436,0.776252072,0.749788286
camel-1.0_camel-1.2,2964.409754,2583221.144,22937.04103,508.0569161,3468.579614,614.2887708,1303.731898,1303.731898,4275.360402,86729.33322,912.7285592,2187.257965,4214.081911,193.5252316,3.520719913,3.520719913,4067.323867,166644.6594,84.33837314,1473.746431,35.34132853,4205.447106,129.0529406,129.0529406,6110.966114,82607.41279,20.85898379,647.6766874,194.5206634,5066.559593,3961.347976,3961.347976,890782.4908,1388.786009,2792.848969,1323.05254,3345.517565,2530.82619,4.322164847,3.437606442,4.240738715,4.299483548,4.341534572,4.181733324,4.205280765,4.244169471,4.326684669,4.342105144,4.200082703,4.146345757,4.184475159,3.723028595
camel-1.2_camel-1.4,954.0438921,362060.7649,2024.724602,11124.29296,2907.151537,34.33012642,1108.097806,1108.097806,1111.826588,15723.48319,9.771350331,1392.603732,1315.61941,4.467012261,48.72646663,48.72646663,147.9342536,1011978.842,105.691392,623.5297547,75.96126961,1.376733172,1.554607794,1.554607794,860.449519,14683.55201,1.494576949,341.934429,2.208239871,1.892801685,2.655480271,2.655480271,225444.8237,328.2207338,656.5796451,240.0070035,1880.392857,28.43738274,1.322396081,2.498957382,1.908435662,1.73351408,7.272438519,1.721211102,1.950156173,1.766498162,1.406449693,1.723623848,1.576834746,1.804572869,2.494832159,2.124547937
camel-1.4_camel-1.6,1165.70371,131436.659,1040.604587,3056.686003,2153.946673,734.4042498,867.2953168,867.2953168,943.4010267,21671.74656,263.6919898,1488.368557,6.975683221,3.235244533,3.108619809,3.108619809,1920.178548,2801.808563,4.981016227,12.18541161,51.67209236,3.505032715,699.373536,699.373536,1566.21253,207553.0568,3.928391358,906.0299913,24.15008101,3.129126625,14.8063799,14.8063799,40297.26864,158.4705865,380.9093698,319.8498705,251.3952375,3.518951636,3.359496067,10.30590861,2.902779406,3.036072081,3.518490762,3.491443741,3.25909242,3.74538688,3.051257513,3.519034263,3.344842539,2.952442039,2.98186718,3.491392158
ivy-1.1_ivy-1.4,7824.413424,6493316.7,127328.4987,109473.2021,107074.9939,369.7402927,143346.6239,143346.6239,2808.182334,963142.1667,2.375709624,1967.8767,150.2263028,398.134644,4.705722961,4.705722961,3283.456073,915251.6562,215.6057718,1907.712673,3883.421222,112.6404634,16.58295947,16.58295947,1645.591255,352129.5083,68.62255156,1740.015751,10960.64481,12.26426413,452.8167537,452.8167537,118014.097,7287.537798,5323.318474,323.691145,2374.289119,0.099579313,56.17750322,31.29644672,35.77586761,5.352357514,492.2250437,9.910049473,27.03418381,30.12234636,41.25851451,0.067700699,7.775328273,35.42360243,40.97904975,22.5198293
ivy-1.4_ivy-2.0,5827.158904,293199.9,181593.9501,5927.960295,5564.06339,2491.14007,27953.85108,27953.85108,4481.046189,1171020.044,24120.74922,2658.673742,12.38364543,33.68049164,2829.31338,2829.31338,1190.487477,2265740.802,367.6534154,1836.276627,0.244362574,14.63688243,23.79819283,23.79819283,122.2436192,8853230.057,215761.6146,628.4670393,40.26960797,42.11505971,154.5634149,154.5634149,322452.0559,78223.87706,2178.130265,104.3459286,2044.579841,0.272127094,0.29363623,14.25720081,0.311324699,1.804633215,0.270815524,0.263972191,0.225583423,0.205525968,0.23917342,0.272612845,0.272431326,0.216091438,0.643002798,0.207050576
jedit-3.2_jedit-4.0,18876.17822,906643.7303,86889.96719,8010.466496,8539.107206,1765.678159,25418.70275,25418.70275,781.5796905,104529.4,362.524485,3739.649387,3566.232146,4.391815204,413.6882128,413.6882128,19487.69915,482066.3654,53.57052477,1154.915149,268.4669377,17.02172904,635.9787902,635.9787902,939.9435673,331720.5349,5.809824898,178.3290776,73.54145213,916.2438373,108.9204823,108.9204823,245151.176,16485.99592,2371.83072,150.2570474,149.4534688,5.959615775,4.056432181,2.747309156,40.54553761,12.55793802,6.024906483,6.078314265,3.362638947,3.893028758,2.825793191,6.060966899,6.078417291,4.67894544,2.357718588,6.468431848
jedit-4.0_jedit-4.1,11142.76385,29515789.35,1573145.077,4260.449828,8011.95298,604.9812075,14071.96534,14071.96534,1309.18214,19786266.5,3180842.327,2158.42663,343.0791786,67.36391441,356.3967122,356.3967122,23391.94358,340643.7295,3950688.118,215.2214107,4.413410836,1184.335707,14.13311948,14.13311948,325.0403389,167167.5721,86.5041011,98.39771508,6.291383025,41.81554578,249.8467939,249.8467939,63578878.23,3234243.937,5901.069962,1006.986285,1750.147866,2.183044038,3.831092843,5.052716152,2.340334081,2.281971193,4.048076923,3.73898443,1.976634375,2.747090603,2.050342918,4.047481338,4.048076629,1.935882234,1.728230464,1.831597508
jedit-4.1_jedit-4.2,9756.700668,12711369.38,733610.3715,17828.50937,25869.86444,5050.115337,12323.38528,12323.38528,11041.05594,64315.57609,1029.843622,8994.233577,3156.938857,182.3887734,6977.86252,6977.86252,1271.140268,364832.3373,2.101644922,126.9879788,6.282431275,1.97856912,102.607694,102.607694,2729.693705,565270.7558,1.175176765,12989.11829,684.1579755,0.677359476,3414.901523,3414.901523,85557.74914,201.934881,2036.887515,1.758414951,428.8619793,1.189985206,0.732255283,0.717181503,1.175193447,0.713857106,1.191397235,1.204345092,1.299233989,1.079029826,1.092344219,1.204359397,1.200678094,1.112555318,0.954704996,1.117149308
jedit-4.2_jedit-4.3,6392.794871,2726410.144,196969.6835,24877.66754,14644.55612,96452.21213,36992.74039,36992.74039,9411.558742,85807.32979,27.66889505,1394.773803,10.81916227,142.1729486,858.6621941,858.6621941,419.6650553,208782.2825,0.191234058,375.3389249,59.39251484,0.045232285,63.97623646,63.97623646,3226.851916,86851.12154,1446.361785,2056.867117,4.047957093,195.4888424,9952.757569,9952.757569,144665.6415,4830.855248,2303.436396,0.38304842,2355.35415,0.053297615,15.93781704,0.200064976,6.75066553,4.791942094,12.53783047,0.079097836,0.756994188,0.039583714,0.657711453,182.1928687,0.028434097,0.616872335,0.565378846,0.028162762
log4j-1.0_log4j-1.1,2545.422073,56590.94875,456.4723179,2853.998333,4597.545586,6005.161191,2394.493405,2394.493405,954.9382036,675948.3744,1.875834363,1196.64732,8.917952309,3.106694221,2203.08691,2203.08691,1253.770994,58910.99637,4.944662707,512.2539759,1.350390307,1.645201341,262.3257751,262.3257751,704.9976873,61157.80988,5.051346159,76.18899763,1.366931987,1.593426128,2736.41292,2736.41292,84235.02359,57.14722854,1034.43471,129.9442416,275.6255878,2.852202755,50.38769556,0.92140687,2.40968347,6.642464708,2.877514755,2.878994556,4.1538263,2.592642186,1.094366648,2.880642819,2.406854816,0.964861533,1.145596191,1.103649554
log4j-1.1_log4j-1.2,686.514727,1608702.317,2516.537235,7030.592386,2048.083834,4493.33291,19020.58735,19020.58735,6154.512223,48637.82343,51.55542639,1057.213875,1165.584473,216.4645036,9.993486851,9.993486851,1102.446141,51630.90324,24.99318694,3147.37321,39.49457434,35.91714319,282.1639025,282.1639025,213.7521609,380490.5734,11.51608397,3310.94365,2875.797966,325.9634822,9952.709776,9952.709776,654064.8304,125.417915,3769.659551,538.6739214,3332.955455,8.168712062,5.25611451,33.25978743,4.333305908,4.702907481,8.204878037,13.1884319,4.713631415,5.403494464,23.78375248,671.2572375,7.184286502,5.152521943,7.792962017,4.538675859
lucene-2.0_lucene-2.2,752.6811218,728823.7568,11082.83961,869.5441775,9064.747017,1701.089136,2933.704448,2933.704448,3197.250336,225348.7612,10.02555545,1928.391285,1837.306774,127.5004468,7.681527714,7.681527714,525.1758697,518932.3419,12.64170128,1767.113867,10.67039593,13.39392135,8.495440265,8.495440265,1020.527028,334161.1795,15.8808542,610.229588,20.1988153,8.923742201,423.6611998,423.6611998,558109.6561,1928.981038,1307.563275,340.8540651,920.8017407,15.93385865,14.79333134,17.48372473,7.875530923,113.4963955,15.91865958,15.90208713,7.56113159,11.06074944,8.368963826,15.80487992,15.54611876,7.155961852,8.227914447,7.9829167
lucene-2.2_lucene-2.4,11863.32809,18646700.74,509894.151,1166.344067,7272.787526,21389.49287,13893.89983,13893.89983,3870.548587,3911577.604,7392796.686,6731.394627,16.8462673,226.6765219,4461.70627,4461.70627,4664.787623,142742.9521,94551.91002,2332.686777,13.96181571,4.167064089,5.732757889,5.732757889,2371.676536,820.3642791,471964.8284,2998.841158,2888.386321,5.173356089,49.51713467,49.51713467,11797778.06,4907388.033,10197.32328,1778.109494,2562.358408,150.4600887,53.53950437,9.124192055,7.496714639,5.802727521,8.861457303,5.589846327,1569.948755,5.321544588,5.723177707,12.28233185,12.00598632,5.652172269,11.31974443,4.562897931
poi-1.5_poi-2.0,75753.69907,3314143.287,209452.1405,30783.66408,21844.77523,5838.328032,13342.05044,13342.05044,6796.227639,11352990.8,89.31400175,2355.195477,9832.709158,187.9582259,1453.573354,1453.573354,1559.382607,15172431.82,1946.774906,8468.219083,39.89846011,36.66745409,13.91608495,13.91608495,1540.53576,57975.40178,23.12072516,2023.672349,1.350445806,77.9462006,14.43866576,14.43866576,675244.4473,10249.85685,1150.883017,566.5193212,601.5904903,0.136719047,9.422872863,9.851313121,7.821891721,2.835306638,0.136942672,1.279101799,2.878174957,1.293515654,10.98402913,1.241058419,0.130191785,3.678768643,0.677522107,3.767288812
poi-2.0_poi-2.5,20250.20205,1032417.847,687.4987696,10922.0572,12844.96966,3010.571976,19558.48302,19558.48302,3419.536405,6615.251045,55.1203011,5937.327259,5108.603143,32.71969727,304.7928742,304.7928742,2879.389439,21420.38146,139.4394533,1948.067467,6792.724084,8.605266868,8.446220746,8.446220746,11939.83831,23373.04482,5.348623087,16.17975857,5.062638007,3.556251114,3.63436957,3.63436957,79420.92333,67.63905958,11359.81481,426.9317452,530.0944013,4.445318839,3.418879388,6.380040113,3.46517579,4.98865105,3.651946884,3.503891189,20.73732646,3.65077105,2.795657783,3.651940165,7.618822367,18.78126217,3.643953676,18.75336231
poi-2.5_poi-3.0,3622.227003,1062019.627,211721.5203,20107.96483,1816.785385,625.9618285,10396.21285,10396.21285,1333.281464,47259.37769,2.71703364,744.2420061,208.4533587,3.827184788,114.9461327,114.9461327,1088.347412,5398021.942,9.735341726,791.7644064,3.087990134,18.14418352,120.1291566,120.1291566,722.605866,19024.83027,4.96455048,97.09328764,3.824646445,3.828811774,3.698328891,3.698328891,12053893.54,92.44729018,5248.393219,175.3953514,195.4194936,4.929868924,3.953877499,3.608487857,3.304273745,3.288843856,142.5392459,3.26540556,3.395357437,2.771882251,3.296530597,5.040585934,5.040723982,3.362065546,4.819933552,2.230494276
synapse-1.0_synapse-1.1,3983.986811,16069119.4,85872.79341,32950.18704,1942.259599,675.2263245,2214.396575,2214.396575,1347.23174,23801808.92,2257.479223,1583.78826,2560.964894,1.094886247,292.5591264,292.5591264,279.7370363,18673526.21,219.720708,487.7489454,7.890881433,1.062779367,8933.7705,8933.7705,464.2178922,9820551.61,428093.4212,2947.098032,2.501806614,16.2558443,0.776130495,0.776130495,4945745.347,784193.1673,386.9623202,542.7873568,2791.652655,5.609795576,0.812189246,1.47123893,1.075684123,0.963612891,1.025466301,1.094796162,0.879916297,1.096009587,0.824632066,1.103573557,1.094472696,0.861433896,1.103720645,0.878277874
synapse-1.1_synapse-1.2,4503.097756,4931389.097,83177.55365,3998.895278,3903.687118,842.9696652,2149.694005,2149.694005,1934.053708,569222.0676,3.395617627,979.7438146,66.36134706,1321.17166,714.1721597,714.1721597,71.1110676,683275.5362,105.1351806,1244.251814,1.325478843,1.640761184,1.163026798,1.163026798,410.0041921,14907.82877,6.110111578,302.9106046,1.288610843,1.172861464,979.1956003,979.1956003,5497056.124,33054.84835,1289.776299,75.95159058,348.1729639,1.453953018,1.441336043,1.996404059,0.907913315,0.971975164,1.686396415,1.390181574,2.610666683,1.371828453,1.287329581,1.453214232,1.17038107,1.038853423,1.302066988,0.973281298
velocity-1.4_velocity-1.5,1902.602161,5944604.795,63959.00194,10318.59822,16813.67243,40335.8267,5678.906615,5678.906615,5619.850117,4172.639475,2731847.609,4170.515786,341.0569902,5.097149956,987.0463362,987.0463362,942.7889634,24655.85939,5.254893171,2624.43209,3.722558404,4.445889895,6.014715694,6.014715694,1384.298249,6030.056148,16.96782797,1245.444519,4.238243312,4.284053312,5.678818489,5.678818489,43268.02342,57.45308101,734.4691094,103.9698416,84.17743246,5.5860112,5.931334086,4.084427523,5.435327736,5.316915522,6.088785044,6.004978132,3.901799332,4.847812468,5.195482479,6.088785046,6.088785025,5.007633902,5.266788238,3.730427838
velocity-1.5_velocity-1.6,4907.308977,6034339.939,686163.1057,1437.288879,4483.308247,491.6938269,3458.775261,3458.775261,582.4651639,4292109.811,24040.79951,2920.851746,24.64950892,2033.209099,24.41314899,24.41314899,114.5721987,16001648.78,207570.3143,1489.01061,490.2432122,3740.772972,9318.910955,9318.910955,676.5051807,45988580.49,203515.1355,358.4977776,26.19576629,1321.766376,3.06404097,3.06404097,43429020.44,1134074.411,1012.490922,547.6976324,8526.698093,71.10288147,8.69918942,3.159070876,1.949993345,2.373164391,3.763934851,3.753893614,3.770266092,1.929343331,3.096396318,3.489122908,3.764192091,2.284845766,2.053615491,2.218374768
xalan-2.4_xalan-2.5,12233.26814,3145866.63,171014.0926,17192.03128,5599.324878,7446.126148,12519.94825,12519.94825,3861.075596,10003493.16,25885.80877,4224.061919,30459.62411,4597.461221,29146.21688,29146.21688,33749.47916,7003734.819,1130223.231,120972.3693,14846.91276,2918.526305,2759.684051,2759.684051,1694.813625,21258826.25,75.40283105,7994.117767,25584.53785,13128.41383,9.870352936,9.870352936,3693310.824,479792.2345,224124.1835,6329.424674,3346.601805,1.248914055,1.084294236,1.042136721,203.6468566,33.14936378,1.281860727,1.125640095,1.18844901,136.2139991,32.28275821,1.306350995,0.903166546,1.000984254,1.273722746,3.056868795
