filename,linear/nsga2/FPA_AAE,linear/nsga2/FPA_NNZ,linear/nsga2/FPA_L1,linear/nsga2/FPA_MSE,linear/nsga2/FPA_AAE_NNZ,linear/nsga2/FPA_AAE_L1,linear/nsga2/FPA_NNZ_MSE,linear/nsga2/FPA_L1_MSE,linear/nsga2_10p_toZero/FPA_AAE,linear/nsga2_10p_toZero/FPA_NNZ,linear/nsga2_10p_toZero/FPA_L1,linear/nsga2_10p_toZero/FPA_MSE,linear/nsga2_10p_toZero/FPA_AAE_NNZ,linear/nsga2_10p_toZero/FPA_AAE_L1,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_L1_MSE,linear/nsga2_20p_toZero/FPA_AAE,linear/nsga2_20p_toZero/FPA_NNZ,linear/nsga2_20p_toZero/FPA_L1,linear/nsga2_20p_toZero/FPA_MSE,linear/nsga2_20p_toZero/FPA_AAE_NNZ,linear/nsga2_20p_toZero/FPA_AAE_L1,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_L1_MSE,linear/nsga2_30p_toZero/FPA_AAE,linear/nsga2_30p_toZero/FPA_NNZ,linear/nsga2_30p_toZero/FPA_L1,linear/nsga2_30p_toZero/FPA_MSE,linear/nsga2_30p_toZero/FPA_AAE_NNZ,linear/nsga2_30p_toZero/FPA_AAE_L1,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ,linear/nsga2_toZero/FPA_L1,linear/nsga2_toZero/FPA_MSE,linear/nsga2_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ_MSE,linear/nsga2_random10p_toZero/FPA_NNZ,linear/nsga2_random10p_toZero/FPA_L1,linear/nsga2_random10p_toZero/FPA_MSE,linear/nsga2_random10p_toZero/FPA_L1_MSE,linear/nsga2_random10p_toZero/FPA_NNZ_MSE,linear/nsga2_random20p_toZero/FPA_NNZ,linear/nsga2_random20p_toZero/FPA_L1,linear/nsga2_random20p_toZero/FPA_MSE,linear/nsga2_random20p_toZero/FPA_L1_MSE,linear/nsga2_random20p_toZero/FPA_NNZ_MSE,linear/nsga2_random30p_toZero/FPA_NNZ,linear/nsga2_random30p_toZero/FPA_L1,linear/nsga2_random30p_toZero/FPA_MSE,linear/nsga2_random30p_toZero/FPA_L1_MSE,linear/nsga2_random30p_toZero/FPA_NNZ_MSE
ant-1.3_ant-1.4,0.554386804,0.589409515,0.579966531,0.529285202,0.594907961,0.584150131,0.606980636,0.556896964,0.54159694,0.576141525,0.580922783,0.612240019,0.59813531,0.596820464,0.58235716,0.587855606,0.510160172,0.584150131,0.602916567,0.557016495,0.518587138,0.612598613,0.596820464,0.600286875,0.521396127,0.579847,0.606741573,0.575723165,0.609968922,0.607219699,0.598374372,0.599211093,0.570882142,0.582476691,0.576261057,0.59813531,0.606861104,0.58988764,0.587616543,0.543748506,0.564786039,0.545541477,0.59813531,0.56072197,0.576380588,0.54661726,0.59813531,0.59813531,0.550681329,0.563710256,0.561439158,0.550442266
ant-1.4_ant-1.5,0.711847879,0.67352511,0.668454412,0.650804486,0.684154071,0.688639688,0.713700634,0.684739152,0.7650902,0.719161385,0.747050219,0.698098489,0.766699171,0.764115066,0.729790346,0.752462214,0.677523159,0.758654315,0.729497806,0.726962457,0.75192589,0.765480254,0.721696733,0.738566553,0.611506582,0.764992686,0.740809361,0.752608484,0.756118966,0.747732813,0.752998537,0.766309118,0.758069235,0.76523647,0.633057045,0.766406631,0.759483179,0.766845441,0.746270112,0.711165285,0.693515358,0.723549488,0.766845441,0.763334959,0.738371526,0.765480254,0.762018528,0.766845441,0.71803998,0.707362262,0.699463676,0.758946855
ant-1.5_ant-1.6,0.737643999,0.735259507,0.761519881,0.723739626,0.696426359,0.794128577,0.793834386,0.747274867,0.725179611,0.756719931,0.759506999,0.765390809,0.769385606,0.81955283,0.82013347,0.824468909,0.77090301,0.75492382,0.80081754,0.726309922,0.781130001,0.802133655,0.765189521,0.797008547,0.754676081,0.765266939,0.784946736,0.771011396,0.813676762,0.817323176,0.805385235,0.8087452,0.768131426,0.82535148,0.652359718,0.813452248,0.77532361,0.815240617,0.751734176,0.742939428,0.750603865,0.778459061,0.807800694,0.7903041,0.764957265,0.791295058,0.805756844,0.809906478,0.807165862,0.806345225,0.812507742,0.799129815
ant-1.6_ant-1.7,0.823847345,0.826674874,0.824645566,0.820952305,0.810909019,0.824538342,0.806556531,0.817088281,0.789905087,0.827985386,0.825821056,0.784464477,0.828314999,0.827548549,0.798498868,0.827359914,0.802938724,0.82491164,0.827661729,0.792724673,0.827590247,0.827661729,0.807847186,0.827471109,0.778519519,0.828962313,0.828297129,0.784968826,0.828884874,0.828497677,0.828324928,0.82497518,0.825622493,0.825638378,0.795842103,0.82741154,0.827433382,0.82741154,0.826190382,0.818712521,0.81578174,0.825606608,0.82741154,0.827727255,0.813359279,0.828191891,0.82741154,0.82741154,0.828712124,0.826464398,0.827471109,0.827661729
camel-1.0_camel-1.2,0.649463097,0.606942554,0.633148064,0.552288138,0.58627464,0.67052014,0.56957993,0.608981145,0.62541276,0.610851167,0.652738392,0.609256844,0.683008482,0.676648518,0.672694218,0.676260965,0.619971264,0.674008117,0.676229457,0.573112019,0.656491039,0.676476797,0.671169213,0.678460249,0.618805455,0.674017569,0.669938811,0.616443903,0.668727314,0.674616228,0.672387011,0.674001815,0.599304925,0.674331077,0.623616783,0.676185345,0.682275912,0.65581676,0.653834884,0.606302934,0.614602238,0.653707275,0.674920284,0.655856145,0.652695856,0.674726507,0.615607355,0.65581676,0.676346038,0.643670284,0.674008117,0.639715984
camel-1.2_camel-1.4,0.719514241,0.750917431,0.741910859,0.7294759,0.730138299,0.767362728,0.662950157,0.759492674,0.68548884,0.774522457,0.781030056,0.755316308,0.763100781,0.772990552,0.768538614,0.774839107,0.680978707,0.744796659,0.762825209,0.695255375,0.767768383,0.773442421,0.765033206,0.759126386,0.754326989,0.763475626,0.773750513,0.722418869,0.766833835,0.775893468,0.77305217,0.771239559,0.763241134,0.773031631,0.759549158,0.773088114,0.766787622,0.768488977,0.769964398,0.771299466,0.772744078,0.765467958,0.762693414,0.767222374,0.767232644,0.766358004,0.765045187,0.762825209,0.772023483,0.766034506,0.772323018,0.747292209
camel-1.4_camel-1.6,0.671280829,0.746892228,0.737674611,0.732963731,0.691189637,0.736453886,0.712889119,0.750625907,0.72008601,0.733614508,0.723926425,0.727796891,0.741369948,0.719097409,0.739108808,0.729179275,0.718462176,0.741711917,0.731943005,0.712105699,0.731858031,0.747872539,0.73666943,0.725985492,0.735479793,0.743384456,0.736005181,0.731064249,0.728141969,0.733442487,0.738598964,0.730835233,0.725194819,0.741815544,0.72053886,0.748503627,0.749458031,0.739055959,0.727340933,0.735870466,0.746468394,0.733671503,0.739055959,0.715350259,0.727552332,0.73824456,0.741055959,0.739055959,0.728109845,0.752361658,0.745613472,0.743430052
ivy-1.1_ivy-1.4,0.795758414,0.747349009,0.737551867,0.717842324,0.643153527,0.750576302,0.602812356,0.729137852,0.689257722,0.773858921,0.77132319,0.78307976,0.75945136,0.776625173,0.782733979,0.798524666,0.531350853,0.773858921,0.760949746,0.701936376,0.7593361,0.775472568,0.75242047,0.775703089,0.593591517,0.775011526,0.771784232,0.777547257,0.765329645,0.775703089,0.770401107,0.771784232,0.770170586,0.768095897,0.651682803,0.778469341,0.755186722,0.769709544,0.766943292,0.733287229,0.747810051,0.766943292,0.773858921,0.771784232,0.783540802,0.773858921,0.773858921,0.769709544,0.771553711,0.763485477,0.7736284,0.767750115
ivy-1.4_ivy-2.0,0.688159497,0.779880276,0.811282468,0.535967938,0.679890422,0.814224838,0.681868912,0.784243101,0.773792614,0.822950487,0.835633117,0.750253653,0.822950487,0.826653815,0.695515422,0.831270292,0.74025974,0.833096591,0.831726867,0.711038961,0.832132711,0.803469968,0.738357346,0.825436282,0.651557427,0.824624594,0.833299513,0.731838474,0.806716721,0.825943588,0.798041802,0.83010349,0.828530844,0.833603896,0.768110795,0.824827516,0.811383929,0.825461648,0.810267857,0.680600649,0.75974026,0.767755682,0.825461648,0.80762987,0.799715909,0.805600649,0.789569805,0.825461648,0.789392248,0.79195414,0.804433847,0.80570211
jedit-3.2_jedit-4.0,0.8491671,0.836832668,0.840201862,0.809127191,0.832321129,0.832740471,0.805512175,0.819986697,0.822734108,0.848856209,0.849282781,0.832133148,0.826110533,0.836355486,0.839796981,0.847793395,0.83973914,0.845508705,0.838249754,0.837844872,0.829154376,0.839796981,0.839796981,0.833824975,0.797978483,0.836181965,0.833311643,0.836485627,0.839442709,0.839956041,0.827035977,0.839493319,0.844612181,0.841336977,0.820536179,0.839796981,0.828850714,0.839796981,0.845711146,0.843730117,0.827592689,0.818916652,0.839796981,0.834779339,0.842110591,0.825857482,0.843961478,0.839796981,0.839406559,0.842125051,0.841286367,0.840910405
