filename,linear/nsga2/FPA_AAE,linear/nsga2/FPA_NNZ,linear/nsga2/FPA_L1,linear/nsga2/FPA_MSE,linear/nsga2/FPA_AAE_NNZ,linear/nsga2/FPA_AAE_L1,linear/nsga2/FPA_NNZ_MSE,linear/nsga2/FPA_L1_MSE,linear/nsga2_10p_toZero/FPA_AAE,linear/nsga2_10p_toZero/FPA_NNZ,linear/nsga2_10p_toZero/FPA_L1,linear/nsga2_10p_toZero/FPA_MSE,linear/nsga2_10p_toZero/FPA_AAE_NNZ,linear/nsga2_10p_toZero/FPA_AAE_L1,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_L1_MSE,linear/nsga2_20p_toZero/FPA_AAE,linear/nsga2_20p_toZero/FPA_NNZ,linear/nsga2_20p_toZero/FPA_L1,linear/nsga2_20p_toZero/FPA_MSE,linear/nsga2_20p_toZero/FPA_AAE_NNZ,linear/nsga2_20p_toZero/FPA_AAE_L1,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_L1_MSE,linear/nsga2_30p_toZero/FPA_AAE,linear/nsga2_30p_toZero/FPA_NNZ,linear/nsga2_30p_toZero/FPA_L1,linear/nsga2_30p_toZero/FPA_MSE,linear/nsga2_30p_toZero/FPA_AAE_NNZ,linear/nsga2_30p_toZero/FPA_AAE_L1,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ,linear/nsga2_toZero/FPA_L1,linear/nsga2_toZero/FPA_MSE,linear/nsga2_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ_MSE,linear/nsga2_random10p_toZero/FPA_NNZ,linear/nsga2_random10p_toZero/FPA_L1,linear/nsga2_random10p_toZero/FPA_MSE,linear/nsga2_random10p_toZero/FPA_L1_MSE,linear/nsga2_random10p_toZero/FPA_NNZ_MSE,linear/nsga2_random20p_toZero/FPA_NNZ,linear/nsga2_random20p_toZero/FPA_L1,linear/nsga2_random20p_toZero/FPA_MSE,linear/nsga2_random20p_toZero/FPA_L1_MSE,linear/nsga2_random20p_toZero/FPA_NNZ_MSE,linear/nsga2_random30p_toZero/FPA_NNZ,linear/nsga2_random30p_toZero/FPA_L1,linear/nsga2_random30p_toZero/FPA_MSE,linear/nsga2_random30p_toZero/FPA_L1_MSE,linear/nsga2_random30p_toZero/FPA_NNZ_MSE
ant-1.3_ant-1.4,2775.765943,1107162.331,661288.8922,5207.030886,2830.614748,4563.360906,666.974306,371.155255,1422.510355,3918509.588,250479.3673,1467.913335,2.2676934,302.8217459,2244.828597,2387.440052,3248.683254,2674465.596,3.835374469,767.2792867,0.391174529,34.60236957,0.685837253,0.810005979,654.9240516,9328405.022,0.354387228,159.0562883,121.8133855,303.3765276,12579.36176,27.17665581,1597976.121,229216.2751,1273.758233,2235.649285,1109.827602,157611.4144,0.317691375,0.363296472,0.333393749,0.581913728,0.365168538,0.370995351,0.420668258,0.365812154,0.309519241,0.361997236,0.365172345,0.338819579,0.365738626,0.36597684
ant-1.4_ant-1.5,5710.949273,552395.9455,704.6860255,24426.27174,11309.37802,27144.78339,39487.47153,918.7919351,45492.81381,41480.95209,0.128179215,297.8054402,211.3322927,11.139421,1527.852217,62.15503519,3306.770992,37136.25072,359.3523107,428.416336,7.56654701,0.651166441,42.0682486,0.127132069,1348.10927,13072.20685,3.414097949,170.0585707,0.169237316,356.3443847,4.80829686,0.385101485,19186.33915,453.3710952,199038.148,427.1701595,4845.522549,0.139634258,0.124437548,0.249101666,4.673944465,0.111218261,0.139931732,0.139922842,0.128668705,0.163060151,0.135802342,0.139907922,0.139876772,0.123400068,0.139269663,0.130108467
ant-1.5_ant-1.6,13446.43279,818742.1147,115209.9935,9790.033882,15680.82723,3598.723046,17074.29302,879.912474,6293.588966,566199.6526,5952.37928,99701.21781,1106.896766,13.16119565,13296.69866,81.07317894,646.4615936,465555.1495,11.76721382,5531.383884,50.20506188,1157.044761,29723.34027,431.3588704,1747.19703,934042.6162,21682.83442,17057.18836,28.28939667,118.8276,3.132329798,13.44427138,830356.9826,2297.907897,15052.65869,1581.098104,3264.792275,264.3247927,10.46166569,3.316522338,2703.604378,4.883539831,1.130908359,1.632313058,1.502107128,1.470903868,1.414120485,1.857514929,1.652355775,1.384511904,1.486200058,1.396698564
ant-1.6_ant-1.7,8365.418123,64001645.34,106663.5311,4066.850055,15227.86735,33934.18837,14943.41044,3143.655731,2655.779901,598850.6286,800155.7459,1941.466242,4763.547068,1.005523631,9490.41507,0.812157397,7066.824114,41901517.6,1.30453727,3285.831979,1.564558019,112.6393413,0.807535518,0.775475418,1134.534201,57066.86042,0.904481498,6041.60862,66.69205633,4.222645232,876.6233811,0.79414304,59392223.86,4307149.276,2031.367451,2422.086257,2481.313282,1.485754042,1.140615407,0.814108755,0.790826742,0.828604443,1.500671141,1.500620013,1591.347494,0.869864356,0.785653056,1.407641869,1.49870152,1.030363436,1.476656865,0.749788286
camel-1.0_camel-1.2,2964.409754,2585761.402,120390.2918,508.0569161,3468.579614,7492.405811,1737.660632,40035.48935,4275.360402,338960.7455,912.7285592,2187.257965,4214.081911,1098.571509,3.520719913,29405.37042,4067.323867,367516.5746,84.33837314,2106.288323,35.34132853,14205.19584,129.0529406,2.899485341,6110.966114,82607.41279,20.85898379,647.6766874,194.5206634,7029.759235,19784.67945,11779.43828,925148.0006,1388.786009,2792.848969,3858.452824,17014.68025,2530.82619,4.322164847,3.437606442,4.240738715,4.299483548,85483.97524,4.181733324,4.205280765,4.244169471,4.326684669,4.342105144,4.200082703,4.146345757,4.184475159,3.723028595
camel-1.2_camel-1.4,1149.376227,362060.7649,2024.724602,11124.29296,2907.151537,67.44074826,1220.175676,7258.511706,1111.826588,15723.48319,47.03416056,1837.836968,1676.765832,4.467012261,545.0485985,5.313565362,147.9342536,1011996.15,105.691392,623.5297547,75.96126961,1.376733172,1.554607794,2.009827104,891.4629066,14683.55201,1.494576949,341.934429,2.208239871,1.892801685,2.655480271,1.291267956,496808.2617,328.2207338,656.5796451,785.495332,8520.498612,28.43738274,1.322396081,2.498957382,1.574697783,1.73351408,7.272438519,1.721211102,1.950156173,1.766498162,1.406449693,1.723623848,1.576834746,2220.574302,1.571539322,2.124547937
camel-1.4_camel-1.6,1165.70371,131436.659,6285.137639,3056.686003,2153.946673,1159.750826,867.2953168,85287.23652,943.4010267,63204.55947,263.6919898,2443.317389,6.975683221,3.235244533,3.108619809,3.495148008,1920.178548,2801.808563,4.981016227,12.18541161,51.67209236,3.505032715,699.373536,88.13169513,1566.21253,207553.0568,3.928391358,6185.637276,24.15008101,3.129126625,14.8063799,196.9348661,40297.26864,254.8256886,490.8501525,1610.10585,251.3952375,3.518951636,3.359496067,10.30590861,2.902779406,3.036072081,3.518490762,3.491443741,3.25909242,3.74538688,3.051257513,3.519034263,3.344842539,2.952442039,3.261595452,3.491392158
ivy-1.1_ivy-1.4,14080.5357,6493316.7,172178.4312,194277.7662,107074.9939,50296.3833,86033.06054,228528.7077,2808.182334,1824353.55,2.375709624,5645.623635,4948.269946,398.134644,4.705722961,29.80574949,3283.456073,1467111.081,215.6057718,1907.712673,3883.421222,112.6404634,16.58295947,339.8277212,1645.591255,352129.5083,68.62255156,1740.015751,21430.40903,12.26426413,452.8167537,3383.17316,119263.2197,7287.537798,12970.65118,14030.62488,38954.08472,0.099579313,56.17750322,477.7589859,1597.147973,5.352357514,492.2250437,9.910049473,27.03418381,0.067949167,41.25851451,0.067700699,7.775328273,35.42360243,40.97904975,22.5198293
ivy-1.4_ivy-2.0,5827.158904,293199.9,181593.9501,5927.960295,5564.06339,2491.14007,27953.85108,1170.073847,4481.046189,1171020.044,44893.23803,2658.673742,12.38364543,63370.81906,2829.31338,62878.13356,1253.676229,2265740.802,135635.6514,1836.276627,0.244362574,280.9410225,23.79819283,70824.86991,122.2436192,9027170.944,215761.6146,668.46066,40.26960797,42.11505971,154.5634149,1514.154225,322452.0559,97778.02961,2178.130265,289049.9434,2044.579841,0.272127094,0.29363623,14.25720081,0.311324699,1.804633215,0.270815524,0.263972191,0.225583423,0.271972164,0.23917342,0.272612845,0.272431326,0.216091438,0.643002798,0.265617102
jedit-3.2_jedit-4.0,19987.74027,906643.7303,106756.0818,63602.60893,8539.107206,1765.678159,25418.70275,14015.63955,781.5796905,104529.4,362.524485,3739.649387,3566.232146,4.391815204,8604.439047,599.2840485,19487.69915,482066.3654,53.57052477,1154.915149,268.4669377,17.02172904,52850.37983,7.011654676,939.9435673,482513.1851,5.809824898,178.3290776,73.54145213,2519.305411,108.9204823,5.778764488,265028.1877,16485.99592,2371.83072,6252.987445,3848.260444,5.959615775,4.056432181,2.747309156,799.9426589,12.55793802,6.024906483,6.078314265,3.35837953,3.893028758,2.825793191,6.060966899,6.078417291,4.67894544,3.258385722,6.468431848
jedit-4.0_jedit-4.1,11142.76385,29515789.35,1573145.077,4260.449828,19127.36046,604.9812075,33723.01135,2941.709108,2815.307559,30266413.04,3180842.327,2158.42663,9919.533563,1099.240295,356.3967122,2483.780969,23391.94358,340643.7295,3950688.118,215.2214107,4.413410836,1184.335707,14.13311948,11924.27822,325.0403389,167167.5721,86.5041011,98.39771508,6.291383025,41.81554578,249.8467939,3.819957124,63578878.23,4569240.569,5901.069962,15289.22983,1750.147866,2.183044038,3.831092843,5.052716152,18.3565687,2.281971193,4.048076923,3.73898443,1.976634375,3.58102505,2.050342918,4.047481338,4.048076629,2.568886248,3.236332938,1.957414422
