filename,linear/nsga2/FPA_AAE,linear/nsga2/FPA_NNZ,linear/nsga2/FPA_L1,linear/nsga2/FPA_MSE,linear/nsga2/FPA_AAE_NNZ,linear/nsga2/FPA_AAE_L1,linear/nsga2/FPA_NNZ_MSE,linear/nsga2/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_AAE,linear/nsga2_10p_toZero/FPA_NNZ,linear/nsga2_10p_toZero/FPA_L1,linear/nsga2_10p_toZero/FPA_MSE,linear/nsga2_10p_toZero/FPA_AAE_NNZ,linear/nsga2_10p_toZero/FPA_AAE_L1,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_AAE,linear/nsga2_20p_toZero/FPA_NNZ,linear/nsga2_20p_toZero/FPA_L1,linear/nsga2_20p_toZero/FPA_MSE,linear/nsga2_20p_toZero/FPA_AAE_NNZ,linear/nsga2_20p_toZero/FPA_AAE_L1,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_AAE,linear/nsga2_30p_toZero/FPA_NNZ,linear/nsga2_30p_toZero/FPA_L1,linear/nsga2_30p_toZero/FPA_MSE,linear/nsga2_30p_toZero/FPA_AAE_NNZ,linear/nsga2_30p_toZero/FPA_AAE_L1,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_toZero/FPA_NNZ,linear/nsga2_toZero/FPA_L1,linear/nsga2_toZero/FPA_MSE,linear/nsga2_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ_MSE,linear/nsga2_random10p_toZero/FPA_NNZ,linear/nsga2_random10p_toZero/FPA_L1,linear/nsga2_random10p_toZero/FPA_MSE,linear/nsga2_random10p_toZero/FPA_L1_MSE,linear/nsga2_random10p_toZero/FPA_NNZ_MSE,linear/nsga2_random20p_toZero/FPA_NNZ,linear/nsga2_random20p_toZero/FPA_L1,linear/nsga2_random20p_toZero/FPA_MSE,linear/nsga2_random20p_toZero/FPA_L1_MSE,linear/nsga2_random20p_toZero/FPA_NNZ_MSE,linear/nsga2_random30p_toZero/FPA_NNZ,linear/nsga2_random30p_toZero/FPA_L1,linear/nsga2_random30p_toZero/FPA_MSE,linear/nsga2_random30p_toZero/FPA_L1_MSE,linear/nsga2_random30p_toZero/FPA_NNZ_MSE
ant-1.3_ant-1.4,0.539564906,0.589289983,0.56239541,0.527850825,0.604590007,0.565025102,0.603514224,0.603514224,0.554386804,0.581161846,0.582476691,0.58486732,0.59813531,0.518587138,0.571957925,0.571957925,0.565861822,0.583313411,0.597657184,0.555462587,0.518587138,0.59813531,0.59813531,0.59813531,0.533827397,0.579847,0.59813531,0.578651685,0.59813531,0.601721253,0.59897203,0.59897203,0.590724361,0.59813531,0.60231891,0.59813531,0.518587138,0.59813531,0.606024384,0.538967248,0.55988525,0.546019603,0.573989959,0.560004781,0.558689935,0.559646187,0.59813531,0.59813531,0.592517332,0.560482907,0.59813531,0.59813531
ant-1.4_ant-1.5,0.714870795,0.67352511,0.697318381,0.720039005,0.707947343,0.764602633,0.702194052,0.702194052,0.638127743,0.719161385,0.713798147,0.700341297,0.717649927,0.763627499,0.770160897,0.770160897,0.677523159,0.76582155,0.745002438,0.727547538,0.75192589,0.765480254,0.720624086,0.720624086,0.682301316,0.764992686,0.751535836,0.749780595,0.766845441,0.747732813,0.763481229,0.763481229,0.75251097,0.766845441,0.650024378,0.723061921,0.744758654,0.766845441,0.760312043,0.709215017,0.737883959,0.73534861,0.766845441,0.766845441,0.715358362,0.766845441,0.762018528,0.766845441,0.766845441,0.718673818,0.762116041,0.718332521
ant-1.5_ant-1.6,0.730691812,0.735259507,0.748978075,0.748745819,0.712080391,0.731496965,0.710795243,0.710795243,0.699461167,0.756627028,0.759506999,0.676700111,0.817059953,0.81955283,0.825003097,0.825003097,0.770392048,0.75492382,0.82535148,0.726309922,0.82535148,0.77228106,0.751300632,0.751300632,0.746175523,0.764539205,0.784946736,0.738913663,0.817470271,0.82535148,0.82535148,0.82535148,0.768115942,0.82535148,0.661557042,0.806771027,0.77532361,0.815240617,0.751734176,0.725659606,0.715626161,0.822107643,0.807800694,0.81291806,0.765003716,0.817787687,0.812174842,0.809906478,0.82535148,0.80670135,0.801746563,0.82535148
ant-1.6_ant-1.7,0.812275128,0.826674874,0.829200588,0.823964497,0.812481633,0.826071244,0.80461459,0.80461459,0.804078472,0.827099797,0.825793257,0.784464477,0.828314999,0.82741154,0.81877209,0.81877209,0.802938724,0.825455701,0.82741154,0.767719709,0.82741154,0.82741154,0.828666455,0.828666455,0.802724276,0.828962313,0.82741154,0.784968826,0.822457408,0.828497677,0.82741154,0.82741154,0.826933005,0.824359636,0.810972559,0.82741154,0.78841984,0.82741154,0.826635161,0.818712521,0.828160121,0.82741154,0.82741154,0.827635916,0.813359279,0.828263373,0.82741154,0.82741154,0.82741154,0.825610579,0.82741154,0.82741154
camel-1.0_camel-1.2,0.638753403,0.606268275,0.61409968,0.564800111,0.5973262,0.606532945,0.572346365,0.572346365,0.618285567,0.610851167,0.645749836,0.614934652,0.683008482,0.637860141,0.628566747,0.628566747,0.619971264,0.664717874,0.674197167,0.565638234,0.674910831,0.666729683,0.651670259,0.651670259,0.601250567,0.674017569,0.675438596,0.581880798,0.674649312,0.674616228,0.676656395,0.676656395,0.585611388,0.67490768,0.623616783,0.629382814,0.680728852,0.67402072,0.677340127,0.606302934,0.603591639,0.675730049,0.65581676,0.674228675,0.65440361,0.659868736,0.67494234,0.65581676,0.672483112,0.623838917,0.674008117,0.675542574
camel-1.2_camel-1.4,0.740791456,0.750917431,0.759321512,0.693625907,0.728467753,0.717746132,0.708523894,0.708523894,0.68548884,0.767203546,0.769112009,0.750640148,0.762830344,0.768384568,0.76580686,0.76580686,0.740935232,0.744796659,0.762825209,0.714031905,0.77591572,0.772049158,0.764853485,0.764853485,0.757644119,0.759900041,0.762825209,0.733303095,0.767304532,0.736476448,0.732632137,0.732632137,0.752269615,0.762825209,0.764031905,0.773088114,0.727591401,0.768488977,0.769153088,0.760613789,0.735160208,0.739856908,0.762693414,0.76580686,0.756483637,0.760505956,0.762825209,0.762825209,0.762825209,0.766034506,0.771790702,0.762825209
camel-1.4_camel-1.6,0.698567876,0.746892228,0.733776166,0.724287047,0.712750259,0.730797927,0.717065285,0.717065285,0.738899482,0.71646114,0.728126425,0.737378238,0.739055959,0.719097409,0.739055959,0.739055959,0.724207254,0.741711917,0.739055959,0.712105699,0.739055959,0.741745078,0.73666943,0.73666943,0.735479793,0.735856995,0.739055959,0.731064249,0.735880829,0.739055959,0.742163731,0.742163731,0.731753368,0.719097409,0.72053886,0.743440415,0.745102591,0.739055959,0.743838342,0.730924352,0.735716062,0.721146114,0.739055959,0.729097409,0.727552332,0.733251813,0.739055959,0.739055959,0.739055959,0.755594819,0.739055959,0.739055959
ivy-1.1_ivy-1.4,0.784232365,0.747349009,0.739972337,0.706316275,0.67934532,0.736053481,0.600507146,0.600507146,0.687413555,0.774319963,0.78077455,0.793914246,0.748732135,0.779391425,0.765329645,0.765329645,0.536883356,0.774319963,0.760949746,0.769017981,0.751498386,0.769709544,0.762563393,0.762563393,0.593591517,0.778469341,0.773858921,0.758875058,0.77132319,0.769709544,0.770631627,0.770631627,0.770170586,0.768095897,0.691793453,0.781696634,0.735361918,0.769709544,0.766943292,0.755417243,0.749423698,0.752650991,0.769709544,0.769709544,0.783540802,0.77132319,0.769709544,0.769709544,0.769709544,0.765560166,0.769248502,0.769709544
ivy-1.4_ivy-2.0,0.726866883,0.779880276,0.802404627,0.756290584,0.736505682,0.785409903,0.703125,0.703125,0.774198458,0.822950487,0.791852679,0.734628653,0.817573052,0.819171063,0.788200081,0.788200081,0.74512987,0.83299513,0.835683847,0.723772321,0.825461648,0.796164773,0.825461648,0.825461648,0.735795455,0.833096591,0.836596997,0.719130479,0.825461648,0.827059659,0.825461648,0.825461648,0.828530844,0.835227273,0.76075487,0.775618912,0.804383117,0.801161729,0.744774756,0.680600649,0.808340097,0.804256291,0.825461648,0.815645292,0.680296266,0.804941153,0.806589894,0.825461648,0.789265422,0.793374594,0.80666599,0.825461648
jedit-3.2_jedit-4.0,0.848125976,0.836832668,0.739082654,0.811035919,0.843903638,0.832335589,0.841459888,0.841459888,0.84190815,0.848856209,0.849282781,0.842833594,0.826110533,0.844062699,0.822358147,0.822358147,0.83973914,0.845508705,0.839796981,0.847084852,0.839796981,0.839796981,0.80666175,0.80666175,0.825322459,0.838249754,0.839796981,0.841120076,0.839796981,0.832769391,0.839796981,0.839796981,0.845219504,0.839796981,0.81830933,0.81378333,0.812236104,0.839796981,0.833362253,0.843730117,0.83025334,0.840288623,0.839796981,0.839796981,0.840577824,0.834070796,0.839796981,0.839796981,0.839796981,0.847851235,0.839796981,0.839796981
