filename,linear/nsga2/FPA_AAE,linear/nsga2/FPA_NNZ,linear/nsga2/FPA_L1,linear/nsga2/FPA_MSE,linear/nsga2/FPA_AAE_NNZ,linear/nsga2/FPA_AAE_L1,linear/nsga2/FPA_NNZ_MSE,linear/nsga2/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_AAE,linear/nsga2_10p_toZero/FPA_NNZ,linear/nsga2_10p_toZero/FPA_L1,linear/nsga2_10p_toZero/FPA_MSE,linear/nsga2_10p_toZero/FPA_AAE_NNZ,linear/nsga2_10p_toZero/FPA_AAE_L1,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_AAE,linear/nsga2_20p_toZero/FPA_NNZ,linear/nsga2_20p_toZero/FPA_L1,linear/nsga2_20p_toZero/FPA_MSE,linear/nsga2_20p_toZero/FPA_AAE_NNZ,linear/nsga2_20p_toZero/FPA_AAE_L1,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_AAE,linear/nsga2_30p_toZero/FPA_NNZ,linear/nsga2_30p_toZero/FPA_L1,linear/nsga2_30p_toZero/FPA_MSE,linear/nsga2_30p_toZero/FPA_AAE_NNZ,linear/nsga2_30p_toZero/FPA_AAE_L1,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_toZero/FPA_NNZ,linear/nsga2_toZero/FPA_L1,linear/nsga2_toZero/FPA_MSE,linear/nsga2_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ_MSE,linear/nsga2_random10p_toZero/FPA_NNZ,linear/nsga2_random10p_toZero/FPA_L1,linear/nsga2_random10p_toZero/FPA_MSE,linear/nsga2_random10p_toZero/FPA_L1_MSE,linear/nsga2_random10p_toZero/FPA_NNZ_MSE,linear/nsga2_random20p_toZero/FPA_NNZ,linear/nsga2_random20p_toZero/FPA_L1,linear/nsga2_random20p_toZero/FPA_MSE,linear/nsga2_random20p_toZero/FPA_L1_MSE,linear/nsga2_random20p_toZero/FPA_NNZ_MSE,linear/nsga2_random30p_toZero/FPA_NNZ,linear/nsga2_random30p_toZero/FPA_L1,linear/nsga2_random30p_toZero/FPA_MSE,linear/nsga2_random30p_toZero/FPA_L1_MSE,linear/nsga2_random30p_toZero/FPA_NNZ_MSE
ant-1.3_ant-1.4,0.560363376,0.589768109,0.595983744,0.58319388,0.612957208,0.562036816,0.603633756,0.603633756,0.554386804,0.576141525,0.582476691,0.58486732,0.59813531,0.59813531,0.585225914,0.585225914,0.56406885,0.583313411,0.600286875,0.555462587,0.59813531,0.59813531,0.59813531,0.59813531,0.533827397,0.579847,0.59813531,0.575723165,0.59813531,0.595386087,0.590246235,0.590246235,0.572675114,0.59813531,0.60231891,0.59813531,0.59813531,0.59813531,0.58737748,0.543748506,0.55988525,0.59813531,0.59813531,0.560004781,0.558689935,0.585464977,0.59813531,0.59813531,0.59813531,0.560482907,0.59813531,0.59813531
ant-1.4_ant-1.5,0.745587518,0.67352511,0.697318381,0.72159922,0.724817162,0.762359824,0.722671867,0.722671867,0.638127743,0.72988786,0.713798147,0.68668942,0.766845441,0.764992686,0.76938079,0.76938079,0.677523159,0.76582155,0.745002438,0.727547538,0.747098976,0.764895173,0.720624086,0.720624086,0.680351048,0.764895173,0.751535836,0.749780595,0.766845441,0.747732813,0.763481229,0.763481229,0.757971721,0.766845441,0.662701121,0.764992686,0.744758654,0.766845441,0.764505119,0.712237933,0.705997075,0.715943442,0.766845441,0.766845441,0.715358362,0.766845441,0.766845441,0.766845441,0.766845441,0.718673818,0.762116041,0.766845441
ant-1.5_ant-1.6,0.70981977,0.735863372,0.753344482,0.722609315,0.717546141,0.712684256,0.733169206,0.733169206,0.775656509,0.756719931,0.759506999,0.66726279,0.82535148,0.808605847,0.82460052,0.82460052,0.77090301,0.762805029,0.82535148,0.748900657,0.82535148,0.82535148,0.818128329,0.818128329,0.754676081,0.765266939,0.791620216,0.738913663,0.82535148,0.82535148,0.82535148,0.82535148,0.742505884,0.82535148,0.661557042,0.812554193,0.79810789,0.82535148,0.751734176,0.725659606,0.823981172,0.822107643,0.82535148,0.81291806,0.765003716,0.817787687,0.82535148,0.82535148,0.82535148,0.771352038,0.818685743,0.82535148
ant-1.6_ant-1.7,0.821214408,0.826702673,0.827346015,0.823084866,0.822536833,0.824447004,0.809328462,0.809328462,0.804078472,0.827099797,0.824939438,0.808450816,0.828303086,0.82741154,0.825932251,0.825932251,0.802938724,0.82491164,0.82741154,0.767719709,0.82741154,0.82741154,0.827661729,0.827661729,0.802724276,0.828962313,0.82741154,0.784968826,0.828962313,0.829007982,0.82741154,0.82741154,0.825928279,0.825582781,0.810972559,0.82741154,0.78841984,0.82741154,0.823104722,0.818712521,0.828160121,0.82741154,0.82741154,0.82741154,0.813359279,0.828263373,0.82741154,0.82741154,0.82741154,0.825610579,0.82741154,0.82741154
camel-1.0_camel-1.2,0.613338753,0.606879537,0.61409968,0.615935042,0.574602364,0.594944167,0.563385385,0.563385385,0.616770014,0.609817693,0.676163289,0.614934652,0.681923019,0.678468126,0.639278017,0.639278017,0.619971264,0.674008117,0.674197167,0.565638234,0.674001815,0.670085325,0.674008117,0.674008117,0.601250567,0.674008117,0.675438596,0.581880798,0.674017569,0.674920284,0.674085312,0.674085312,0.587492438,0.67490768,0.623616783,0.676185345,0.679651265,0.67402072,0.677340127,0.606302934,0.603591639,0.676341311,0.674920284,0.676927367,0.654132638,0.659868736,0.67490768,0.674086887,0.674321625,0.623838917,0.674008117,0.674901379
camel-1.2_camel-1.4,0.73906956,0.750917431,0.755151992,0.73855265,0.749346159,0.763747775,0.731456251,0.731456251,0.68548884,0.766171436,0.764030193,0.703878543,0.713167534,0.769149665,0.76580686,0.76580686,0.691636998,0.744796659,0.762825209,0.714031905,0.764831234,0.76644872,0.762825209,0.762825209,0.729809667,0.763475626,0.762825209,0.733303095,0.762825209,0.772812543,0.7638693,0.7638693,0.752269615,0.762825209,0.764031905,0.76580686,0.769647748,0.762825209,0.770536081,0.760613789,0.735160208,0.776566137,0.762825209,0.76580686,0.756483637,0.761717787,0.762825209,0.762825209,0.762825209,0.766034506,0.734932562,0.762825209
camel-1.4_camel-1.6,0.722290155,0.746892228,0.733776166,0.743898446,0.728899482,0.731066321,0.731819689,0.731819689,0.738802073,0.730810363,0.728126425,0.734370984,0.739055959,0.719097409,0.739055959,0.739055959,0.723106736,0.741711917,0.739055959,0.74008601,0.739055959,0.741745078,0.737386528,0.737386528,0.735479793,0.735856995,0.739055959,0.731064249,0.725901554,0.739055959,0.728610363,0.728610363,0.72933886,0.739055959,0.72053886,0.743440415,0.745102591,0.739055959,0.743838342,0.730924352,0.735716062,0.721146114,0.739055959,0.729097409,0.727552332,0.746804145,0.739055959,0.739055959,0.739055959,0.755594819,0.739055959,0.739055959
ivy-1.1_ivy-1.4,0.80428769,0.747349009,0.753573075,0.746887967,0.711848778,0.736053481,0.767404334,0.767404334,0.72406639,0.773858921,0.78077455,0.793914246,0.75945136,0.779391425,0.765329645,0.765329645,0.536883356,0.773858921,0.771553711,0.774319963,0.754034117,0.769709544,0.762563393,0.762563393,0.593591517,0.775011526,0.769709544,0.758875058,0.756800369,0.769709544,0.756108806,0.756108806,0.772014753,0.768556939,0.691793453,0.779391425,0.765214385,0.769709544,0.766943292,0.777547257,0.749423698,0.752650991,0.769709544,0.769709544,0.783540802,0.638197326,0.769709544,0.769709544,0.769709544,0.765560166,0.769248502,0.769709544
ivy-1.4_ivy-2.0,0.791091721,0.779880276,0.802404627,0.765219156,0.761566558,0.775821834,0.77536526,0.77536526,0.774198458,0.822950487,0.791852679,0.734628653,0.827059659,0.82373681,0.825385552,0.825385552,0.74025974,0.828936688,0.838169643,0.723772321,0.825461648,0.806107955,0.825461648,0.825461648,0.651557427,0.824624594,0.831422484,0.719130479,0.825461648,0.827059659,0.825461648,0.825461648,0.823356331,0.835227273,0.76075487,0.824827516,0.810420049,0.800578328,0.744774756,0.795200893,0.828530844,0.791446834,0.825461648,0.827059659,0.702871347,0.809760552,0.825461648,0.825461648,0.789265422,0.793222403,0.811206372,0.825461648
jedit-3.2_jedit-4.0,0.847012551,0.836832668,0.838625716,0.829602638,0.854242582,0.8301955,0.838336515,0.838336515,0.84190815,0.848856209,0.849282781,0.842833594,0.839406559,0.844062699,0.839796981,0.839796981,0.83973914,0.845508705,0.839796981,0.847084852,0.839796981,0.839796981,0.839796981,0.839796981,0.825322459,0.836181965,0.839796981,0.828879634,0.839796981,0.842240731,0.839796981,0.839796981,0.845349644,0.839796981,0.843918098,0.839796981,0.83950778,0.839796981,0.833362253,0.847316213,0.831699346,0.840621204,0.839796981,0.839796981,0.840577824,0.834070796,0.839796981,0.839796981,0.839796981,0.848805599,0.839796981,0.839796981
