filename,LassoLarsCV,RandomForestRegressor,mlp3/CoDE,mlp3/CoDE_toZero,mlp3/CoDE_10p_toZero,mlp3/CoDE_20p_toZero,mlp3/CoDE_10p_lr_toZero,mlp3/CoDE_20p_lr_toZero,mlp3/CoDE_random10p_toZero,mlp3/CoDE_random20p_toZero,mlp3/CoDE_random30p_toZero
ant-1.3,0.8004848484848485,0.9423030303030304,0.7884848484848485,0.7846060606060606,0.7883636363636364,0.7967272727272727,0.7860606060606059,0.7918787878787878,0.7819393939393939,0.7860606060606059,0.7966060606060607
ant-1.4,0.7241214439397562,0.9031795362180254,0.7057136026775042,0.6981233564427445,0.7118097059526656,0.762849629452546,0.7353573989959359,0.7719340186469043,0.7654793210614391,0.7608773607458762,0.7646426010040641
ant-1.5,0.824183325207216,0.9513408093612872,0.8304241833252072,0.8446123842028279,0.8303266699171138,0.8407118478790836,0.8351535836177472,0.8535836177474404,0.8379814724524622,0.8294978059483179,0.8322769380789858
ant-1.6,0.8244147157190636,0.9117351046698872,0.8132509599900904,0.8155038399603617,0.8137928898798464,0.8088381023163632,0.8147296544035675,0.8102393781741608,0.8085826210826211,0.8099838969404187,0.8074832775919732
ant-1.7,0.8288868591398276,0.9257396449704142,0.801588499265319,0.79629085421548,0.7976172511020212,0.7980243040387593,0.7940550414995431,0.8,0.7920158055676899,0.7967594614987491,0.8273638854692029
camel-1.0,0.5014749262536873,0.983354403708386,0.8465023177412558,0.8479772439949431,0.8421828908554573,0.8632532659081331,0.8510324483775811,0.8699957859249896,0.8502949852507374,0.8409186683522967,0.8271175726927941
camel-1.2,0.6756560042347247,0.8854465996168582,0.6703279391006252,0.6659687563016738,0.6760404063319219,0.6778836458963501,0.6773889645089736,0.6806548069167171,0.6768438697318008,0.6818206165557572,0.6893731725146199
camel-1.4,0.7701047514719979,0.9470987950157471,0.7572966589072984,0.7526376146788991,0.7641157743393127,0.7610879090784609,0.7606206353553334,0.7641517184718609,0.7575979049705601,0.7597613994248938,0.7705138299329043
camel-1.6,0.7875025906735751,0.9447927461139896,0.7410041450777202,0.7348922279792744,0.7318984455958549,0.7547761658031088,0.7404424870466321,0.7360145077720207,0.7360290155440414,0.7603896373056995,0.7642207253886011
ivy-1.1,0.7954993620229672,0.8585624250860302,0.7867416772996172,0.7826624908169972,0.7958666821327766,0.7804972354328578,0.783745118509067,0.7865483509260334,0.7830491435641651,0.7840544407068012,0.7980899354289912
ivy-1.4,0.8095896726602121,0.9721069617335176,0.8103964960811435,0.8177731673582297,0.8118948824343015,0.8143153526970954,0.8166205624711849,0.8128169663439373,0.8085523282618718,0.8024435223605348,0.7927616413093591
ivy-2.0,0.8296976461038961,0.9559659090909092,0.8492035308441559,0.8405539772727273,0.8368760146103896,0.8379667207792207,0.844231939935065,0.8434202516233766,0.8443080357142857,0.8425071022727273,0.8388545048701299
jedit-3.2,0.8607560825377272,0.9141419002155836,0.8246025177086541,0.821931783184478,0.8198914382506928,0.8249538035109332,0.8227065368032029,0.819304357868802,0.8320805743763474,0.8302519633507853,0.8193909762858023
jedit-4.0,0.8537509399039852,0.93284024524264,0.8192709237087166,0.8255610503788536,0.8173621956157094,0.8167042628260744,0.8276577592688993,0.8185551506738389,0.8151859563884549,0.8159378795766095,0.8411706865637111
jedit-4.1,0.8364498404820986,0.9245982512111544,0.8223000118161409,0.8223664776084132,0.8312581235968333,0.8292936901807869,0.8251211154436959,0.8298032612548742,0.8320114025759187,0.8150626255464966,0.817772952853598
jedit-4.2,0.8916765204873786,0.959732147447432,0.8516271656984217,0.8462418384658886,0.8501619454012647,0.8448537350264768,0.8452650249344507,0.8510230836460849,0.8554187445375558,0.8481954655287646,0.8590175312323274
jedit-4.3,0.5010162601626016,0.9860264227642276,0.9066734417344172,0.9148882113821138,0.9130250677506776,0.8987974254742548,0.8976964769647696,0.9170054200542004,0.8862635501355014,0.9043021680216802,0.8888042005420054
log4j-1.0,0.8191863995142684,0.916575591985428,0.8277474195506982,0.8231936854887676,0.8238615664845172,0.8194292653309048,0.8186399514268367,0.815725561627201,0.8268973891924711,0.8240437158469945,0.8296903460837887
log4j-1.1,0.8287817367185834,0.8939620226157456,0.8118199274589292,0.8122466396415617,0.8022189033496906,0.8161403883080862,0.8116599103904416,0.8190740345636868,0.8167271175592064,0.8126200128013655,0.8236611905269895
log4j-1.2,0.5851993339210501,0.6514154177686355,0.5798070330100892,0.5771329219316289,0.5767019296698991,0.579630717993927,0.5792095210108728,0.5803359780585757,0.5827162307767656,0.5859437751004016,0.5889509256538349
lucene-2.0,0.7671928817451206,0.8764638346727899,0.7341274397244546,0.7437428243398393,0.7309892843474934,0.7463451970914657,0.7371220818982013,0.7716991963260621,0.7530998851894373,0.7398009950248756,0.7668006123230003
lucene-2.2,0.7161640165072659,0.8358661425022981,0.7148487159928808,0.7151909875022002,0.7109810479375697,0.7131422480392732,0.7179096012047957,0.7153719024428407,0.7106534452072211,0.7061647988421447,0.7139979268125721
lucene-2.4,0.7252745718540581,0.8265799516008935,0.6955323901712583,0.7111178332092328,0.6906924795234549,0.6954253536857781,0.6858665301563663,0.7070574274013404,0.6989529039463886,0.6956766567386449,0.7082278481012658
poi-1.5,0.6570928023293113,0.8247896464085671,0.6772645396895897,0.6764194240876453,0.6844202630345202,0.6940311397340045,0.6693685691020801,0.6719285908159992,0.6772768771436326,0.6778629062106744,0.6874922890912232
poi-2.0,0.5015923566878981,0.9455332353421524,0.7711497631879798,0.7539196472317491,0.7658419075616528,0.7678833904948554,0.7778049975502204,0.7782132941368609,0.7918504001306549,0.785031847133758,0.7892373019761555
poi-2.5,0.6439228110599078,0.7586772098868874,0.6632985965647256,0.6611096564725597,0.6722742982823628,0.6742851906158357,0.6700356095517386,0.6733609132802683,0.6612143904482614,0.6717951403435274,0.6719862798491829
poi-3.0,0.7015316742081448,0.7939728506787328,0.6798303167420813,0.6881131221719456,0.6754457013574661,0.6925113122171945,0.6848846153846154,0.6803190045248869,0.6843665158371041,0.6950565610859728,0.6997647058823531
synapse-1.0,0.821656050955414,0.9626933575978162,0.851076736427055,0.8603275705186533,0.8557779799818016,0.8741279951471034,0.8585077343039125,0.8563845920533819,0.8538064907491659,0.8654837731270852,0.8553230209281165
synapse-1.1,0.7464282464282465,0.9010601510601509,0.7444489944489945,0.7554145054145054,0.7407407407407407,0.7568477568477568,0.7612612612612613,0.7633315133315133,0.7449267449267449,0.7532305032305032,0.7688825188825189
synapse-1.2,0.7011853448275862,0.8811961206896551,0.7243938577586206,0.7285425646551724,0.7259024784482758,0.7307381465517241,0.7244746767241379,0.7317214439655172,0.7334455818965517,0.7181438577586207,0.7197737068965517
