ant-1.3,0.7881648484848485,2.59
ant-1.4,0.7182398995935932,2.38
ant-1.5,0.8457289127254997,5.14
ant-1.6,0.7627762294066642,1.51
ant-1.7,0.8277750486477897,1.14
camel-1.0,0.7401085124315212,1.88
camel-1.2,0.43964828783524906,1.55
camel-1.4,0.7458545803094617,1.39
camel-1.6,0.7482232642487046,1.24
ivy-1.1,0.7682229439740168,1.58
ivy-1.4,0.7863266482249887,1.79
ivy-2.0,0.38119394277597407,1.94
jedit-3.2,0.8471557399137666,1.16
jedit-4.0,0.840719243449592,1.28
jedit-4.1,0.8313435690653432,2.39
jedit-4.2,0.8427086011002001,1.48
jedit-4.3,0.7755352303523035,1.2
log4j-1.0,0.816476017000607,1.41
log4j-1.1,0.7523063793471303,1.81
log4j-1.2,0.5749687530610247,1.31
lucene-2.0,0.7678145809414463,4.06
lucene-2.2,0.7169901132429736,1.32
lucene-2.4,0.6056820551005212,1.48
poi-1.5,0.6637855627112791,3.2
poi-2.0,0.7128625673689367,1.36
poi-2.5,0.6545064935064936,3.37
poi-3.0,0.701988914027149,1.15
synapse-1.0,0.8459387321807705,5.1
synapse-1.1,0.7317367367367368,1.56
synapse-1.2,0.713101697198276,1.23
velocity-1.4,0.5754385325558795,1.2
velocity-1.5,0.6849531298528956,1.47
velocity-1.6,0.7199261089404733,1.49
xalan-2.4,0.6079278380678796,1.58
xalan-2.5,0.634086077867132,1.1
xalan-2.6,0.6952189016949153,1.63
xalan-2.7,0.517504178694869,1.41
xerces-init,0.5398366230501958,1.46
xerces-1.2,0.5490663043478261,1.41
xerces-1.3,0.8367741252902354,4.1
xerces-1.4,0.738158123838508,1.88
