filename,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.5702844848195076,0.596461869471671
ant-1.4_ant-1.5,0.7668454412481717,0.7659678205753291
ant-1.5_ant-1.6,0.820450885668277,0.8243682645856559
ant-1.6_ant-1.7,0.8241650450736666,0.8261943528851118
camel-1.0_camel-1.2,0.6662034936479129,0.6302051824964711
camel-1.2_camel-1.4,0.7316171436396002,0.7546076954676161
camel-1.4_camel-1.6,0.7386911917098445,0.7427378238341968
ivy-1.1_ivy-1.4,0.7704011065006916,0.7690179806362379
ivy-1.4_ivy-2.0,0.8075791396103896,0.8234070616883117
jedit-3.2_jedit-4.0,0.8368037480478917,0.8397969807391983
jedit-4.0_jedit-4.1,0.8174997045964788,0.8215024223088739
jedit-4.1_jedit-4.2,0.8626805819752198,0.8700838003187497
jedit-4.2_jedit-4.3,0.6427845528455285,0.6326219512195121
log4j-1.0_log4j-1.1,0.79037764028163,0.7782163430765948
log4j-1.1_log4j-1.2,0.5493094328533646,0.5610000979527867
lucene-2.0_lucene-2.2,0.7178313677169512,0.6876039038510434
lucene-2.2_lucene-2.4,0.6572598659717052,0.6935312732688012
poi-1.5_poi-2.0,0.6815286624203821,0.6927976482116609
poi-2.0_poi-2.5,0.4520213657310431,0.6173099078341013
poi-2.5_poi-3.0,0.6927149321266969,0.6796628959276018
synapse-1.0_synapse-1.1,0.7120757120757121,0.6983801983801984
synapse-1.1_synapse-1.2,0.6460129310344828,0.6570581896551724
velocity-1.4_velocity-1.5,0.5484513086935653,0.6414151396222153
velocity-1.5_velocity-1.6,0.7066651344518502,0.7115835440128706
xalan-2.4_xalan-2.5,0.6188352060188606,0.6311806244473994
xalan-2.5_xalan-2.6,0.6387019209039548,0.6370522033898305
xalan-2.6_xalan-2.7,0.5695912542614525,0.5699472255552018
xerces-init_xerces-1.2,0.5312845849802371,0.5756521739130435
xerces-1.2_xerces-1.3,0.3295073716958904,0.2855002344759748
xerces-1.3_xerces-1.4,0.7408444580839855,0.7263577736859155
