filename,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.597418120965814,0.6491752330863017
ant-1.4_ant-1.5,0.7640175524134568,0.7261335933690882
ant-1.5_ant-1.6,0.7631611544655023,0.8177722036417688
ant-1.6_ant-1.7,0.8200031769985306,0.8290536515626862
camel-1.0_camel-1.2,0.6200941470054446,0.6072828443234524
camel-1.2_camel-1.4,0.7754587155963303,0.7435300561413117
camel-1.4_camel-1.6,0.7581720207253886,0.7446435233160622
ivy-1.1_ivy-1.4,0.7459658828953435,0.7667127708621485
ivy-1.4_ivy-2.0,0.7953784496753247,0.8001217532467533
jedit-3.2_jedit-4.0,0.8225967378101683,0.8378737925848806
jedit-4.0_jedit-4.1,0.8078400094529127,0.7868958997991256
jedit-4.1_jedit-4.2,0.8746594005449592,0.8729371240553185
jedit-4.2_jedit-4.3,0.6670054200542005,0.6393970189701897
log4j-1.0_log4j-1.1,0.7967783230211223,0.8062726690847024
log4j-1.1_log4j-1.2,0.5520325203252032,0.5603683024782055
lucene-2.0_lucene-2.2,0.6998376655127228,0.6876674685599171
lucene-2.2_lucene-2.4,0.6532204020848846,0.6908553611317945
poi-1.5_poi-2.0,0.6999020088192063,0.6511513963743263
poi-2.0_poi-2.5,0.513840594888982,0.4550534143276079
poi-2.5_poi-3.0,0.6816334841628959,0.6806945701357466
synapse-1.0_synapse-1.1,0.6965601965601965,0.5789653289653289
synapse-1.1_synapse-1.2,0.6476293103448276,0.6876212284482759
velocity-1.4_velocity-1.5,0.6574526357398989,0.6351751983510744
velocity-1.5_velocity-1.6,0.7174442656860491,0.7253275109170305
xalan-2.4_xalan-2.5,0.643873140506528,0.6372231720501979
xalan-2.5_xalan-2.6,0.6745247457627118,0.655728813559322
xalan-2.6_xalan-2.7,0.5704174704362439,0.5690321299236272
xerces-init_xerces-1.2,0.7094071146245059,0.6623122529644269
xerces-1.2_xerces-1.3,0.555851033409967,0.5398380400096078
xerces-1.3_xerces-1.4,0.7194868548923329,0.7462507246006171
