filename,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.2968781762774373,0.3317183398129505
ant-1.4_ant-1.5,0.2026960734038088,0.12524132617544476
ant-1.5_ant-1.6,1.4607306671994442,1.5318352150677232
ant-1.6_ant-1.7,1.1525283938776598,2.094770573986376
camel-1.0_camel-1.2,4.274785828538892,4.261048622117353
camel-1.2_camel-1.4,1.9394641968932649,1.5627538264241807
camel-1.4_camel-1.6,3.1763622609963096,3.300590618401312
ivy-1.1_ivy-1.4,0.09989193803308044,1.7915033590150984
ivy-1.4_ivy-2.0,0.23723429289453354,0.2579667390470341
jedit-3.2_jedit-4.0,5.966758742622222,6.028165431959126
jedit-4.0_jedit-4.1,3.6956826246367664,3.4059139719369624
jedit-4.1_jedit-4.2,1.3133689583508192,1.1224219692524342
jedit-4.2_jedit-4.3,0.13359466652690088,0.02847863907616135
log4j-1.0_log4j-1.1,2.5997297768359107,2.280594383898732
log4j-1.1_log4j-1.2,3.7624145110772114,4.312490740037546
lucene-2.0_lucene-2.2,13.232047144373789,16.533202491278164
lucene-2.2_lucene-2.4,9.569882269218233,8.838747729982758
poi-1.5_poi-2.0,0.2211346611012378,2.162919025685876
poi-2.0_poi-2.5,3.9026911485250726,3.431308894430179
poi-2.5_poi-3.0,5.0032228544685475,3.5811745924495435
synapse-1.0_synapse-1.1,0.937450112617474,0.9929113235889702
synapse-1.1_synapse-1.2,1.4184676784145185,1.4469194814570208
velocity-1.4_velocity-1.5,5.9515548681586345,3.876227928859191
velocity-1.5_velocity-1.6,4.1703589242181005,3.18849830295304
xalan-2.4_xalan-2.5,0.8677559576946718,1.018239216112245
xalan-2.5_xalan-2.6,0.9431282388706284,0.9991700806067876
xalan-2.6_xalan-2.7,0.4748043871676965,1.1758224666853954
xerces-init_xerces-1.2,2.1417406414283016,0.424210942690744
xerces-1.2_xerces-1.3,3.699200999866548,3.708304397172869
xerces-1.3_xerces-1.4,34.33440634802188,32.670251008521575
