filename,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.3207056487766233,0.29068717510169656
ant-1.4_ant-1.5,0.1239104125274116,0.12546464747753386
ant-1.5_ant-1.6,1.656658628455708,1.4897699058531264
ant-1.6_ant-1.7,1.505012190557823,1.5034138769112153
camel-1.0_camel-1.2,4.2552136742673525,4.219376022352519
camel-1.2_camel-1.4,1.72363738880742,1.540872581648785
camel-1.4_camel-1.6,3.3256738789980043,3.524041975061716
ivy-1.1_ivy-1.4,0.09165094636671914,0.10762098223712782
ivy-1.4_ivy-2.0,0.23723429289453354,0.2594567443419025
jedit-3.2_jedit-4.0,6.1113137679094995,5.703080327043357
jedit-4.0_jedit-4.1,3.941240776484229,4.04807695015559
jedit-4.1_jedit-4.2,1.209048215257147,1.1505085288237862
jedit-4.2_jedit-4.3,0.0709051987013277,0.04926806141393506
log4j-1.0_log4j-1.1,2.3203681924567268,2.6241981166007773
log4j-1.1_log4j-1.2,7.003287301185424,8.239721065507974
lucene-2.0_lucene-2.2,15.93522268114642,16.56717546888322
lucene-2.2_lucene-2.4,12.282458653146124,12.282514447444544
poi-1.5_poi-2.0,0.2736654717773313,0.12343082779888398
poi-2.0_poi-2.5,3.8169444612304266,3.18691066194937
poi-2.5_poi-3.0,5.444963012737914,4.5918675355852665
synapse-1.0_synapse-1.1,1.0840852015367382,1.009802144345439
synapse-1.1_synapse-1.2,1.1887368379321803,1.3624638505425806
velocity-1.4_velocity-1.5,5.9515548681586345,6.122289942373732
velocity-1.5_velocity-1.6,3.7655746628554585,3.1784312539887365
xalan-2.4_xalan-2.5,1.0553651760582057,1.3069123728218563
xalan-2.5_xalan-2.6,1.1908346978956763,1.1645243767026905
xalan-2.6_xalan-2.7,0.8981773741724084,1.702812433126211
xerces-init_xerces-1.2,0.472630395691129,0.42430946778993706
xerces-1.2_xerces-1.3,3.6654664155234697,3.7814681371826335
xerces-1.3_xerces-1.4,32.727059888759236,32.875235543978995
