filename,FPA,AAE,numOfNonZero,L1,MSE
ant-1.3,0.8113939393939394,490.4327149406526,20,250.05102601921013,590749.4424774238
ant-1.4,0.7557972746832416,82.94846609406396,15,161.0710217058624,13582.13917370509
ant-1.5,0.8671867381764993,111.89220757640079,17,176.63319552446896,138507.5851111999
ant-1.6,0.8286262851480243,565.0473898067684,20,222.00044701492197,1568727.5335637613
ant-1.7,0.8347166514435487,547.0196623872545,15,146.8302085028457,650931.77998972
camel-1.0,0.8739991571849979,259.98602399775746,19,211.43479118669978,309955.7806910094
camel-1.2,0.719134402097197,88.12197486666273,17,211.1246740803954,13511.025941239168
camel-1.4,0.7923798438997672,127.8992370824503,16,213.75477312264505,39101.904122277585
camel-1.6,0.7949119170984456,66.4471314375149,16,205.50528238260233,18269.789009482236
ivy-1.1,0.8254649499284692,135.31567363974054,16,173.94638920585606,66625.09999869921
ivy-1.4,0.8566159520516367,223.5736567073077,18,197.19661192749496,555394.1623427498
ivy-2.0,0.8578530844155844,403.72159551572844,20,252.40856865753733,1005359.2693545271
jedit-3.2,0.8734119956883277,138.15579992555115,16,188.33669507919663,62864.76695603635
jedit-4.0,0.8646682861935334,131.44762916321835,17,230.09201473630924,103560.5676163588
jedit-4.1,0.8505110480916932,609.5509418277794,19,194.47572979541897,9943314.373632418
jedit-4.2,0.8974859904375097,112.56317318946094,15,183.70942935171885,42432.01712690798
jedit-4.3,0.8929539295392954,162.7243718628755,18,197.99905852528642,94001.49383857625
log4j-1.0,0.8397085610200364,346.8852836468541,19,231.79375708749367,329222.7744494639
log4j-1.1,0.8401962876040111,145.6443807635355,17,168.21753211114324,36589.41011185142
log4j-1.2,0.598080125379567,132.98478744448565,17,221.09094952755447,32126.37000097051
lucene-2.0,0.7810753922694221,197.2457734904926,16,146.55246420617667,127438.47713517593
lucene-2.2,0.7319085059359659,387.3710421287439,18,194.63620486818112,483969.09632447147
lucene-2.4,0.7367972822040209,222.67833730407963,17,200.08327821341018,80513.14990535328
poi-1.5,0.6898364053593901,90.45549641829727,17,222.79064752923733,46810.3218523998
poi-2.0,0.8167564919157276,146.65687941548043,18,227.08407046736113,132350.7636646959
poi-2.5,0.6853608085462924,142.7197375487946,16,184.23256866681757,51385.4481182095
poi-3.0,0.72189592760181,126.77153162487448,17,200.8634117672945,44995.88505933567
synapse-1.0,0.8644222020018199,129.8895420418723,18,183.92060924710228,50891.86156263772
synapse-1.1,0.7852397852397852,377.7108300329625,19,245.35785739239256,1898583.109161922
synapse-1.2,0.7435614224137931,351.97297469641853,18,203.73010435201965,308495.819841638
velocity-1.4,0.6313654033041788,426.21749809237986,20,231.76227614957457,4275355.914674917
velocity-1.5,0.7094756755230539,163.47808466187746,16,184.69984162873098,65460.2212861576
velocity-1.6,0.7891289358768099,73.0901088841198,19,196.17932770990078,16011.010423254746
xalan-2.4,0.8052895698123914,761.2904627369511,19,199.98866189150246,2262824.7699487777
xalan-2.5,0.662060587298572,319.2033519786195,16,183.25498753687407,298262.3077198034
xalan-2.6,0.7070065536723164,535.9890796531982,17,154.39600620061734,749379.544839539
xalan-2.7,0.5752877018946743,1973.3393995112278,19,217.52825664439828,15683968.867675068
xerces-init,0.7540104975234716,447.3800356863144,17,199.82450181489128,2994445.8060395336
xerces-1.2,0.724703557312253,120.26323026957235,17,214.48025753587615,70588.2716835199
xerces-1.3,0.8604010111061547,87.16677107971046,15,171.68470817802472,13873.59136683277
xerces-1.4,0.7715270318653777,680.0659627397441,20,234.7287742138284,2847078.879643575
