filename,linear/nsga2/FPA_L1_MSE,linear/nsga2_toZero/FPA_L1_MSE,linear/nsga2_10p_toZero/FPA_L1_MSE,linear/nsga2_20p_toZero/FPA_L1_MSE,linear/nsga2_30p_toZero/FPA_L1_MSE,linear/nsga2_random10p_toZero/FPA_L1_MSE,linear/nsga2_random20p_toZero/FPA_L1_MSE,linear/nsga2_random30p_toZero/FPA_L1_MSE,MLP/nsga2/FPA_L1_MSE,MLP/nsga2_toZero/FPA_L1_MSE,MLP/nsga2_10p_toZero/FPA_L1_MSE,MLP/nsga2_20p_toZero/FPA_L1_MSE,MLP/nsga2_30p_toZero/FPA_L1_MSE,MLP/nsga2_random10p_toZero/FPA_L1_MSE,MLP/nsga2_random20p_toZero/FPA_L1_MSE,MLP/nsga2_random30p_toZero/FPA_L1_MSE,RandomForestRegressor,linear/CoDE,linear/CoDE_toZero,MLP/CoDE,MLP/CoDE_toZero,MLP/CoDE_random10p_toZero,MLP/CoDE_random20p_toZero,MLP/CoDE_random30p_toZero
ant-1.3,0.8227878787878787,0.8055757575757576,0.8147878787878788,0.8123636363636364,0.808,0.8341818181818181,0.8174545454545454,0.8123636363636364,0.8044848484848485,0.8429090909090909,0.8381818181818181,0.7762424242424243,0.7750303030303031,0.8535757575757575,0.8407272727272728,0.8135757575757576,0.9423030303030304,0.8181818181818182,0.816,0.7884848484848485,0.7846060606060606,0.7819393939393939,0.7860606060606059,0.7966060606060607
ant-1.4,0.7528089887640449,0.7575902462347598,0.7587855606024384,0.7553191489361702,0.7568730576141525,0.7611761893377958,0.7560363375567775,0.7459956968682764,0.7483863256036337,0.7449199139373656,0.7779703562036816,0.7756992589050921,0.7686469041357877,0.780241453502271,0.7548410231890988,0.7443222567535261,0.9031795362180254,0.7538847716949558,0.7544824288787951,0.7057136026775042,0.6981233564427445,0.7654793210614391,0.7608773607458762,0.7646426010040641
ant-1.5,0.8602632862018528,0.8658215504631886,0.8633837152608483,0.8587030716723549,0.8553876157971722,0.871282301316431,0.8648464163822526,0.846611409068747,0.833252072159922,0.8242808386153097,0.843003412969283,0.8686006825938568,0.8627498781082399,0.8516821062896148,0.8535348610433935,0.8473915163334959,0.9513408093612872,0.8637737688932228,0.8642613359336909,0.8304241833252072,0.8446123842028279,0.8379814724524622,0.8294978059483179,0.8322769380789858
ant-1.6,0.8318778644865601,0.8348507370246501,0.8353152483587266,0.8343397745571659,0.8328068871547133,0.8350984764028242,0.8337049424005946,0.8300662702836615,0.8294856311160659,0.8183992939427722,0.823547627895454,0.8075065031586771,0.8132199925678186,0.8393719806763285,0.8404713241669763,0.830267558528428,0.9117351046698872,0.8293849869936827,0.8297101449275363,0.8132509599900904,0.8155038399603617,0.8085826210826211,0.8099838969404187,0.8074832775919732
ant-1.7,0.835387792383146,0.835133632500695,0.8346689964655891,0.834533974028037,0.8347325364362019,0.8351177475080418,0.8343036416345657,0.8342480441602795,0.8118799888805052,0.8149040943568564,0.7983499463881497,0.7880425717803106,0.8037111314086017,0.8345419165243636,0.8333306858345578,0.8317620428100552,0.9257396449704142,0.8356697510027402,0.8354632460982486,0.801588499265319,0.79629085421548,0.7920158055676899,0.7967594614987491,0.8273638854692029
camel-1.0,0.8725242309313106,0.8756847871892119,0.8678887484197219,0.865992414664981,0.8584070796460177,0.8828487147071218,0.8579856721449641,0.8531394858828487,0.8801095659502739,0.8522966708807417,0.8594605983986515,0.8788453434471134,0.8725242309313104,0.8678887484197219,0.8921196797302992,0.8438685208596713,0.983354403708386,0.8714707121786768,0.8725242309313106,0.8465023177412558,0.8479772439949431,0.8502949852507374,0.8409186683522967,0.8271175726927941
camel-1.2,0.7084373109497882,0.7151265376083887,0.7160686378302077,0.7126279239766082,0.7113486842105263,0.701703972575116,0.701284911272434,0.6987547892720306,0.6885917649727767,0.6795409860859044,0.6901955409356725,0.6821341248235532,0.6978898845533373,0.7015338273845534,0.6933132940108893,0.701669313369631,0.8854465996168582,0.7148240572696108,0.7148807723331316,0.6703279391006252,0.6659687563016738,0.6768438697318008,0.6818206165557572,0.6893731725146199
camel-1.4,0.7864781596604136,0.7919690538135014,0.7905295768862112,0.7904970560043818,0.7892304532383951,0.7860434068191154,0.7848966178282898,0.7808006983431467,0.772987128577297,0.754782281254279,0.7673421881418595,0.7666746542516774,0.7695929754895249,0.786216280980419,0.781387785841435,0.7789161988224017,0.9470987950157471,0.7924106531562372,0.7934410516226208,0.7572966589072984,0.7526376146788991,0.7575979049705601,0.7597613994248938,0.7705138299329043
camel-1.6,0.7871564766839378,0.784240414507772,0.7901430051813472,0.7897036269430052,0.7846673575129534,0.7812518134715026,0.7788538860103627,0.7775233160621762,0.7508652849740932,0.7706559585492228,0.7599740932642486,0.7572445595854922,0.7816155440414507,0.7781854922279793,0.7771357512953367,0.7754300518134715,0.9447927461139896,0.7911544041450778,0.7959067357512953,0.7410041450777202,0.7348922279792744,0.7360290155440414,0.7603896373056995,0.7642207253886011
ivy-1.1,0.8229903723465956,0.8258129374009202,0.8255422804779028,0.8243436569616827,0.8251169624560183,0.8271275567412907,0.8174999033368132,0.8213664308084909,0.7984379229014422,0.7927541275180761,0.8101148358659088,0.7966206549897537,0.7898735645516761,0.8135753779530603,0.811120133008545,0.8130920620191007,0.8585624250860302,0.8238410083903646,0.8227583806982949,0.7867416772996172,0.7826624908169972,0.7830491435641651,0.7840544407068012,0.7980899354289912
ivy-1.4,0.8575380359612724,0.8453204241585984,0.8404794836330106,0.8257261410788381,0.8171968649147072,0.855002305209774,0.843015214384509,0.8393268787459659,0.8544260027662517,0.8356385431074228,0.8453204241585984,0.8303365606270171,0.8241124942369755,0.8301060396496082,0.8252650991240202,0.834716459197787,0.9721069617335176,0.8607653296449977,0.8603042876901799,0.8103964960811435,0.8177731673582297,0.8085523282618718,0.8024435223605348,0.7927616413093591
ivy-2.0,0.8608969155844156,0.8559760551948052,0.855570211038961,0.8518668831168831,0.8515625,0.8613534902597403,0.859577922077922,0.8554180194805194,0.8636617288961037,0.8566101866883117,0.8512581168831169,0.8468445616883119,0.8374847808441559,0.8669338474025974,0.8563311688311688,0.8433441558441559,0.9559659090909092,0.8595271915584416,0.8577516233766234,0.8492035308441559,0.8405539772727273,0.8443080357142857,0.8425071022727273,0.8388545048701299
jedit-3.2,0.8644325531259625,0.8682822605481983,0.8703514782876501,0.8693024330150908,0.8667279411764706,0.8675508161379735,0.8637011087157376,0.8597455343393902,0.8335097782568525,0.8347368724976901,0.8424795965506622,0.836709847551586,0.8474697797967354,0.8636337388358485,0.8546157991992609,0.8563866646134893,0.9141419002155836,0.8672717123498614,0.8674160763781953,0.8246025177086541,0.821931783184478,0.8320805743763474,0.8302519633507853,0.8193909762858023
jedit-4.0,0.8619787147897507,0.8645092255191162,0.8628896986523222,0.8590433223436867,0.8586962808722309,0.8647116663774654,0.8635693215339233,0.8610532708658685,0.8336876048354445,0.8350468505986467,0.8444242003586095,0.8179261380068251,0.8527242755509283,0.8539533807623344,0.8562380704494187,0.8558331887327202,0.93284024524264,0.8587107409335416,0.862687257793973,0.8192709237087166,0.8255610503788536,0.8151859563884549,0.8159378795766095,0.8411706865637111
jedit-4.1,0.8527118043247075,0.853701406120761,0.8532139903107645,0.8512643270707787,0.8505553586198747,0.8546762377407539,0.8499940919295758,0.8457255110480917,0.8414421599905472,0.8359107290558904,0.829530012997755,0.8359993501122533,0.8300321989838119,0.8449426917168853,0.8474831619992911,0.8587823466855725,0.9245982512111544,0.8511166253101737,0.8509393831974477,0.8223000118161409,0.8223664776084132,0.8320114025759187,0.8150626255464966,0.817772952853598
jedit-4.2,0.8835021335663976,0.8968433499563004,0.8998766130276078,0.8934502082155159,0.888283378746594,0.8913937586756465,0.8873322708344044,0.8757904477918873,0.8648270011824585,0.8509331139787157,0.8447894709783559,0.8685800215927202,0.8682844069713639,0.8919335766798622,0.8948126060356794,0.880520281733587,0.959732147447432,0.8910081743869209,0.8979486915839803,0.8516271656984217,0.8462418384658886,0.8554187445375558,0.8481954655287646,0.8590175312323274
jedit-4.3,0.8882960704607046,0.8982046070460704,0.8816056910569106,0.8855013550135501,0.9107384823848238,0.9065887533875339,0.8909214092140921,0.8860941734417345,0.896680216802168,0.909891598915989,0.8990514905149052,0.8787262872628726,0.9235264227642277,0.9444444444444444,0.9186991869918699,0.8810128726287263,0.9860264227642276,0.8985433604336044,0.8995596205962059,0.9066734417344172,0.9148882113821138,0.8862635501355014,0.9043021680216802,0.8888042005420054
log4j-1.0,0.8531876138433515,0.8432301153612629,0.8467516697024894,0.8469945355191257,0.8427443837279903,0.8460230722525804,0.8443230115361263,0.8426229508196721,0.8349119611414694,0.8329690346083789,0.8214936247723132,0.8214936247723132,0.8221007893139041,0.8412871888281724,0.8432301153612629,0.8388585306618094,0.916575591985428,0.848087431693989,0.8454159077109897,0.8277474195506982,0.8231936854887676,0.8268973891924711,0.8240437158469945,0.8296903460837887
