,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0,0.0,0.0,0.0,0.0,0.0,-8.154382514732427,0.0,0.0,0.0,0.0,0.0,7.293575100132743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.6841956627899854,0.0,0.0,0.0,0.0,15.59726331338145,0.0,0.0,0.0,-7.648869510182527,0.0,0.0,0.0,-7.2699296195739755,0.0,-14.293603510396872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.268599425825983,0.0,0.0,-12.411096284172242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.117656070543707,5.188925320702074
1,0.0,0.0,0.0,0.0,0.0,-6.60718514630324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0616515935340125,0.0,0.0,0.0,-12.63065044862109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.753451238414325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.351998822934489
2,0.0,0.0,0.0,0.0,0.0,-10.824794831091495,0.0,0.0,0.0,0.0,0.0,6.429640745604418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.338653909870469,0.0,0.0,0.0,0.0,15.615447505902818,0.0,0.0,0.0,-7.066012191662021,0.0,0.0,0.0,-9.127791489395516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.016410653909514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.673752873024393,5.208074064166077
3,0.0,0.0,0.0,0.0,0.0,-6.696774708996548,0.0,0.0,0.0,0.0,0.0,6.401346915152952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.806709565791218,0.0,0.0,0.0,0.0,15.92113519984493,0.0,0.0,0.0,-7.736916194197835,0.0,0.0,0.0,-7.627809787770013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.510816182209641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.62441149163238,5.198701368839558
4,0.0,0.0,0.0,0.0,0.0,-6.7162446213364575,0.0,0.0,0.0,0.0,0.0,7.1634357276970935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.287452672852776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.000294720390588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.384763507554975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.634738691483719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.771432485199671
5,0.0,0.0,0.0,0.0,0.0,-8.433367560994574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.557483426154313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.897480109005947,0.0,0.0,0.0,14.185449553068615,0.0,0.0,0.0,0.0,5.365707312417885,0.0,0.0,0.0,0.0,0.0,-11.299761275203284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.339199184236091
6,0.0,0.0,0.0,-10.710489685011007,-14.815341284978615,-8.455495884464924,0.0,0.0,0.0,0.0,0.0,7.331236368448119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.591111871809101,0.0,0.0,0.0,0.0,0.0,0.0,13.736344290281085,-12.045149993487549,-7.774532247682958,0.0,0.0,0.0,-7.725784862350711,0.0,-12.630138258346744,0.0,0.0,0.0,0.0,0.0,-12.762636594941773,0.0,0.0,-9.43359475691048,0.0,0.0,0.0,0.0,0.0,-13.189620522497997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.78479020164589,5.227875165249668
7,0.0,0.0,0.0,0.0,0.0,-6.6072709184147485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.338571336128025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.176475033758056
8,0.0,0.0,0.0,0.0,0.0,-6.6474085497105335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.57429985219766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.455673037892492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.329655793357421
9,0.0,0.0,0.0,0.0,0.0,-6.602361719834363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.684527842636108,0.0,0.0,0.0,-3.153807764844001,0.0,0.0,0.0,0.0,5.1673003328310685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.283115980530685
