filename,linear/nsga2/FPA_AAE,linear/nsga2/FPA_NNZ,linear/nsga2/FPA_L1,linear/nsga2/FPA_MSE,linear/nsga2/FPA_AAE_NNZ,linear/nsga2/FPA_AAE_L1,linear/nsga2/FPA_NNZ_MSE,linear/nsga2/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_AAE,linear/nsga2_10p_toZero/FPA_NNZ,linear/nsga2_10p_toZero/FPA_L1,linear/nsga2_10p_toZero/FPA_MSE,linear/nsga2_10p_toZero/FPA_AAE_NNZ,linear/nsga2_10p_toZero/FPA_AAE_L1,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_AAE,linear/nsga2_20p_toZero/FPA_NNZ,linear/nsga2_20p_toZero/FPA_L1,linear/nsga2_20p_toZero/FPA_MSE,linear/nsga2_20p_toZero/FPA_AAE_NNZ,linear/nsga2_20p_toZero/FPA_AAE_L1,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_AAE,linear/nsga2_30p_toZero/FPA_NNZ,linear/nsga2_30p_toZero/FPA_L1,linear/nsga2_30p_toZero/FPA_MSE,linear/nsga2_30p_toZero/FPA_AAE_NNZ,linear/nsga2_30p_toZero/FPA_AAE_L1,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_toZero/FPA_NNZ,linear/nsga2_toZero/FPA_L1,linear/nsga2_toZero/FPA_MSE,linear/nsga2_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ_MSE,linear/nsga2_random10p_toZero/FPA_NNZ,linear/nsga2_random10p_toZero/FPA_L1,linear/nsga2_random10p_toZero/FPA_MSE,linear/nsga2_random10p_toZero/FPA_L1_MSE,linear/nsga2_random10p_toZero/FPA_NNZ_MSE,linear/nsga2_random20p_toZero/FPA_NNZ,linear/nsga2_random20p_toZero/FPA_L1,linear/nsga2_random20p_toZero/FPA_MSE,linear/nsga2_random20p_toZero/FPA_L1_MSE,linear/nsga2_random20p_toZero/FPA_NNZ_MSE,linear/nsga2_random30p_toZero/FPA_NNZ,linear/nsga2_random30p_toZero/FPA_L1,linear/nsga2_random30p_toZero/FPA_MSE,linear/nsga2_random30p_toZero/FPA_L1_MSE,linear/nsga2_random30p_toZero/FPA_NNZ_MSE
ant-1.3_ant-1.4,0.539564906,0.589289983,0.56239541,0.529285202,0.604590007,0.529165671,0.606980636,0.606980636,0.554386804,0.576141525,0.582476691,0.58486732,0.59813531,0.518587138,0.571957925,0.571957925,0.556299307,0.610327516,0.59813531,0.555462587,0.518587138,0.59813531,0.59813531,0.59813531,0.533827397,0.579847,0.59813531,0.575723165,0.59813531,0.604470476,0.592158738,0.592158738,0.590724361,0.59813531,0.60231891,0.59813531,0.518587138,0.59813531,0.587616543,0.553430552,0.55988525,0.59813531,0.59813531,0.560004781,0.587497012,0.596820464,0.59813531,0.59813531,0.592517332,0.560482907,0.59813531,0.59813531
ant-1.4_ant-1.5,0.699756216,0.67352511,0.668454412,0.65636275,0.702779132,0.766650414,0.656752804,0.656752804,0.638127743,0.748317894,0.713798147,0.68668942,0.766845441,0.763627499,0.767918089,0.767918089,0.67411019,0.76582155,0.745002438,0.726962457,0.762554851,0.765480254,0.711847879,0.711847879,0.682301316,0.764992686,0.751535836,0.737688932,0.766845441,0.747732813,0.766845441,0.766845441,0.528815212,0.766845441,0.617259873,0.757289127,0.746318869,0.766845441,0.764505119,0.73905412,0.737883959,0.736713798,0.766845441,0.766845441,0.744319844,0.766845441,0.766845441,0.766845441,0.766845441,0.72647489,0.762116041,0.766845441
ant-1.5_ant-1.6,0.730691812,0.735259507,0.748978075,0.734609191,0.712080391,0.747522606,0.714310046,0.714310046,0.775656509,0.772466865,0.759506999,0.66726279,0.82535148,0.81955283,0.825397931,0.825397931,0.77090301,0.783646104,0.82535148,0.713272637,0.82535148,0.82535148,0.82535148,0.82535148,0.764198563,0.764539205,0.792038276,0.738913663,0.82535148,0.82535148,0.82535148,0.82535148,0.768115942,0.82535148,0.669051158,0.794492444,0.697897312,0.82535148,0.751734176,0.765235972,0.823981172,0.822107643,0.82535148,0.81291806,0.796017589,0.817787687,0.82535148,0.82535148,0.82535148,0.80670135,0.818685743,0.82535148
ant-1.6_ant-1.7,0.787899607,0.826674874,0.807080735,0.817346412,0.801993567,0.826071244,0.793804853,0.793804853,0.804078472,0.827099797,0.825793257,0.784464477,0.775177713,0.82741154,0.764246853,0.764246853,0.800329614,0.749152139,0.82741154,0.767719709,0.82741154,0.82741154,0.828358683,0.828358683,0.763295739,0.828962313,0.82741154,0.763393034,0.828946428,0.828497677,0.82741154,0.82741154,0.826746356,0.825435844,0.787276121,0.77688535,0.78841984,0.82741154,0.826635161,0.818712521,0.828160121,0.82741154,0.82741154,0.827635916,0.813359279,0.828263373,0.82741154,0.82741154,0.82741154,0.828048926,0.82741154,0.82741154
camel-1.0_camel-1.2,0.618591198,0.606268275,0.61409968,0.552288138,0.584269132,0.583030853,0.575380621,0.575380621,0.616577813,0.657705687,0.676163289,0.595410491,0.683008482,0.63087316,0.628566747,0.628566747,0.605330901,0.664717874,0.676229457,0.536979797,0.674910831,0.623259163,0.655851419,0.655851419,0.601250567,0.674017569,0.675438596,0.581880798,0.674649312,0.674616228,0.676656395,0.676656395,0.661351205,0.674331077,0.623616783,0.65581676,0.680728852,0.65581676,0.677340127,0.606302934,0.603591639,0.675730049,0.65581676,0.676927367,0.655818335,0.659868736,0.67494234,0.65581676,0.672483112,0.623838917,0.674008117,0.675542574
camel-1.2_camel-1.4,0.728515678,0.750917431,0.745015747,0.684876078,0.727009448,0.717746132,0.684811037,0.684811037,0.68548884,0.767203546,0.770183486,0.703878543,0.75579214,0.762364782,0.76580686,0.76580686,0.691636998,0.744796659,0.762825209,0.65344379,0.76852321,0.773442421,0.76580686,0.76580686,0.729809667,0.485543612,0.762825209,0.68355128,0.762825209,0.772812543,0.766500068,0.766500068,0.752269615,0.76580686,0.764031905,0.76580686,0.727420238,0.762825209,0.770536081,0.770621662,0.735160208,0.769267767,0.762825209,0.76580686,0.756483637,0.761717787,0.762825209,0.762825209,0.762825209,0.766034506,0.726504519,0.762825209
camel-1.4_camel-1.6,0.68226114,0.746892228,0.737674611,0.725019689,0.688329534,0.730797927,0.714445596,0.714445596,0.715011399,0.71646114,0.728126425,0.737378238,0.739055959,0.719097409,0.739055959,0.739055959,0.721856995,0.741711917,0.739055959,0.712105699,0.739055959,0.741745078,0.737386528,0.737386528,0.735479793,0.719097409,0.739055959,0.711396891,0.728141969,0.739055959,0.728610363,0.728610363,0.725194819,0.719097409,0.714369948,0.701666321,0.738022798,0.739055959,0.743838342,0.730924352,0.735716062,0.721146114,0.739055959,0.729097409,0.727552332,0.746804145,0.719097409,0.739055959,0.739055959,0.755594819,0.739055959,0.739055959
ivy-1.1_ivy-1.4,0.771553711,0.747349009,0.739972337,0.713001383,0.631627478,0.696634394,0.604887045,0.604887045,0.685338866,0.774319963,0.78077455,0.793914246,0.542876902,0.779391425,0.549216229,0.549216229,0.536883356,0.774319963,0.769709544,0.749077916,0.756800369,0.769709544,0.75242047,0.75242047,0.593591517,0.775011526,0.769709544,0.758875058,0.753573075,0.769709544,0.765329645,0.765329645,0.760258183,0.768095897,0.691793453,0.756224066,0.70746888,0.769709544,0.766943292,0.749654219,0.749423698,0.752650991,0.769709544,0.769709544,0.783540802,0.773167358,0.769709544,0.769709544,0.769709544,0.765560166,0.769248502,0.769709544
ivy-1.4_ivy-2.0,0.726866883,0.779880276,0.802404627,0.535967938,0.639711851,0.812905844,0.67476664,0.67476664,0.774198458,0.251217532,0.791852679,0.734628653,0.822950487,0.819171063,0.735744724,0.735744724,0.752232143,0.828936688,0.835836039,0.711038961,0.825461648,0.820515422,0.825461648,0.825461648,0.651557427,0.833096591,0.833299513,0.681742086,0.825461648,0.827059659,0.825461648,0.825461648,0.828530844,0.835227273,0.76075487,0.750025365,0.810420049,0.801161729,0.744774756,0.795200893,0.828530844,0.804256291,0.825461648,0.827059659,0.680296266,0.810825893,0.825461648,0.825461648,0.789265422,0.793374594,0.811206372,0.825461648
jedit-3.2_jedit-4.0,0.838307594,0.836832668,0.739082654,0.812395165,0.832321129,0.823298051,0.838943837,0.838943837,0.822734108,0.848856209,0.849282781,0.832133148,0.826110533,0.844062699,0.80666175,0.80666175,0.83973914,0.845508705,0.839796981,0.846839031,0.839796981,0.839796981,0.80666175,0.80666175,0.809965874,0.828496443,0.839796981,0.828879634,0.839796981,0.832769391,0.839796981,0.839796981,0.845219504,0.839796981,0.81830933,0.80666175,0.80666175,0.839796981,0.833362253,0.843730117,0.831699346,0.840288623,0.839796981,0.839796981,0.840577824,0.834070796,0.839796981,0.839796981,0.839796981,0.847851235,0.839796981,0.839796981
