filename,FPA,AAE,numOfNonZero,L1,MSE
ant-1.3,0.8184242424242424,302.03681107165863,21,166.45971075461486,194509.17128603754
ant-1.4,0.7530480516375807,119.12854848073557,21,213.26953772662867,36410.22316806388
ant-1.5,0.8628961482203803,200.5884208010154,21,176.96833996483542,218493.68036668294
ant-1.6,0.8298185309054874,444.91883063151215,21,174.11859092602978,704340.9262691828
ant-1.7,0.8357015209880465,692.14499859768,21,219.269665471951,1156202.5682717287
camel-1.0,0.8737884534344711,172.8668445039022,21,232.36252448136753,160126.06641560636
camel-1.2,0.7167555202661827,85.28267389011361,21,207.6987902192268,13304.096516543557
camel-1.4,0.7884704915788032,175.70118590982685,21,187.03248045370339,72670.75924887076
camel-1.6,0.7904963730569948,86.21587044344922,21,231.6295565913095,19551.681677479362
ivy-1.1,0.8258129374009202,183.97791586712606,21,189.68547073025894,152520.23086235652
ivy-1.4,0.8579990779160903,236.01913052633506,21,241.77469652238284,790696.0770714459
ivy-2.0,0.8600344967532467,314.3067332919839,21,258.8057048576729,514822.1800082829
jedit-3.2,0.8666653834308593,494.3092930381098,21,189.52421851387828,557224.9896223461
jedit-4.0,0.8607496095783446,324.7313952131062,21,234.27796346353304,311891.36474636424
jedit-4.1,0.8511018551341132,421.67208641258014,21,166.76231086531695,2584118.0859161783
jedit-4.2,0.8924219834455812,362.61509918857803,21,205.45397425449897,310885.78871980746
jedit-4.3,0.8973577235772358,428.90701769282845,21,245.73499753164737,1221713.0683800138
log4j-1.0,0.8494231936854888,169.5230858888824,21,163.26479697205292,50997.19436872684
log4j-1.1,0.842223170471517,252.28062109241247,21,204.2066821867933,123087.00166485143
log4j-1.2,0.5992555588206484,94.88250468034735,21,209.4259975818581,24342.845113157407
lucene-2.0,0.7807309605817069,331.84125917418714,21,190.81043814646148,297248.89001853904
lucene-2.2,0.7319329539009173,758.4738338766083,21,231.7604248432171,1313694.9608907015
lucene-2.4,0.7340655249441549,266.45820478007266,21,215.9124698937761,346161.58203897526
poi-1.5,0.6941175019123054,267.81637751597634,21,225.81563077543797,352813.63519672566
poi-2.0,0.8157765801077903,114.8467024553007,21,193.50917473096595,112091.35794479682
poi-2.5,0.6788856304985337,311.34192313816874,21,210.28290982432128,448118.18667105853
poi-3.0,0.7148325791855203,285.7642706574351,21,186.1177190982419,297440.43493044894
synapse-1.0,0.8644222020018199,318.48405839208203,21,173.93752635511726,181312.1433364881
synapse-1.1,0.7926562926562927,297.80234472559977,21,209.35807144220257,1313964.9143902743
synapse-1.2,0.7477101293103449,201.91969699886644,21,210.43709919557477,97611.15484312054
velocity-1.4,0.6349854227405248,277.9857733626723,21,241.5155192909388,1081489.3387452369
velocity-1.5,0.7021486856594291,352.6939045102516,21,225.21773549267658,1223488.6713106574
velocity-1.6,0.7851528384279476,141.46247961777217,21,235.42512082207793,76376.83649202391
xalan-2.4,0.8055112245983616,591.7461371004135,21,184.00629413500891,1259474.4993395768
xalan-2.5,0.6645371757979142,367.2478600250272,21,246.67938520069737,562271.2671112566
xalan-2.6,0.7096867796610169,430.0726833554004,21,156.84781250572718,813599.7150169156
xalan-2.7,0.5758064677036542,1102.9473511406866,21,208.30480526157564,4463083.847155317
xerces-init,0.763510017003031,507.5164006170026,21,213.34980645228208,1379371.3089116048
xerces-1.2,0.7369367588932806,236.25197523509377,21,197.8663236649247,300089.12343112193
xerces-1.3,0.8581248784728179,217.2312869609344,21,238.02106986077447,128207.36670238925
xerces-1.4,0.7717950275348234,459.37144157390975,21,176.6818819165268,1248907.6307488098
