filename,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.3207056487766233,0.4003913014281613
ant-1.4_ant-1.5,0.13524809014481562,0.12626336859769227
ant-1.5_ant-1.6,1.5362945517584183,1.5318352150677232
ant-1.6_ant-1.7,1.1782466213896403,1.2007172425451853
camel-1.0_camel-1.2,4.260049131822422,4.238035376676445
camel-1.2_camel-1.4,1.7121988644413513,1.7713545552798131
camel-1.4_camel-1.6,3.181760489006101,3.2048991670813565
ivy-1.1_ivy-1.4,1.0058090030396054,1.7915033590150984
ivy-1.4_ivy-2.0,0.27272689297265235,0.2481615001723335
jedit-3.2_jedit-4.0,5.043807299162302,5.186591656696533
jedit-4.0_jedit-4.1,3.471258715213266,3.1175472715076533
jedit-4.1_jedit-4.2,1.1514346801435296,1.0637402672641638
jedit-4.2_jedit-4.3,0.07952782092526589,0.06822069138928906
log4j-1.0_log4j-1.1,2.1439071363581905,2.2836844005344137
log4j-1.1_log4j-1.2,4.541485055341021,4.5589833264356034
lucene-2.0_lucene-2.2,15.93522268114642,13.818039476811895
lucene-2.2_lucene-2.4,8.875808196139966,9.707822426661652
poi-1.5_poi-2.0,0.2736654717773313,0.6396977766458999
poi-2.0_poi-2.5,3.324496588730053,3.355724563184965
poi-2.5_poi-3.0,3.5053106134668415,3.619595434099748
synapse-1.0_synapse-1.1,1.0593302462775682,1.1036009335131292
synapse-1.1_synapse-1.2,1.1887368379321803,1.2471815029703874
velocity-1.4_velocity-1.5,3.7361930669266656,3.844192157073596
velocity-1.5_velocity-1.6,3.0110892130804032,3.9248223087942833
xalan-2.4_xalan-2.5,1.0193594847926193,1.0034988524302608
xalan-2.5_xalan-2.6,1.0239989794096414,0.9860743334886052
xalan-2.6_xalan-2.7,0.8257965213457296,0.9787156671453764
xerces-init_xerces-1.2,0.472630395691129,0.42430946778993706
xerces-1.2_xerces-1.3,3.6654664155234697,3.712151787233747
xerces-1.3_xerces-1.4,32.21239461352457,31.99412775417332
