,,1,1,2,2,3,3,4,4,5,5,,,,,,,
filename,,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,rf,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,,0.307109784,0.624689439,0.296878176,0.33171834,0.320705649,0.290687175,0.307109784,0.624689439,0.296878176,0.290687175,0.41203764,0.320796296,0.406328809,0.320705649,0.400391301,0.320705649,0.400391301
ant-1.4_ant-1.5,,0.202696073,0.125464647,0.202696073,0.125241326,0.123910413,0.125464647,0.202696073,0.125464647,0.155238241,0.126263369,0.195743289,0.149355958,0.125351375,0.149355958,0.126263369,0.13524809,0.126263369
ant-1.5_ant-1.6,,1.460730667,1.473700352,1.460730667,1.531835215,1.656658628,1.489769906,1.460730667,1.47320919,1.536294552,1.501242371,1.302004843,1.536294552,1.504410121,1.536294552,1.504410121,1.536294552,1.531835215
ant-1.6_ant-1.7,,1.173343491,2.094770574,1.152528394,2.094770574,1.505012191,1.503413877,1.173343491,2.107299004,1.20599183,1.337595732,0.784784564,1.256634855,1.421485992,1.187667232,1.200717243,1.178246621,1.200717243
camel-1.0_camel-1.2,,4.267968454,4.261048622,4.274785829,4.261048622,4.255213674,4.219376022,4.260369469,4.261048622,4.264260187,4.219376022,4.140623026,4.264260187,4.219376022,4.260049132,4.238035377,4.260049132,4.238035377
camel-1.2_camel-1.4,,1.55582279,1.562753826,1.939464197,1.562753826,1.723637389,1.540872582,1.55582279,1.671088921,1.571355624,1.590049528,1.920551844,1.543866208,1.771354555,1.551143204,1.771354555,1.712198864,1.771354555
camel-1.4_camel-1.6,,3.334912503,3.520846235,3.176362261,3.300590618,3.325673879,3.524041975,3.334912503,3.520846235,3.325673879,3.204899167,2.638664249,3.325673879,3.204899167,3.181760489,3.204899167,3.181760489,3.204899167
ivy-1.1_ivy-1.4,,0.099890426,2.700081915,0.099891938,1.791503359,0.091650946,0.107620982,0.099890426,4.30306136,0.091650946,0.288413976,11.36709541,1.005809003,0.781907094,1.005809003,2.905481358,1.005809003,1.791503359
ivy-1.4_ivy-2.0,,0.237234293,0.257966739,0.237234293,0.257966739,0.237234293,0.259456744,0.237234293,0.246313751,0.237031476,0.24948555,0.244547727,0.256178869,0.25049028,0.272726893,0.246822782,0.272726893,0.2481615
jedit-3.2_jedit-4.0,,5.966758743,5.610495309,5.966758743,6.028165432,6.111313768,5.703080327,5.966758743,6.059527042,5.248260004,5.241305602,3.904378758,5.043807299,5.254667766,5.012235643,5.187347871,5.043807299,5.186591657
jedit-4.0_jedit-4.1,,3.559907296,3.566905526,3.695682625,3.405913972,3.941240776,4.04807695,3.559907296,3.566905526,3.583395912,3.276361893,1.437401922,3.471258715,3.294605212,3.471258715,3.117547272,3.471258715,3.117547272
jedit-4.1_jedit-4.2,,1.183609536,1.477212202,1.313368958,1.122421969,1.209048215,1.150508529,1.183609536,2.140603653,1.209048215,1.063740267,1.428194278,1.209048215,1.132726941,1.15143468,1.063740267,1.15143468,1.063740267
jedit-4.2_jedit-4.3,,0.029563905,0.028479202,0.133594667,0.028478639,0.070905199,0.049268061,0.028766618,0.028479202,0.079527821,0.068220691,0.61309878,0.079527821,0.029711548,0.079527821,0.068220691,0.079527821,0.068220691
log4j-1.0_log4j-1.1,,2.577756802,2.280594384,2.599729777,2.280594384,2.320368192,2.624198117,2.599729777,2.280594384,2.320368192,2.705009526,1.151365138,2.30751605,2.305936374,2.182415931,2.283684401,2.143907136,2.283684401
log4j-1.1_log4j-1.2,,3.762414511,4.406146672,3.762414511,4.31249074,7.003287301,8.239721066,3.762414511,8.016839103,5.702694448,5.579502664,4.903658049,5.702694448,5.769171572,4.541485055,4.558983326,4.541485055,4.558983326
lucene-2.0_lucene-2.2,,13.23204714,16.56717547,13.23204714,16.53320249,15.93522268,16.56717547,13.23204714,16.56717547,13.27895463,16.53320249,7.52484447,15.93522268,16.53320249,15.93522268,14.19517359,15.93522268,13.81803948
lucene-2.2_lucene-2.4,,9.657204063,10.97058828,9.569882269,8.83874773,12.28245865,12.28251445,9.657204063,10.97058828,8.875808196,10.36360582,7.305388057,12.28245865,11.19480186,10.48792869,9.655924205,8.875808196,9.707822427
poi-1.5_poi-2.0,,0.127564136,2.162919026,0.221134661,2.162919026,0.273665472,0.123430828,0.127564136,2.162919026,0.221134661,0.712193696,4.8909585,0.221134661,0.639697777,0.221134661,0.639697777,0.273665472,0.639697777
poi-2.0_poi-2.5,,3.901202203,3.355724563,3.902691149,3.431308894,3.816944461,3.186910662,3.902691149,3.34282649,3.334751225,3.352305399,3.223568347,3.334751225,3.186910662,3.324496589,3.335405917,3.324496589,3.355724563
poi-2.5_poi-3.0,,5.003222854,3.581174592,5.003222854,3.581174592,5.444963013,4.591867536,5.003222854,3.581174592,3.706068463,3.619595434,2.156164062,3.772331264,3.788691331,3.505310613,3.619595434,3.505310613,3.619595434
synapse-1.0_synapse-1.1,,0.937450113,1.103600934,0.937450113,0.992911324,1.084085202,1.009802144,0.750318443,0.992911324,1.077909604,1.029750983,0.835471171,1.077909604,1.10552627,1.059330246,1.103600934,1.059330246,1.103600934
synapse-1.1_synapse-1.2,,1.188736838,1.251053209,1.418467678,1.446919481,1.188736838,1.362463851,1.188736838,1.446919481,1.178267689,1.247181503,0.947208306,1.188736838,1.159128334,1.188736838,1.153202875,1.188736838,1.247181503
velocity-1.4_velocity-1.5,,5.360025448,3.876227929,5.951554868,3.876227929,5.951554868,6.122289942,3.961491981,3.870922469,4.028923633,6.122289942,2.832184579,4.024606522,6.122289942,3.736193067,3.700541047,3.736193067,3.844192157
velocity-1.5_velocity-1.6,,3.648547793,3.188498303,4.170358924,3.188498303,3.765574663,3.178431254,4.174116989,3.188498303,3.388308063,3.114008532,2.854287773,3.388308063,3.109059505,3.278015721,3.109059505,3.011089213,3.924822309
xalan-2.4_xalan-2.5,,0.867755958,1.016708213,0.867755958,1.018239216,1.055365176,1.306912373,0.867755958,1.018239216,1.015781671,1.053745764,0.933624284,1.044496743,1.035574968,1.017696716,1.003498852,1.019359485,1.003498852
xalan-2.5_xalan-2.6,,0.944533323,0.999170081,0.943128239,0.999170081,1.190834698,1.164524377,0.944533323,0.999170081,1.02565986,1.143139068,0.73250898,1.052702651,0.965372532,1.023998979,0.986074333,1.023998979,0.986074333
xalan-2.6_xalan-2.7,,0.52609906,1.377052694,0.474804387,1.175822467,0.898177374,1.702812433,0.514322952,1.377052694,0.825796521,1.137129826,0.958921893,0.898177374,1.00608011,0.825796521,1.00608011,0.825796521,0.978715667
xerces-init_xerces-1.2,,0.542126511,0.439786463,2.141740641,0.424210943,0.472630396,0.424309468,0.542126511,0.439786463,0.50172646,0.440293243,1.724018274,0.857005886,0.440293243,0.472630396,0.424309468,0.472630396,0.424309468
xerces-1.2_xerces-1.3,,3.705738595,3.706953729,3.699201,3.708304397,3.665466416,3.781468137,3.701534958,3.708304397,3.677567595,3.759711049,3.164728618,3.665466416,3.776396112,3.6774831,3.712151787,3.665466416,3.712151787
xerces-1.3_xerces-1.4,,34.33440635,32.45637991,34.33440635,32.67025101,32.72705989,32.87523554,32.33486334,31.43127007,32.28455803,32.8505405,26.80327681,32.94115063,33.00143911,32.21239461,33.00143911,32.21239461,31.99412775
,,3.789879322,4.001472301,3.905998911,3.882780055,4.12162001,4.151856848,3.687860887,4.184124281,3.641629527,3.907361559,3.444376788,3.905239386,3.951229569,3.729007979,3.750788468,3.672131978,3.705049438
