filename,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.561558689935453,0.5870188859670094
ant-1.4_ant-1.5,0.7675280351048269,0.7319356411506582
ant-1.5_ant-1.6,0.820450885668277,0.820450885668277
ant-1.6_ant-1.7,0.8276954846908383,0.8293634089194234
camel-1.0_camel-1.2,0.6662034936479129,0.6302051824964711
camel-1.2_camel-1.4,0.7616356291934822,0.7634876078323977
camel-1.4_camel-1.6,0.7386911917098445,0.7427378238341968
ivy-1.1_ivy-1.4,0.7697095435684648,0.7551867219917012
ivy-1.4_ivy-2.0,0.8146306818181818,0.8227982954545454
jedit-3.2_jedit-4.0,0.8407224246630806,0.8399849615362369
jedit-4.0_jedit-4.1,0.8230828311473473,0.804354247902635
jedit-4.1_jedit-4.2,0.8626805819752198,0.8638887460798931
jedit-4.2_jedit-4.3,0.6427845528455285,0.6664972899728997
log4j-1.0_log4j-1.1,0.7733091529763175,0.7679752506934073
log4j-1.1_log4j-1.2,0.5493094328533646,0.5613772161818004
lucene-2.0_lucene-2.2,0.7176260048113595,0.6876039038510434
lucene-2.2_lucene-2.4,0.7010982874162324,0.6942200297840655
poi-1.5_poi-2.0,0.6815286624203821,0.6647068430507921
poi-2.0_poi-2.5,0.4520213657310431,0.5128875157100964
poi-2.5_poi-3.0,0.6803936651583711,0.6771131221719457
synapse-1.0_synapse-1.1,0.7120757120757121,0.7162617162617163
synapse-1.1_synapse-1.2,0.6476293103448276,0.6620150862068965
velocity-1.4_velocity-1.5,0.5854956659231443,0.6414151396222153
velocity-1.5_velocity-1.6,0.7066651344518502,0.7091703056768559
xalan-2.4_xalan-2.5,0.6276885408531566,0.6334250327749283
xalan-2.5_xalan-2.6,0.6350427118644068,0.6943150282485876
xalan-2.6_xalan-2.7,0.5690643260533803,0.5695304897348762
xerces-init_xerces-1.2,0.5611857707509882,0.5756521739130435
xerces-1.2_xerces-1.3,0.540558624712624,0.6403252925230759
xerces-1.3_xerces-1.4,0.744312417949636,0.7343608809438562
