filename,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.3207962964596965,0.4063288085487917
ant-1.4_ant-1.5,0.1493559579604553,0.12535137476871105
ant-1.5_ant-1.6,1.5362945517584183,1.5044101212258796
ant-1.6_ant-1.7,1.2566348547682151,1.4214859920845409
camel-1.0_camel-1.2,4.264260187455233,4.219376022352519
camel-1.2_camel-1.4,1.5438662080606118,1.7713545552798131
camel-1.4_camel-1.6,3.3256738789980043,3.2048991670813565
ivy-1.1_ivy-1.4,1.0058090030396054,0.7819070938137616
ivy-1.4_ivy-2.0,0.25617886899488035,0.2504902803050665
jedit-3.2_jedit-4.0,5.043807299162302,5.254667766319319
jedit-4.0_jedit-4.1,3.471258715213266,3.2946052118800093
jedit-4.1_jedit-4.2,1.209048215257147,1.1327269407955318
jedit-4.2_jedit-4.3,0.07952782092526589,0.029711547887661068
log4j-1.0_log4j-1.1,2.307516049993915,2.3059363743950287
log4j-1.1_log4j-1.2,5.702694447667682,5.769171572371942
lucene-2.0_lucene-2.2,15.93522268114642,16.533202491278164
lucene-2.2_lucene-2.4,12.282458653146124,11.19480185729462
poi-1.5_poi-2.0,0.2211346611012378,0.6396977766458999
poi-2.0_poi-2.5,3.334751224653397,3.18691066194937
poi-2.5_poi-3.0,3.7723312643428284,3.7886913311882537
synapse-1.0_synapse-1.1,1.0779096043292538,1.1055262695473718
synapse-1.1_synapse-1.2,1.1887368379321803,1.1591283341550986
velocity-1.4_velocity-1.5,4.0246065218418465,6.122289942373732
velocity-1.5_velocity-1.6,3.388308062868709,3.1090595052638506
xalan-2.4_xalan-2.5,1.0444967431103915,1.0355749683725652
xalan-2.5_xalan-2.6,1.052702650825596,0.9653725316370928
xalan-2.6_xalan-2.7,0.8981773741724084,1.0060801103410977
xerces-init_xerces-1.2,0.8570058862529126,0.4402932434484069
xerces-1.2_xerces-1.3,3.6654664155234697,3.7763961121706737
xerces-1.3_xerces-1.4,32.941150634857365,33.001439112106965
