filename,FPA,AAE,numOfnonZero,L1,MSE
ant-1.3,0.7539393939393939,0.38198019454154564,21.0,3.294961072596002,0.39012175325609244
ant-1.4,0.7471910112359551,0.3387602040152769,21.0,0.9355781180697026,0.24264584542278436
ant-1.5,0.6972208678693319,0.5639277539894871,21.0,6.930590855761791,0.929816231973249
ant-1.6,0.8236250464511334,0.4934384566905992,21.0,1.957254920321016,0.6811704786002946
ant-1.7,0.7406616099440055,0.8319376962818283,21.0,7.361596674525212,1.7360514102751647
camel-1.0,0.7897176569742942,0.09746667186413925,21.0,0.6127772576031908,0.042954047281632116
camel-1.2,0.5044221995361969,3.6869663251190103,21.0,31.325483097585398,31.044918241287654
camel-1.4,0.6326954676160482,0.9907440698144849,21.0,8.310180083747099,2.4060292847077873
camel-1.6,0.6212103626943006,32.27091617794649,21.0,377.0168998899991,2789.4370373275497
ivy-1.1,0.6908324633646521,5.235426942697308,21.0,62.267482303377435,53.529695446629354
ivy-1.4,0.6230982019363761,0.23443133935797386,21.0,1.495465693395778,0.14392526548413578
ivy-2.0,0.7480215097402596,0.31495940691075236,21.0,1.4971999945612144,0.2359559111951722
jedit-3.2,0.6324973052048044,4.064934804609221,21.0,36.57019107542105,33.37468608726807
jedit-4.0,0.5579993059170569,18.67301561128651,21.0,123.89236770987027,667.046433201506
jedit-4.1,0.5424790263499941,8.856680751904438,21.0,70.35417761710872,153.9428325786662
jedit-4.2,0.6179116754922626,4.555400031852516,21.0,33.383063240309625,44.3920419909915
jedit-4.3,0.5282859078590787,0.3306489969122071,21.0,2.1339081900753585,0.2538983648151719
log4j-1.0,0.7115968427443837,1.806260796832238,21.0,24.30806110760287,5.705915025720764
log4j-1.1,0.7407723490505653,1.3927910395162535,21.0,24.800773625943986,3.4192778788388063
log4j-1.2,0.5986972279361347,0.8499372511453304,21.0,4.247258032145277,1.40050342295998
lucene-2.0,0.771259089169537,1.123876812969979,21.0,9.449094274326828,2.939138329333837
lucene-2.2,0.6918676289385671,2.1628669414214095,21.0,33.40588579071408,8.79692672550415
lucene-2.4,0.6874860387192852,1.593776332812053,21.0,10.705647390579667,5.137853883102919
poi-1.5,0.6937165346559084,1.1536297671323135,21.0,5.510195941448688,2.8736892955491458
poi-2.0,0.6268169198105504,0.254412843200734,21.0,4.585385845570732,0.16110912692589058
poi-2.5,0.6694700460829494,0.7994690168855938,21.0,6.651930007421737,1.4526082133607283
poi-3.0,0.5700180995475111,1.7619992425389728,21.0,19.812016169609485,11.16712407416996
synapse-1.0,0.6939642098877767,0.3814162570010971,21.0,5.2335271791201645,0.2948695047781146
synapse-1.1,0.7966147966147965,0.48626420568431705,21.0,3.7096741662253825,0.5325450987841355
synapse-1.2,0.7025592672413793,0.6483903876807101,21.0,6.638204326700334,0.9642305292164611
velocity-1.4,0.6114431486880465,0.9123265388940706,21.0,8.094357921176051,1.711644197095108
velocity-1.5,0.5752887031651468,5.292346428312444,21.0,86.98179476590687,58.596276669998474
velocity-1.6,0.6822339692024821,2.2818367626655762,21.0,23.366654742691313,10.127378830068242
xalan-2.4,0.7851367166719864,0.2970175181936313,21.0,0.6256925792136411,0.2761125261214424
xalan-2.5,0.6587819218420565,0.6100566370839794,21.0,0.8451711733552416,0.6173360846237073
xalan-2.6,0.6915769491525425,0.6119467870489536,21.0,2.873234144823452,0.6802316624493459
xalan-2.7,0.5588050973275397,0.4795974120914222,21.0,2.997577396434963,0.5259069506073196
xerces-init,0.6367265469061876,2.0259161671518595,21.0,27.56963765967397,8.865122376031366
xerces-1.2,0.7406126482213439,0.4107999277857669,21.0,2.6405626748650493,0.37047744166141816
xerces-1.3,0.7850026878953208,0.8087027628246781,21.0,8.331282996758748,1.8153971908620181
xerces-1.4,0.674726782943754,3.7165670218436206,21.0,43.87029025199468,45.192649684263756
