filename,MLP/nsga2_random10p_toZero/FPA_L1_MSE,MLP/nsga2_random20p_toZero/FPA_L1_MSE,MLP/nsga2_random30p_toZero/FPA_L1_MSE,mlp3/nsga2_random10p_toZero/FPA_L1_MSE,mlp3/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random10p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp5/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.650071719,0.576021994,0.586899355,0.545421946,0.575902462,0.587018886,0.553191489,0.560961033,0.569925891
ant-1.4_ant-1.5,0.7570941,0.753193564,0.724427109,0.665919064,0.76567528,0.726133593,0.762944905,0.747732813,0.750170648
ant-1.5_ant-1.6,0.804301375,0.818917998,0.815875449,0.820450886,0.818871547,0.807289731,0.819196705,0.820450886,0.819862505
ant-1.6_ant-1.7,0.82437155,0.826156626,0.827709384,0.828688297,0.829148962,0.829363409,0.826480283,0.824165045,0.827218935
camel-1.0_camel-1.2,0.675822999,0.659293708,0.666575292,0.598531395,0.620695957,0.630205182,0.609891737,0.666203494,0.630208333
camel-1.2_camel-1.4,0.752071067,0.768944269,0.76472169,0.732674928,0.752120704,0.763285636,0.770036286,0.775106121,0.762849172
camel-1.4_camel-1.6,0.741587565,0.720659067,0.743541969,0.755676684,0.735874611,0.742737824,0.76667772,0.738691192,0.738439378
ivy-1.1_ivy-1.4,0.772475795,0.770401107,0.770746888,0.770862148,0.770862148,0.772014753,0.769248502,0.770401107,0.778930383
ivy-1.4_ivy-2.0,0.816355519,0.76755276,0.830915179,0.827008929,0.823356331,0.818536932,0.79007711,0.79537845,0.781909497
jedit-3.2_jedit-4.0,0.829226676,0.833463474,0.815648678,0.838669096,0.839796981,0.839189658,0.841749089,0.838640176,0.840563364
jedit-4.0_jedit-4.1,0.806776557,0.827440033,0.80707196,0.805063216,0.807293513,0.822174465,0.805742644,0.810350939,0.82803084
jedit-4.1_jedit-4.2,0.87067503,0.873759704,0.869466865,0.870752146,0.874273816,0.8700838,0.870520796,0.869184104,0.870752146
jedit-4.2_jedit-4.3,0.655826558,0.64600271,0.674796748,0.68648374,0.636686992,0.686144986,0.654471545,0.642784553,0.642107046
log4j-1.0_log4j-1.1,0.799445274,0.786537231,0.788564114,0.799231918,0.802005547,0.800618733,0.809579689,0.787817367,0.801792191
log4j-1.1_log4j-1.2,0.558752081,0.554765403,0.559819767,0.560965814,0.561240082,0.560221373,0.559378979,0.562239201,0.557272994
lucene-2.0_lucene-2.2,0.723151245,0.700531988,0.707147607,0.713450292,0.716276477,0.687667469,0.715068748,0.699837666,0.716638307
lucene-2.2_lucene-2.4,0.66875,0.673927308,0.694252606,0.679346612,0.674911579,0.69422003,0.681706069,0.701098287,0.623548027
poi-1.5_poi-2.0,0.69614568,0.676792422,0.658337416,0.660460559,0.658500735,0.658337416,0.649191573,0.655397681,0.587865425
poi-2.0_poi-2.5,0.514620863,0.53044093,0.505427838,0.469600964,0.455566611,0.455053414,0.459080436,0.455414747,0.466186636
poi-2.5_poi-3.0,0.68400905,0.679936652,0.686054299,0.672977376,0.699178733,0.677113122,0.672660633,0.685262443,0.687683258
synapse-1.0_synapse-1.1,0.61959687,0.70970971,0.678860679,0.671830922,0.714896715,0.578965329,0.712303212,0.716261716,0.5996906
synapse-1.1_synapse-1.2,0.649434267,0.665086207,0.647454203,0.639533944,0.682085129,0.65705819,0.677559267,0.64762931,0.681303879
velocity-1.4_velocity-1.5,0.621071802,0.645960979,0.600199057,0.613843634,0.628850552,0.64141514,0.640568089,0.650083293,0.652455036
velocity-1.5_velocity-1.6,0.720064353,0.712870604,0.710595265,0.71162951,0.720374627,0.700137899,0.725028729,0.71234199,0.711583544
xalan-2.4_xalan-2.5,0.647297212,0.633131876,0.63653484,0.631011766,0.632970053,0.631180624,0.647672452,0.630129951,0.63748115
xalan-2.5_xalan-2.6,0.679548927,0.656989831,0.663376271,0.673306215,0.616202486,0.623751412,0.673242938,0.624735819,0.636488136
xalan-2.6_xalan-2.7,0.569929087,0.564159631,0.568745992,0.570181668,0.569447505,0.568698378,0.569447052,0.569064326,0.569144136
xerces-init_xerces-1.2,0.616462451,0.602529644,0.608537549,0.55701581,0.685059289,0.615701581,0.625810277,0.699436759,0.729822134
xerces-1.2_xerces-1.3,0.567883654,0.56556177,0.575312539,0.582701392,0.539500623,0.550704,0.552842878,0.540558625,0.513033433
xerces-1.3_xerces-1.4,0.697226698,0.738816109,0.72998131,0.728549691,0.719236974,0.726357774,0.71824278,0.723109858,0.755833568
,0.699668201,0.697985177,0.697253264,0.689394685,0.697562101,0.690712691,0.697653754,0.697348965,0.69229302
