filename,MLP/nsga2_random10p_toZero/FPA_L1_MSE,MLP/nsga2_random20p_toZero/FPA_L1_MSE,MLP/nsga2_random30p_toZero/FPA_L1_MSE,mlp3/nsga2_random10p_toZero/FPA_L1_MSE,mlp3/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random10p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp5/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.653179536,0.568969639,0.580086063,0.595505618,0.564546976,0.659574468,0.569806359,0.56574229,0.586779823
ant-1.4_ant-1.5,0.684349098,0.707752316,0.725694783,0.685421745,0.76567528,0.694978059,0.739834227,0.741004388,0.750170648
ant-1.5_ant-1.6,0.731202775,0.799826582,0.823191503,0.739765267,0.812136133,0.824368265,0.775733928,0.784064164,0.824383748
ant-1.6_ant-1.7,0.814002621,0.828759779,0.828019141,0.817064453,0.829796275,0.826103014,0.821365315,0.827230849,0.827421469
camel-1.0_camel-1.2,0.670617816,0.605575091,0.674559513,0.598531395,0.654847878,0.653066079,0.643454452,0.676546116,0.561674481
camel-1.2_camel-1.4,0.765979734,0.781055731,0.760737026,0.765267698,0.763114474,0.73557271,0.74904149,0.769587841,0.762159387
camel-1.4_camel-1.6,0.744097409,0.744058031,0.753666321,0.748588601,0.731440415,0.744979275,0.734679793,0.758172021,0.728753368
ivy-1.1_ivy-1.4,0.775242047,0.768556939,0.788842785,0.766712771,0.779160904,0.774781005,0.767173813,0.782388197,0.770055325
ivy-1.4_ivy-2.0,0.799944196,0.791700487,0.800578328,0.77150974,0.830255682,0.810217127,0.826806006,0.835582386,0.727272727
jedit-3.2_jedit-4.0,0.834041876,0.772789057,0.727977327,0.836904968,0.81832379,0.839984962,0.742495228,0.839898201,0.841011626
jedit-4.0_jedit-4.1,0.799391469,0.821591043,0.789251743,0.826539052,0.796348812,0.822263086,0.766557367,0.829463547,0.793202765
jedit-4.1_jedit-4.2,0.87067503,0.873939643,0.871677549,0.868130173,0.87630456,0.873142769,0.873939643,0.873271297,0.86656213
jedit-4.2_jedit-4.3,0.642276423,0.637025745,0.673441734,0.637364499,0.642445799,0.630250678,0.673780488,0.650575881,0.638380759
log4j-1.0_log4j-1.1,0.808619586,0.774909324,0.777469597,0.802112225,0.773415831,0.76744186,0.797951782,0.782910177,0.794804779
log4j-1.1_log4j-1.2,0.559388775,0.540758155,0.559643452,0.565579391,0.562934665,0.558585562,0.56450191,0.548594378,0.56027035
lucene-2.0_lucene-2.2,0.692297913,0.711895402,0.71455534,0.688259109,0.717000137,0.698801072,0.709724423,0.717420642,0.711924739
lucene-2.2_lucene-2.4,0.686178332,0.667605175,0.695441642,0.657923027,0.690687826,0.690855361,0.675018615,0.682608898,0.662379002
poi-1.5_poi-2.0,0.724113996,0.674505961,0.660501388,0.673036093,0.675485873,0.658337416,0.693614241,0.699248734,0.653192879
poi-2.0_poi-2.5,0.516249476,0.472015082,0.504244344,0.450879765,0.458043569,0.523769376,0.468087558,0.513306452,0.456150503
poi-2.5_poi-3.0,0.692778281,0.687570136,0.704049774,0.704561086,0.689746606,0.68058371,0.697221719,0.680493213,0.687683258
synapse-1.0_synapse-1.1,0.619232869,0.673218673,0.703749204,0.672763673,0.723814724,0.711120211,0.711529712,0.71962872,0.677450177
synapse-1.1_synapse-1.2,0.633108836,0.649595905,0.656707974,0.657974138,0.688469828,0.663793103,0.571336207,0.660883621,0.641540948
velocity-1.4_velocity-1.5,0.612311884,0.644280995,0.599415535,0.587458,0.610878956,0.632048169,0.625617641,0.609742497,0.629697603
velocity-1.5_velocity-1.6,0.711158354,0.711399678,0.717444266,0.714709262,0.708825557,0.711296254,0.731946679,0.718892209,0.712732705
xalan-2.4_xalan-2.5,0.645599248,0.629187158,0.635881687,0.635259022,0.642864681,0.636839723,0.625167393,0.641823388,0.633687701
xalan-2.5_xalan-2.6,0.674186667,0.678359322,0.663376271,0.676352542,0.643276836,0.691978305,0.644263051,0.677596384,0.635402486
xalan-2.6_xalan-2.7,0.57071177,0.570730816,0.570240618,0.56032421,0.567790085,0.568638974,0.574895,0.569886008,0.57018983
xerces-init_xerces-1.2,0.56666996,0.617391304,0.597964427,0.645237154,0.605711462,0.617134387,0.703320158,0.691462451,0.688824111
xerces-1.2_xerces-1.3,0.547701564,0.572681833,0.590067369,0.586716078,0.602488877,0.530052957,0.581614796,0.53808233,0.513033433
xerces-1.3_xerces-1.4,0.734759411,0.740063381,0.738214584,0.721264258,0.723175392,0.722009637,0.746171338,0.735671556,0.732948975
,0.692668898,0.690592279,0.696223043,0.688590501,0.698300263,0.698418919,0.693555011,0.704059294,0.687991391
