filename,MLP/nsga2_random10p_toZero/FPA_L1_MSE,MLP/nsga2_random20p_toZero/FPA_L1_MSE,MLP/nsga2_random30p_toZero/FPA_L1_MSE,mlp3/nsga2_random10p_toZero/FPA_L1_MSE,mlp3/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random10p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp5/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.64558929,0.574826679,0.593652881,0.590485298,0.617917762,0.649175233,0.571957925,0.5882142,0.564188382
ant-1.4_ant-1.5,0.749488055,0.761969771,0.724329595,0.638810336,0.612384203,0.709117504,0.698683569,0.741004388,0.707459776
ant-1.5_ant-1.6,0.807382633,0.813181283,0.819359284,0.814040629,0.811702589,0.820450886,0.789018952,0.80970519,0.789034436
ant-1.6_ant-1.7,0.809940034,0.814943807,0.82793376,0.816476709,0.818643025,0.829192645,0.825098288,0.816754696,0.82739367
camel-1.0_camel-1.2,0.670617816,0.661152702,0.674646161,0.598531395,0.665948276,0.659744278,0.613675892,0.609551447,0.669433101
camel-1.2_camel-1.4,0.764562509,0.774798028,0.753062098,0.759489251,0.763528687,0.741835547,0.769991784,0.751711625,0.736960838
camel-1.4_camel-1.6,0.758065285,0.757626943,0.753664249,0.748588601,0.738350259,0.752787565,0.741308808,0.751212435,0.756551295
ivy-1.1_ivy-1.4,0.829875519,0.750806823,0.771899493,0.787459659,0.771553711,0.770631627,0.766712771,0.769940065,0.778930383
ivy-1.4_ivy-2.0,0.75925832,0.762885552,0.781427557,0.826349432,0.805803571,0.803926542,0.812246347,0.80757914,0.716213474
jedit-3.2_jedit-4.0,0.833781595,0.772789057,0.727637515,0.843310776,0.840895945,0.842298571,0.747874371,0.819596275,0.840259703
jedit-4.0_jedit-4.1,0.828163772,0.816849817,0.797456576,0.802626137,0.827321872,0.804634881,0.75590807,0.845400567,0.819995864
jedit-4.1_jedit-4.2,0.872448717,0.872037427,0.871214848,0.851395815,0.879235001,0.874453756,0.870520796,0.874659401,0.870700735
jedit-4.2_jedit-4.3,0.659891599,0.656334688,0.647188347,0.691226287,0.637872629,0.661754743,0.667852304,0.66700542,0.655826558
log4j-1.0_log4j-1.1,0.807552806,0.798378494,0.773629187,0.814380201,0.802005547,0.793631321,0.797205035,0.810539791,0.773095797
log4j-1.1_log4j-1.2,0.557370947,0.548545401,0.560358507,0.565785092,0.564972083,0.564462729,0.564247233,0.552003134,0.561573122
lucene-2.0_lucene-2.2,0.715552817,0.695564161,0.71455534,0.713450292,0.715357234,0.714584678,0.712912437,0.702047762,0.716819222
lucene-2.2_lucene-2.4,0.70396035,0.667605175,0.694857595,0.653239017,0.694983246,0.663570365,0.68615041,0.653597357,0.646221147
poi-1.5_poi-2.0,0.695206598,0.663073657,0.671157929,0.677853993,0.658133268,0.658255757,0.704719909,0.657275845,0.58966193
poi-2.0_poi-2.5,0.491019062,0.53044093,0.504244344,0.447051739,0.458221617,0.479390972,0.468087558,0.455414747,0.462083682
poi-2.5_poi-3.0,0.68508371,0.687140271,0.704049774,0.704561086,0.690312217,0.671223982,0.684588235,0.668719457,0.687864253
synapse-1.0_synapse-1.1,0.616434616,0.677427427,0.687505688,0.68047593,0.727136227,0.716534717,0.701383201,0.696742197,0.5996906
synapse-1.1_synapse-1.2,0.64455819,0.67108028,0.656707974,0.6640625,0.653798491,0.68748653,0.655926724,0.646632543,0.669234914
velocity-1.4_velocity-1.5,0.614980094,0.642361013,0.599415535,0.600474348,0.654544428,0.646102154,0.608224864,0.603262558,0.610483666
velocity-1.5_velocity-1.6,0.744334636,0.71441048,0.711675477,0.716019306,0.714203631,0.707446564,0.730291887,0.711928292,0.709377155
xalan-2.4_xalan-2.5,0.631225184,0.629187158,0.636711907,0.63886016,0.629917705,0.637223172,0.651973649,0.636550084,0.635714001
xalan-2.5_xalan-2.6,0.681421017,0.656989831,0.675670056,0.681512316,0.681659661,0.687299435,0.651014689,0.678255367,0.637712994
xalan-2.6_xalan-2.7,0.570087347,0.571226455,0.568695204,0.569031223,0.571064114,0.568441716,0.57040296,0.57150579,0.57170849
xerces-init_xerces-1.2,0.618814229,0.602529644,0.653527668,0.61215415,0.720395257,0.615701581,0.620059289,0.634565217,0.699249012
xerces-1.2_xerces-1.3,0.559848563,0.56556177,0.62633108,0.572132816,0.559168011,0.462695444,0.581614796,0.540558625,0.57845223
xerces-1.3_xerces-1.4,0.731501372,0.740646259,0.733972474,0.723041127,0.702523741,0.723009693,0.705205829,0.743340068,0.71665665
,0.701933889,0.695079033,0.697217937,0.693429187,0.6996518,0.697235486,0.690828619,0.693842456,0.686618236
