filename,MLP/nsga2_random10p_toZero/FPA_L1_MSE,MLP/nsga2_random20p_toZero/FPA_L1_MSE,MLP/nsga2_random30p_toZero/FPA_L1_MSE,mlp3/nsga2_random10p_toZero/FPA_L1_MSE,mlp3/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random10p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp5/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.651685393,0.569208702,0.586899355,0.568850108,0.596581401,0.596461869,0.553191489,0.560961033,0.569925891
ant-1.4_ant-1.5,0.689907362,0.724329595,0.724427109,0.706192101,0.762749878,0.726133593,0.744124817,0.743539737,0.707459776
ant-1.5_ant-1.6,0.76639725,0.813181283,0.815875449,0.820450886,0.818871547,0.820450886,0.765623065,0.817493497,0.82535148
ant-1.6_ant-1.7,0.82437155,0.827363885,0.828448036,0.827405584,0.827342044,0.825928279,0.829395179,0.828767722,0.8260911
camel-1.0_camel-1.2,0.670617816,0.659293708,0.674562664,0.676550842,0.666315348,0.630205182,0.609891737,0.674349982,0.67500063
camel-1.2_camel-1.4,0.761649322,0.768944269,0.764215049,0.76463782,0.763114474,0.762825209,0.769991784,0.763792277,0.76555354
camel-1.4_camel-1.6,0.746115026,0.720659067,0.743541969,0.746560622,0.742536788,0.738781347,0.76667772,0.726159585,0.752124352
ivy-1.1_ivy-1.4,0.772475795,0.772475795,0.771899493,0.770862148,0.772936837,0.773397879,0.769248502,0.770401107,0.772706316
ivy-1.4_ivy-2.0,0.816355519,0.76755276,0.794921875,0.80757914,0.805803571,0.791801948,0.79591112,0.80757914,0.781909497
jedit-3.2_jedit-4.0,0.837729192,0.840592284,0.815706519,0.836904968,0.725533576,0.838799237,0.811035919,0.838943837,0.83969576
jedit-4.0_jedit-4.1,0.805580173,0.82385088,0.80707196,0.824825712,0.815579582,0.821605814,0.805742644,0.82721848,0.82803084
jedit-4.1_jedit-4.2,0.87067503,0.873759704,0.873155622,0.870752146,0.874273816,0.863323222,0.871523315,0.862680582,0.864531387
jedit-4.2_jedit-4.3,0.654640921,0.64600271,0.671239837,0.658197832,0.68953252,0.66649729,0.651761518,0.671917344,0.666666667
log4j-1.0_log4j-1.1,0.801685513,0.786537231,0.788564114,0.783976958,0.802005547,0.800725411,0.809579689,0.79037764,0.801792191
log4j-1.1_log4j-1.2,0.558781467,0.564521501,0.559819767,0.560965814,0.561240082,0.557870506,0.566039769,0.54939759,0.557067294
lucene-2.0_lucene-2.2,0.722026639,0.698018737,0.707147607,0.688259109,0.716276477,0.687667469,0.708707387,0.717420642,0.704727259
lucene-2.2_lucene-2.4,0.665054914,0.673927308,0.667074646,0.679346612,0.655472822,0.69422003,0.666241623,0.695108898,0.657064408
poi-1.5_poi-2.0,0.693695901,0.698187163,0.675322554,0.698268822,0.658255757,0.658500735,0.706026458,0.692062714,0.658092438
poi-2.0_poi-2.5,0.514620863,0.452429828,0.507208316,0.465469208,0.457713657,0.512887516,0.470828969,0.480634688,0.466186636
poi-2.5_poi-3.0,0.68400905,0.679936652,0.674131222,0.682837104,0.681923077,0.660411765,0.687321267,0.680778281,0.687683258
synapse-1.0_synapse-1.1,0.61959687,0.677950678,0.678860679,0.671830922,0.714896715,0.716534717,0.710710711,0.716261716,0.705591956
synapse-1.1_synapse-1.2,0.649892241,0.665086207,0.647454203,0.698491379,0.682192888,0.647588901,0.669665948,0.650565733,0.681303879
velocity-1.4_velocity-1.5,0.621071802,0.64453511,0.575415761,0.652292684,0.628850552,0.64141514,0.606036649,0.657452636,0.632478753
velocity-1.5_velocity-1.6,0.720064353,0.712870604,0.710595265,0.71162951,0.720374627,0.711928292,0.722408642,0.71234199,0.713399219
xalan-2.4_xalan-2.5,0.647297212,0.635355177,0.636010676,0.631011766,0.633554022,0.636173671,0.6431766,0.636550084,0.637311119
xalan-2.5_xalan-2.6,0.670231864,0.656989831,0.689917288,0.667308475,0.687092429,0.697432768,0.673242938,0.622312316,0.694662147
xalan-2.6_xalan-2.7,0.570974327,0.56839637,0.56873783,0.569744526,0.570042454,0.570206608,0.569447052,0.569906414,0.568508376
xerces-init_xerces-1.2,0.620889328,0.599644269,0.581363636,0.597944664,0.685059289,0.6293083,0.57416996,0.545355731,0.636610672
xerces-1.2_xerces-1.3,0.340024477,0.56556177,0.575312539,0.534845417,0.55229958,0.547644374,0.552842878,0.511111874,0.57845223
xerces-1.3_xerces-1.4,0.671370177,0.738816109,0.731951584,0.728549691,0.716966737,0.726357774,0.74925835,0.744312418,0.731509897
,0.687982912,0.694199306,0.694895087,0.696751419,0.699512936,0.698436191,0.694327457,0.69552519,0.699582966
