filename,MLP/nsga2_random10p_toZero/FPA_L1_MSE,MLP/nsga2_random20p_toZero/FPA_L1_MSE,MLP/nsga2_random30p_toZero/FPA_L1_MSE,mlp3/nsga2_random10p_toZero/FPA_L1_MSE,mlp3/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random10p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp5/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.64056897,0.561439158,0.569925891,0.663100645,0.615228305,0.655450634,0.514403538,0.592875926,0.550083672
ant-1.4_ant-1.5,0.699463676,0.739541687,0.724427109,0.59629449,0.641735739,0.726133593,0.698683569,0.764017552,0.707459776
ant-1.5_ant-1.6,0.771955902,0.805524588,0.815875449,0.789127338,0.760126347,0.760466989,0.783429332,0.763161154,0.789932491
ant-1.6_ant-1.7,0.813982765,0.814943807,0.828070768,0.824764704,0.811965371,0.829192645,0.820634605,0.820003177,0.827290417
camel-1.0_camel-1.2,0.673677279,0.653039297,0.672505167,0.53659697,0.654847878,0.607282844,0.609891737,0.6052348,0.660346088
camel-1.2_camel-1.4,0.755757908,0.781055731,0.760066069,0.758178146,0.75801383,0.747127893,0.769991784,0.775458716,0.761971108
camel-1.4_camel-1.6,0.757753368,0.759541969,0.753666321,0.755464249,0.749310881,0.744643523,0.741308808,0.758172021,0.757496373
ivy-1.1_ivy-1.4,0.829183956,0.750806823,0.77593361,0.698939604,0.753803596,0.766712771,0.766712771,0.745965883,0.767634855
ivy-1.4_ivy-2.0,0.795556006,0.762885552,0.795505276,0.740868506,0.750253653,0.766081575,0.804433847,0.79537845,0.716213474
jedit-3.2_jedit-4.0,0.829226676,0.772745676,0.725562496,0.835415582,0.833044132,0.845754526,0.846954711,0.824787437,0.840534444
jedit-4.0_jedit-4.1,0.81961184,0.817174761,0.795802316,0.823732719,0.796348812,0.7868959,0.75590807,0.79698393,0.793350467
jedit-4.1_jedit-4.2,0.872500129,0.873759704,0.871214848,0.870752146,0.876638733,0.872937124,0.871523315,0.869081281,0.870700735
jedit-4.2_jedit-4.3,0.629065041,0.629742547,0.652269648,0.647696477,0.645325203,0.639397019,0.654471545,0.66700542,0.680386179
log4j-1.0_log4j-1.1,0.807019415,0.786857265,0.773629187,0.796564967,0.796244933,0.806272669,0.807766162,0.788137401,0.766588436
log4j-1.1_log4j-1.2,0.558409247,0.550582819,0.559790381,0.55977079,0.561435988,0.564570477,0.563620335,0.551944363,0.559956901
lucene-2.0_lucene-2.2,0.714672691,0.700531988,0.71455534,0.689608637,0.704492558,0.706360383,0.711044613,0.696630093,0.704727259
lucene-2.2_lucene-2.4,0.686653016,0.66152271,0.674450856,0.704704952,0.652429263,0.690855361,0.68615041,0.653597357,0.685424423
poi-1.5_poi-2.0,0.695206598,0.664461865,0.703903315,0.635064511,0.724481463,0.695900702,0.712559203,0.699902009,0.657194186
poi-2.0_poi-2.5,0.568488165,0.538028907,0.507103582,0.476927105,0.457923125,0.478047759,0.459080436,0.514539694,0.48580331
poi-2.5_poi-3.0,0.682642534,0.701076923,0.706728507,0.70419457,0.681579186,0.68069457,0.697221719,0.681529412,0.68788009
synapse-1.0_synapse-1.1,0.617731368,0.668623169,0.723177723,0.682159432,0.679224679,0.712576213,0.703248703,0.727045227,0.719355719
synapse-1.1_synapse-1.2,0.653717672,0.665220905,0.643938578,0.686341595,0.681707974,0.68748653,0.638362069,0.64762931,0.669234914
velocity-1.4_velocity-1.5,0.626111754,0.637476353,0.612784821,0.627071745,0.558622978,0.641090437,0.622667081,0.601751984,0.644662168
velocity-1.5_velocity-1.6,0.735784877,0.714502413,0.710595265,0.731693863,0.706791542,0.725327511,0.727740749,0.723419903,0.715927373
xalan-2.4_xalan-2.5,0.627408283,0.636283898,0.629718358,0.637042587,0.632493967,0.636184224,0.629051134,0.643873141,0.635724555
xalan-2.5_xalan-2.6,0.673122712,0.675838192,0.639932203,0.67448678,0.660549605,0.655728814,0.637734689,0.674217401,0.644353446
xalan-2.6_xalan-2.7,0.568982249,0.571226455,0.570664156,0.569031223,0.567854477,0.56903213,0.568764131,0.569378125,0.57018983
xerces-init_xerces-1.2,0.616462451,0.603666008,0.623023715,0.61215415,0.720395257,0.662312253,0.622588933,0.709407115,0.700968379
xerces-1.2_xerces-1.3,0.567774995,0.587356598,0.575312539,0.552436834,0.529029269,0.557435176,0.59091377,0.535177115,0.516807924
xerces-1.3_xerces-1.4,0.720673388,0.73423674,0.736485133,0.72124188,0.702523741,0.723009693,0.69790974,0.719486855,0.71665665
,0.700305498,0.693989817,0.694887288,0.68671424,0.688814083,0.698032065,0.690492384,0.697193075,0.693495188
