filename,MLP/nsga2_random10p_toZero/FPA_L1_MSE,MLP/nsga2_random20p_toZero/FPA_L1_MSE,MLP/nsga2_random30p_toZero/FPA_L1_MSE,mlp3/nsga2_random10p_toZero/FPA_L1_MSE,mlp3/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random10p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp5/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.64056897,0.555462587,0.57733684,0.579727468,0.577814965,0.621623237,0.587855606,0.566220416,0.564188382
ant-1.4_ant-1.5,0.680351048,0.76479766,0.726864944,0.628961482,0.716333496,0.730521697,0.688932228,0.745685032,0.749098001
ant-1.5_ant-1.6,0.819630249,0.805524588,0.824747616,0.814040629,0.808466493,0.815356745,0.782933854,0.80970519,0.801452372
ant-1.6_ant-1.7,0.814002621,0.814435487,0.8279834,0.829438863,0.826516024,0.826516024,0.822969699,0.829061594,0.82739367
camel-1.0_camel-1.2,0.675822999,0.653039297,0.665478801,0.626209921,0.620695957,0.657845899,0.613675892,0.670532743,0.669433101
camel-1.2_camel-1.4,0.752071067,0.762772148,0.760066069,0.732674928,0.760030125,0.734381419,0.768821032,0.769947282,0.751906751
camel-1.4_camel-1.6,0.757753368,0.757626943,0.754055959,0.74851399,0.735874611,0.745585492,0.734679793,0.751448705,0.737653886
ivy-1.1_ivy-1.4,0.820193638,0.736053481,0.771899493,0.767173813,0.771553711,0.770631627,0.766712771,0.782388197,0.767865376
ivy-1.4_ivy-2.0,0.799944196,0.821986607,0.812525365,0.817065747,0.828378653,0.767654221,0.79591112,0.744673295,0.743607955
jedit-3.2_jedit-4.0,0.843571057,0.840144022,0.71470299,0.838669096,0.840606744,0.845754526,0.841749089,0.837844872,0.840259703
jedit-4.0_jedit-4.1,0.803556658,0.818120052,0.804959825,0.823732719,0.831088267,0.811975659,0.800942337,0.837129269,0.841397849
jedit-4.1_jedit-4.2,0.87214025,0.873219886,0.868284407,0.874633695,0.874273816,0.871266259,0.878463832,0.871163436,0.86656213
jedit-4.2_jedit-4.3,0.629065041,0.637025745,0.674627371,0.691226287,0.650067751,0.630250678,0.64803523,0.675135501,0.652947154
log4j-1.0_log4j-1.1,0.803179006,0.792617879,0.797098357,0.803072328,0.799978664,0.806272669,0.809579689,0.780989972,0.775016002
log4j-1.1_log4j-1.2,0.562944461,0.547272015,0.559721814,0.555558821,0.559643452,0.561749437,0.563620335,0.565667548,0.555774317
lucene-2.0_lucene-2.2,0.715552817,0.698018737,0.714584678,0.700131041,0.704296974,0.716569853,0.713469851,0.718144302,0.716472061
lucene-2.2_lucene-2.4,0.706836374,0.673927308,0.694922748,0.679825949,0.693815153,0.661666977,0.692144453,0.685219657,0.662230082
poi-1.5_poi-2.0,0.694471664,0.682100278,0.700881921,0.622815613,0.659848114,0.695900702,0.647885024,0.701290217,0.587865425
poi-2.0_poi-2.5,0.481242145,0.538196481,0.507103582,0.469600964,0.455566611,0.484426058,0.468087558,0.452016129,0.46464181
poi-2.5_poi-3.0,0.692778281,0.688855204,0.705056561,0.692642534,0.689746606,0.660411765,0.684660633,0.681529412,0.687719457
synapse-1.0_synapse-1.1,0.621894622,0.675925926,0.707252707,0.68011193,0.658749659,0.714305214,0.711529712,0.729274729,0.705591956
synapse-1.1_synapse-1.2,0.65153556,0.654283405,0.656707974,0.636772629,0.653960129,0.65705819,0.642456897,0.655253233,0.627262931
velocity-1.4_velocity-1.5,0.620408279,0.64453511,0.610829545,0.620316515,0.610469549,0.662972584,0.607744868,0.603262558,0.650746817
velocity-1.5_velocity-1.6,0.745207998,0.725189612,0.715582625,0.715398759,0.708825557,0.715490692,0.730291887,0.717708573,0.715375776
xalan-2.4_xalan-2.5,0.64755988,0.629187158,0.616160444,0.637042587,0.63828909,0.633107251,0.646917281,0.633354675,0.633699428
xalan-2.5_xalan-2.6,0.673122712,0.675838192,0.672920226,0.674362938,0.669714802,0.686697401,0.637734689,0.624735819,0.637712994
xalan-2.6_xalan-2.7,0.570087347,0.571226455,0.56873783,0.570003909,0.567854477,0.568195031,0.571152993,0.571214665,0.569982142
xerces-init_xerces-1.2,0.625019763,0.598379447,0.652203557,0.611185771,0.642865613,0.582332016,0.687687747,0.693577075,0.58715415
xerces-1.2_xerces-1.3,0.553614933,0.587082089,0.560729277,0.54069016,0.564841185,0.414919535,0.5148063,0.528520285,0.504077594
xerces-1.3_xerces-1.4,0.722016564,0.740091619,0.737126618,0.717309856,0.756121277,0.723009693,0.721288766,0.734244732,0.736746202
,0.699871452,0.698764514,0.698705118,0.689963698,0.695876251,0.692481618,0.692758039,0.69889797,0.687727849
