filename,MLP/nsga2_random10p_toZero/FPA_L1_MSE,MLP/nsga2_random20p_toZero/FPA_L1_MSE,MLP/nsga2_random30p_toZero/FPA_L1_MSE,mlp3/nsga2_random10p_toZero/FPA_L1_MSE,mlp3/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random10p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp5/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.646904136,0.563590724,0.603036098,0.545421946,0.573272771,0.553789147,0.529404733,0.597418121,0.599689218
ant-1.4_ant-1.5,0.697805948,0.739541687,0.724427109,0.665919064,0.641735739,0.694978059,0.698683569,0.736031204,0.718186251
ant-1.5_ant-1.6,0.731202775,0.805555556,0.815875449,0.777173913,0.733138239,0.825312771,0.786866716,0.790613774,0.801452372
ant-1.6_ant-1.7,0.822687741,0.804864779,0.827862277,0.819244669,0.828712124,0.827548549,0.815114571,0.819081847,0.827314245
camel-1.0_camel-1.2,0.67891397,0.673459871,0.661647384,0.597660189,0.620695957,0.607282844,0.609891737,0.646756529,0.67500063
camel-1.2_camel-1.4,0.75524442,0.764086677,0.760066069,0.751290566,0.762032726,0.747127893,0.769991784,0.775667534,0.760589826
camel-1.4_camel-1.6,0.755334715,0.759110881,0.752035233,0.745678756,0.738979275,0.752787565,0.735523316,0.734810363,0.73042487
ivy-1.1_ivy-1.4,0.829183956,0.759566621,0.788842785,0.73121254,0.775703089,0.790225911,0.775011526,0.774550484,0.766251729
ivy-1.4_ivy-2.0,0.795556006,0.76755276,0.795505276,0.709719968,0.747666396,0.766081575,0.804433847,0.79537845,0.716213474
jedit-3.2_jedit-4.0,0.818584071,0.838322054,0.83959454,0.839001677,0.776216091,0.832190988,0.778761062,0.839073978,0.837035109
jedit-4.0_jedit-4.1,0.795196739,0.816155619,0.80114912,0.803113553,0.789480681,0.825608531,0.795787546,0.841914806,0.80366005
jedit-4.1_jedit-4.2,0.872731479,0.874762223,0.865482494,0.871266259,0.879209295,0.868143026,0.875019279,0.874145288,0.856871112
jedit-4.2_jedit-4.3,0.638550136,0.638042005,0.671239837,0.612974255,0.634993225,0.622289973,0.654471545,0.616192412,0.680386179
log4j-1.0_log4j-1.1,0.793151269,0.786857265,0.788564114,0.797845103,0.796244933,0.806272669,0.809579689,0.780989972,0.78109665
log4j-1.1_log4j-1.2,0.561935547,0.54956411,0.559819767,0.559790381,0.539151729,0.560240964,0.564247233,0.552747576,0.553315702
lucene-2.0_lucene-2.2,0.692297913,0.696493184,0.714164173,0.716520957,0.697686245,0.698801072,0.710389407,0.699837666,0.716574742
lucene-2.2_lucene-2.4,0.672742926,0.671272338,0.685131236,0.691595309,0.652429263,0.679881794,0.662555845,0.653597357,0.587420886
poi-1.5_poi-2.0,0.694471664,0.663073657,0.699248734,0.635064511,0.685979095,0.692797648,0.703495019,0.701290217,0.657194186
poi-2.0_poi-2.5,0.566060955,0.543053519,0.507179514,0.471219103,0.457923125,0.478016339,0.459080436,0.455414747,0.462083682
poi-2.5_poi-3.0,0.682067873,0.68861086,0.705056561,0.674588235,0.688364253,0.68058371,0.675470588,0.687683258,0.687864253
synapse-1.0_synapse-1.1,0.615979616,0.678769679,0.723177723,0.68011193,0.681294931,0.714305214,0.714032214,0.718946219,0.677313677
synapse-1.1_synapse-1.2,0.653717672,0.671686422,0.642147091,0.667241379,0.678259698,0.661988147,0.6625,0.643130388,0.641540948
velocity-1.4_velocity-1.5,0.625081176,0.641626902,0.598794364,0.627071745,0.558622978,0.642544541,0.593937939,0.614083632,0.650746817
velocity-1.5_velocity-1.6,0.733647437,0.727740749,0.71034245,0.715398759,0.719857504,0.725327511,0.735865318,0.717444266,0.711008963
xalan-2.4_xalan-2.5,0.631225184,0.635690548,0.627027179,0.632167976,0.626811416,0.636184224,0.6214572,0.623192688,0.635714001
xalan-2.5_xalan-2.6,0.67304678,0.673448136,0.638917966,0.67448678,0.651140339,0.655728814,0.673242938,0.674217401,0.693940791
xalan-2.6_xalan-2.7,0.56899948,0.57107273,0.568309758,0.561461505,0.57098249,0.57016489,0.569301943,0.570533558,0.570514512
xerces-init_xerces-1.2,0.618814229,0.603666008,0.621482213,0.637450593,0.632865613,0.6293083,0.693142292,0.653577075,0.698992095
xerces-1.2_xerces-1.3,0.570634458,0.587356598,0.575312539,0.54069016,0.577291288,0.557435176,0.530213087,0.535177115,0.513033433
xerces-1.3_xerces-1.4,0.722016564,0.715557495,0.736514437,0.730683533,0.703287769,0.711366533,0.69790974,0.719720219,0.710161884
,0.697126228,0.697005055,0.700265116,0.682768844,0.680667609,0.693810479,0.690179404,0.694773938,0.690719743
