filename,MLP/nsga2_random10p_toZero/FPA_L1_MSE,MLP/nsga2_random20p_toZero/FPA_L1_MSE,MLP/nsga2_random30p_toZero/FPA_L1_MSE,mlp3/nsga2_random10p_toZero/FPA_L1_MSE,mlp3/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random10p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp5/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.646904136,0.563590724,0.603036098,0.663100645,0.564546976,0.649175233,0.523667224,0.597418121,0.567893856
ant-1.4_ant-1.5,0.697805948,0.739541687,0.724427109,0.59629449,0.641735739,0.726133593,0.698683569,0.764017552,0.737396392
ant-1.5_ant-1.6,0.731202775,0.805555556,0.815875449,0.789127338,0.760126347,0.78291837,0.765623065,0.790613774,0.800120773
ant-1.6_ant-1.7,0.814292522,0.814943807,0.827862277,0.818275684,0.829796275,0.827548549,0.820928478,0.817096223,0.82870021
camel-1.0_camel-1.2,0.636053136,0.661152702,0.674562664,0.53659697,0.620695957,0.607282844,0.609891737,0.646756529,0.635652979
camel-1.2_camel-1.4,0.75524442,0.781055731,0.753062098,0.759489251,0.75801383,0.747127893,0.769991784,0.775458716,0.760589826
camel-1.4_camel-1.6,0.757753368,0.756509845,0.752035233,0.755464249,0.739372021,0.752787565,0.741308808,0.758172021,0.757496373
ivy-1.1_ivy-1.4,0.786307054,0.759566621,0.77593361,0.698939604,0.772706316,0.766712771,0.771784232,0.745965883,0.769017981
ivy-1.4_ivy-2.0,0.795556006,0.76755276,0.795505276,0.74165483,0.747666396,0.766081575,0.804433847,0.79537845,0.714995942
jedit-3.2_jedit-4.0,0.829226676,0.771516571,0.808635549,0.834345538,0.833044132,0.837873793,0.83488056,0.830455781,0.840534444
jedit-4.0_jedit-4.1,0.81961184,0.816155619,0.795802316,0.823732719,0.796348812,0.811975659,0.75590807,0.807840009,0.793202765
jedit-4.1_jedit-4.2,0.872731479,0.873759704,0.869466865,0.871266259,0.879209295,0.872937124,0.873939643,0.874145288,0.870700735
jedit-4.2_jedit-4.3,0.629065041,0.632283198,0.674796748,0.642276423,0.645325203,0.639397019,0.640921409,0.68546748,0.680386179
log4j-1.0_log4j-1.1,0.807019415,0.786857265,0.773629187,0.797845103,0.796244933,0.806272669,0.809579689,0.796778323,0.766588436
log4j-1.1_log4j-1.2,0.559839357,0.547418944,0.559819767,0.557615829,0.561240082,0.558644333,0.563620335,0.550778725,0.553315702
lucene-2.0_lucene-2.2,0.715503921,0.700531988,0.714164173,0.691310215,0.715357234,0.706360383,0.711044613,0.699837666,0.704727259
lucene-2.2_lucene-2.4,0.686653016,0.66152271,0.674450856,0.679346612,0.652429263,0.690855361,0.689556962,0.653220402,0.685424423
poi-1.5_poi-2.0,0.694471664,0.663073657,0.705618161,0.635064511,0.658133268,0.651151396,0.647027601,0.699902009,0.58966193
poi-2.0_poi-2.5,0.566060955,0.538028907,0.50651969,0.471219103,0.457923125,0.477301529,0.459080436,0.513306452,0.48580331
poi-2.5_poi-3.0,0.682067873,0.701076923,0.705056561,0.674588235,0.681579186,0.68069457,0.675470588,0.669773756,0.688520362
synapse-1.0_synapse-1.1,0.615979616,0.668623169,0.723177723,0.68011193,0.679224679,0.714305214,0.703248703,0.718263718,0.72008372
synapse-1.1_synapse-1.2,0.653717672,0.665086207,0.647454203,0.64609375,0.678259698,0.687621228,0.6625,0.64762931,0.641540948
velocity-1.4_velocity-1.5,0.626111754,0.642015134,0.613307169,0.572041675,0.558622978,0.642544541,0.593937939,0.603262558,0.650746817
velocity-1.5_velocity-1.6,0.733647437,0.714502413,0.715582625,0.71512296,0.711491611,0.725327511,0.727740749,0.723350954,0.715375776
xalan-2.4_xalan-2.5,0.640884114,0.636424613,0.629184813,0.632167976,0.641351992,0.636184224,0.630088909,0.640810238,0.635714001
xalan-2.5_xalan-2.6,0.673122712,0.656989831,0.638917966,0.67448678,0.693457175,0.655728814,0.637734689,0.674524746,0.647525424
xalan-2.6_xalan-2.7,0.56899948,0.569950853,0.568309758,0.561461505,0.568146963,0.568698378,0.57380668,0.57041747,0.570514512
xerces-init_xerces-1.2,0.618814229,0.603666008,0.621482213,0.637450593,0.720395257,0.662312253,0.693142292,0.709407115,0.698992095
xerces-1.2_xerces-1.3,0.563417173,0.587356598,0.575312539,0.552436834,0.529029269,0.557435176,0.59091377,0.535177115,0.516807924
xerces-1.3_xerces-1.4,0.720673388,0.743275067,0.735777049,0.730683533,0.703287769,0.711366533,0.69790974,0.704098682,0.694349074
,0.696624606,0.694319494,0.699292192,0.681320372,0.686492059,0.697358537,0.689278871,0.699977502,0.690746006
