filename,MLP/nsga2_random10p_toZero/FPA_L1_MSE,MLP/nsga2_random20p_toZero/FPA_L1_MSE,MLP/nsga2_random30p_toZero/FPA_L1_MSE,mlp3/nsga2_random10p_toZero/FPA_L1_MSE,mlp3/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random10p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp5/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.650071719,0.566220416,0.607638059,0.58654076,0.596820464,0.641047095,0.553191489,0.56155869,0.569925891
ant-1.4_ant-1.5,0.689907362,0.762067284,0.724427109,0.665919064,0.774061433,0.726133593,0.727645051,0.713115553,0.707459776
ant-1.5_ant-1.6,0.751006441,0.813181283,0.81667286,0.721107395,0.807382633,0.750929023,0.775733928,0.798680788,0.816038028
ant-1.6_ant-1.7,0.819554426,0.828322942,0.827709384,0.827492951,0.827496922,0.829363409,0.819844327,0.827433382,0.828223661
camel-1.0_camel-1.2,0.67891397,0.653039297,0.674562664,0.600486489,0.620695957,0.633229986,0.609891737,0.646756529,0.671024274
camel-1.2_camel-1.4,0.764562509,0.76898706,0.764215049,0.76463782,0.764213337,0.763285636,0.771528824,0.749976037,0.76555354
camel-1.4_camel-1.6,0.740594819,0.744058031,0.752584456,0.757786528,0.739579275,0.747970984,0.76667772,0.727260104,0.738439378
ivy-1.1_ivy-1.4,0.788381743,0.763024435,0.771899493,0.765790687,0.771553711,0.767404334,0.779852467,0.773167358,0.77132319
ivy-1.4_ivy-2.0,0.816355519,0.758218344,0.794921875,0.775821834,0.791903409,0.786424513,0.79591112,0.79537845,0.781909497
jedit-3.2_jedit-4.0,0.829226676,0.840592284,0.815706519,0.837107409,0.80186824,0.838799237,0.816675343,0.843440916,0.83969576
jedit-4.0_jedit-4.1,0.798062153,0.815845445,0.80707196,0.824825712,0.823053291,0.821605814,0.824870022,0.817499705,0.822078459
jedit-4.1_jedit-4.2,0.87067503,0.87433808,0.869466865,0.870752146,0.870803558,0.8700838,0.870520796,0.862680582,0.87067503
jedit-4.2_jedit-4.3,0.654640921,0.64397019,0.674796748,0.658197832,0.665142276,0.686144986,0.654471545,0.671917344,0.655995935
log4j-1.0_log4j-1.1,0.799445274,0.786643909,0.788564114,0.784617026,0.775762748,0.800618733,0.808192874,0.810539791,0.776402816
log4j-1.1_log4j-1.2,0.564825154,0.558977373,0.559819767,0.560965814,0.561435988,0.558585562,0.564472524,0.562239201,0.559731609
lucene-2.0_lucene-2.2,0.723200141,0.698018737,0.707147607,0.713450292,0.715709284,0.687667469,0.711533572,0.715855972,0.704727259
lucene-2.2_lucene-2.4,0.665687826,0.674155343,0.667074646,0.679346612,0.694871556,0.693836095,0.681706069,0.701098287,0.663877513
poi-1.5_poi-2.0,0.69614568,0.698187163,0.675322554,0.731585824,0.658255757,0.692797648,0.649191573,0.692062714,0.587865425
poi-2.0_poi-2.5,0.514620863,0.452429828,0.507155949,0.469600964,0.453424801,0.523769376,0.468087558,0.455414747,0.47120863
poi-2.5_poi-3.0,0.683004525,0.701076923,0.686054299,0.683506787,0.681923077,0.67238914,0.687321267,0.686013575,0.688334842
synapse-1.0_synapse-1.1,0.619005369,0.677905178,0.678860679,0.67021567,0.714896715,0.715761216,0.722176722,0.716261716,0.72026572
synapse-1.1_synapse-1.2,0.649434267,0.646740302,0.644234914,0.635048491,0.678609914,0.68748653,0.666002155,0.64762931,0.670608836
velocity-1.4_velocity-1.5,0.620577689,0.643716294,0.598864952,0.587458,0.654544428,0.64141514,0.609855437,0.650083293,0.652455036
velocity-1.5_velocity-1.6,0.720064353,0.732911974,0.710595265,0.704711561,0.720374627,0.712043208,0.722408642,0.711445645,0.713399219
xalan-2.4_xalan-2.5,0.647297212,0.636394125,0.62714796,0.634241181,0.633554022,0.637366233,0.646917281,0.637049623,0.63748115
xalan-2.5_xalan-2.6,0.674514802,0.656989831,0.663376271,0.667308475,0.687625763,0.693212203,0.673242938,0.639048136,0.679256045
xalan-2.6_xalan-2.7,0.569929087,0.568463029,0.568745992,0.570181668,0.567790085,0.568698378,0.567932927,0.568638974,0.569925459
xerces-init_xerces-1.2,0.592440711,0.578063241,0.650592885,0.597944664,0.636561265,0.617134387,0.697351779,0.584328063,0.729822134
xerces-1.2_xerces-1.3,0.364867492,0.56556177,0.570880372,0.534845417,0.518317721,0.557435176,0.552842878,0.511111874,0.513033433
xerces-1.3_xerces-1.4,0.697226698,0.740063381,0.734511662,0.728549691,0.716966737,0.726357774,0.728550756,0.744312418,0.727095694
,0.688474681,0.694938783,0.698020764,0.687001492,0.697506633,0.701633223,0.697486711,0.694066626,0.696794441
