filename,MLP/nsga2_random10p_toZero/FPA_L1_MSE,MLP/nsga2_random20p_toZero/FPA_L1_MSE,MLP/nsga2_random30p_toZero/FPA_L1_MSE,mlp3/nsga2_random10p_toZero/FPA_L1_MSE,mlp3/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random10p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp5/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.651685393,0.562754004,0.57733684,0.614391585,0.596820464,0.551398518,0.523069567,0.597418121,0.582476691
ant-1.4_ant-1.5,0.685616772,0.76479766,0.747830327,0.703949293,0.773866407,0.662798635,0.750755729,0.741882009,0.768015602
ant-1.5_ant-1.6,0.796605971,0.823919237,0.824747616,0.739765267,0.607410504,0.824972129,0.735816921,0.809736158,0.81884058
ant-1.6_ant-1.7,0.827798737,0.826182439,0.827683571,0.799229578,0.825678091,0.827453239,0.823041182,0.823358882,0.777884119
camel-1.0_camel-1.2,0.672281458,0.673459871,0.671563067,0.581855591,0.654847878,0.665664701,0.642361111,0.671553615,0.630208333
camel-1.2_camel-1.4,0.754631658,0.762155963,0.765247159,0.730155416,0.762724223,0.735064357,0.774746679,0.769974668,0.763720389
camel-1.4_camel-1.6,0.739237306,0.73738342,0.739055959,0.739977202,0.751863212,0.763715026,0.742822798,0.727801036,0.743398964
ivy-1.1_ivy-1.4,0.792992162,0.687183034,0.685569387,0.763946519,0.753803596,0.772014753,0.786076533,0.7736284,0.77132319
ivy-1.4_ivy-2.0,0.800350041,0.76755276,0.761008523,0.826349432,0.825207995,0.825487013,0.691710633,0.782163149,0.770089286
jedit-3.2_jedit-4.0,0.836818208,0.671308346,0.839348719,0.83717971,0.837772572,0.840093412,0.837064029,0.843397536,0.838987217
jedit-4.0_jedit-4.1,0.82380657,0.794473,0.801651306,0.802567057,0.818873331,0.822263086,0.786511875,0.812300603,0.820749143
jedit-4.1_jedit-4.2,0.871266259,0.874762223,0.863811629,0.846254691,0.857051051,0.839674053,0.870520796,0.863348928,0.859338851
jedit-4.2_jedit-4.3,0.66649729,0.635162602,0.665057588,0.703421409,0.642445799,0.660569106,0.678523035,0.671409214,0.691056911
log4j-1.0_log4j-1.1,0.79912524,0.783443567,0.778429699,0.801472157,0.784830382,0.748133134,0.801685513,0.794964796,0.775016002
log4j-1.1_log4j-1.2,0.565305123,0.548418062,0.564619453,0.562425311,0.559721814,0.558585562,0.55201293,0.550573024,0.545915369
lucene-2.0_lucene-2.2,0.717489096,0.703896028,0.714584678,0.714364646,0.717000137,0.71623736,0.707377418,0.676465411,0.71648184
lucene-2.2_lucene-2.4,0.672742926,0.660415115,0.667032762,0.657636821,0.698897059,0.654970216,0.654276806,0.6850242,0.64211653
poi-1.5_poi-2.0,0.715172301,0.709456149,0.689857913,0.703739997,0.615466275,0.658500735,0.693124285,0.713947411,0.653192879
poi-2.0_poi-2.5,0.477429828,0.524848136,0.50651969,0.509876414,0.457053833,0.619252723,0.443213238,0.439709887,0.464369501
poi-2.5_poi-3.0,0.680493213,0.679936652,0.650644796,0.667425339,0.70138914,0.671857466,0.624334842,0.674171946,0.692755656
synapse-1.0_synapse-1.1,0.62030212,0.685116935,0.672809173,0.643325143,0.727136227,0.710619711,0.701383201,0.706479206,0.725862226
synapse-1.1_synapse-1.2,0.679148707,0.657165948,0.656330819,0.674703664,0.664655172,0.697063578,0.693318966,0.672508082,0.705360991
velocity-1.4_velocity-1.5,0.620252986,0.641288082,0.63539402,0.611161307,0.535576136,0.642572776,0.608224864,0.642756303,0.613109524
velocity-1.5_velocity-1.6,0.72560331,0.727350034,0.705952655,0.703079752,0.704757527,0.709170306,0.708296943,0.714157665,0.717651115
xalan-2.4_xalan-2.5,0.627289848,0.630842908,0.624677234,0.636118557,0.633251484,0.584249741,0.621801953,0.626089077,0.634157925
xalan-2.5_xalan-2.6,0.671327458,0.678060113,0.645676836,0.671102373,0.676621017,0.694814915,0.691290395,0.634816723,0.679667345
xalan-2.6_xalan-2.7,0.571006977,0.569137788,0.568695204,0.570909935,0.568512004,0.569992572,0.56980393,0.555708374,0.570033838
xerces-init_xerces-1.2,0.563221344,0.578063241,0.57326087,0.614812253,0.611106719,0.47972332,0.537490119,0.531284585,0.560335968
xerces-1.2_xerces-1.3,0.302805705,0.350249917,0.581729175,0.437189033,0.533541502,0.490512301,0.453144838,0.540558625,0.563354265
xerces-1.3_xerces-1.4,0.708565632,0.731964371,0.734163214,0.741808283,0.671953054,0.630791477,0.711931828,0.725666739,0.728581125
,0.687895655,0.681358254,0.691342996,0.687006458,0.685661154,0.687607197,0.680524432,0.692428479,0.694135046
