filename,MLP/nsga2_random10p_toZero/FPA_L1_MSE,MLP/nsga2_random20p_toZero/FPA_L1_MSE,MLP/nsga2_random30p_toZero/FPA_L1_MSE,mlp3/nsga2_random10p_toZero/FPA_L1_MSE,mlp3/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random10p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp5/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.650071719,0.562036816,0.586899355,0.58654076,0.575902462,0.641047095,0.553191489,0.570284485,0.550083672
ant-1.4_ant-1.5,0.692442711,0.753193564,0.724719649,0.605460751,0.774061433,0.69614822,0.706289615,0.713115553,0.750170648
ant-1.5_ant-1.6,0.804301375,0.721091911,0.82280441,0.810022606,0.769927536,0.750201288,0.765623065,0.820450886,0.803093645
ant-1.6_ant-1.7,0.816913546,0.827637902,0.827709384,0.828688297,0.828227632,0.825928279,0.825098288,0.827463167,0.827218935
camel-1.0_camel-1.2,0.67891397,0.659293708,0.674521703,0.600486489,0.620695957,0.633229986,0.609891737,0.672577637,0.67500063
camel-1.2_camel-1.4,0.764562509,0.768944269,0.76472169,0.751244352,0.764141449,0.764329728,0.770036286,0.756665069,0.751906751
camel-1.4_camel-1.6,0.741465285,0.737683938,0.738897409,0.748673575,0.731917098,0.743012435,0.76667772,0.764103627,0.73641658
ivy-1.1_ivy-1.4,0.772475795,0.763024435,0.775011526,0.698939604,0.770862148,0.772014753,0.769248502,0.771553711,0.778930383
ivy-1.4_ivy-2.0,0.816355519,0.762530438,0.792816558,0.789772727,0.798904221,0.786424513,0.79007711,0.814630682,0.804865057
jedit-3.2_jedit-4.0,0.831786107,0.833463474,0.741808375,0.838669096,0.790502632,0.839189658,0.816675343,0.838640176,0.837468911
jedit-4.0_jedit-4.1,0.806776557,0.815845445,0.801355902,0.824825712,0.823053291,0.804354248,0.805742644,0.833289023,0.82803084
jedit-4.1_jedit-4.2,0.870983497,0.873965349,0.869466865,0.870752146,0.874273816,0.8700838,0.874556578,0.861086834,0.870700735
jedit-4.2_jedit-4.3,0.655826558,0.64397019,0.674796748,0.68648374,0.665142276,0.661754743,0.64803523,0.671917344,0.702743902
log4j-1.0_log4j-1.1,0.800085342,0.786537231,0.788564114,0.799231918,0.802005547,0.789737572,0.809579689,0.773309153,0.779816514
log4j-1.1_log4j-1.2,0.562944461,0.554765403,0.559643452,0.560965814,0.561240082,0.560221373,0.560877657,0.562239201,0.559731609
lucene-2.0_lucene-2.2,0.714672691,0.700531988,0.707147607,0.713450292,0.704433883,0.687603904,0.715068748,0.715855972,0.716574742
lucene-2.2_lucene-2.4,0.693266009,0.674155343,0.685131236,0.704704952,0.698897059,0.693531273,0.693321854,0.652056962,0.623548027
poi-1.5_poi-2.0,0.720316838,0.677935652,0.675322554,0.698268822,0.733953944,0.651151396,0.649191573,0.681528662,0.587865425
poi-2.0_poi-2.5,0.481242145,0.538028907,0.507155949,0.465469208,0.453424801,0.476806661,0.459080436,0.452021366,0.466186636
poi-2.5_poi-3.0,0.68400905,0.690004525,0.674131222,0.672977376,0.701947964,0.67320362,0.690633484,0.680393665,0.687683258
synapse-1.0_synapse-1.1,0.619005369,0.671535172,0.678860679,0.666484666,0.723814724,0.716534717,0.71043771,0.716261716,0.72008372
synapse-1.1_synapse-1.2,0.622144397,0.665220905,0.644814116,0.674703664,0.682085129,0.644719828,0.674070582,0.663900862,0.670608836
velocity-1.4_velocity-1.5,0.620252986,0.641789254,0.598864952,0.572041675,0.581260412,0.64141514,0.624403535,0.657452636,0.646836265
velocity-1.5_velocity-1.6,0.74008274,0.729303608,0.705447024,0.71162951,0.719857504,0.700137899,0.725028729,0.71234199,0.713399219
xalan-2.4_xalan-2.5,0.644457109,0.636394125,0.629184813,0.631011766,0.632970053,0.637223172,0.6431766,0.637049623,0.635832436
xalan-2.5_xalan-2.6,0.673122712,0.656989831,0.663376271,0.678904407,0.686851977,0.657213107,0.660492655,0.639048136,0.636488136
xalan-2.6_xalan-2.7,0.570974327,0.568463029,0.568745992,0.570349904,0.567790085,0.568698378,0.570457829,0.569064326,0.569144136
xerces-init_xerces-1.2,0.616462451,0.602035573,0.608537549,0.590750988,0.611106719,0.582332016,0.700434783,0.699436759,0.729822134
xerces-1.2_xerces-1.3,0.567883654,0.56556177,0.575312539,0.564686774,0.571818275,0.550704,0.552842878,0.540558625,0.591542852
xerces-1.3_xerces-1.4,0.738492703,0.738816109,0.738214584,0.739952027,0.703287769,0.723009693,0.710113933,0.745435016,0.729377653
,0.699076338,0.694024995,0.693466141,0.688538121,0.697478596,0.69139875,0.695011876,0.700457762,0.69937241
