filename,MLP/nsga2_random10p_toZero/FPA_L1_MSE,MLP/nsga2_random20p_toZero/FPA_L1_MSE,MLP/nsga2_random30p_toZero/FPA_L1_MSE,mlp3/nsga2_random10p_toZero/FPA_L1_MSE,mlp3/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random10p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp5/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.64558929,0.558689935,0.58235716,0.58654076,0.57901028,0.657363137,0.553191489,0.56155869,0.562036816
ant-1.4_ant-1.5,0.701218918,0.752705997,0.726864944,0.690004876,0.641735739,0.726133593,0.698683569,0.761872257,0.718186251
ant-1.5_ant-1.6,0.751006441,0.801189149,0.815875449,0.78892605,0.808466493,0.809070358,0.786866716,0.780471944,0.803093645
ant-1.6_ant-1.7,0.811016242,0.814435487,0.828070768,0.827322187,0.826516024,0.829053652,0.812682181,0.820003177,0.827492951
camel-1.0_camel-1.2,0.675822999,0.661152702,0.674685546,0.626209921,0.646227188,0.604677102,0.623048057,0.609519938,0.660346088
camel-1.2_camel-1.4,0.752071067,0.761690401,0.758953512,0.759489251,0.763660482,0.764329728,0.770036286,0.775667534,0.762849172
camel-1.4_camel-1.6,0.757753368,0.748609326,0.752035233,0.755464249,0.749310881,0.744643523,0.741308808,0.764103627,0.739020725
ivy-1.1_ivy-1.4,0.785615491,0.735361918,0.774665745,0.6934071,0.772706316,0.766712771,0.741816505,0.783540802,0.767404334
ivy-1.4_ivy-2.0,0.813362419,0.758877841,0.830915179,0.74165483,0.830255682,0.800121753,0.815188718,0.79537845,0.727982955
jedit-3.2_jedit-4.0,0.829226676,0.772745676,0.727637515,0.836904968,0.833044132,0.845523165,0.846954711,0.828778414,0.840259703
jedit-4.0_jedit-4.1,0.820054945,0.816849817,0.789495451,0.810099846,0.808312655,0.793823112,0.766557367,0.79360156,0.793202765
jedit-4.1_jedit-4.2,0.872500129,0.870803558,0.869158398,0.870752146,0.876638733,0.87319418,0.870520796,0.874659401,0.870752146
jedit-4.2_jedit-4.3,0.629065041,0.638888889,0.674796748,0.642276423,0.634993225,0.6649729,0.640921409,0.66700542,0.638380759
log4j-1.0_log4j-1.1,0.807552806,0.786857265,0.788564114,0.797845103,0.782163431,0.789737572,0.808192874,0.790697674,0.775442714
log4j-1.1_log4j-1.2,0.561935547,0.54850622,0.559819767,0.557615829,0.561240082,0.560299736,0.561181311,0.55203252,0.56027035
lucene-2.0_lucene-2.2,0.688796965,0.700531988,0.715122533,0.713450292,0.715357234,0.709792877,0.711044613,0.699837666,0.704727259
lucene-2.2_lucene-2.4,0.686536672,0.670411392,0.685131236,0.700739948,0.68597124,0.690855361,0.689556962,0.653220402,0.646221147
poi-1.5_poi-2.0,0.694471664,0.664870162,0.671157929,0.614282215,0.658133268,0.688878001,0.647640046,0.658990691,0.587865425
poi-2.0_poi-2.5,0.491019062,0.537028697,0.505427838,0.464131232,0.453424801,0.455053414,0.459237537,0.448544198,0.464369501
poi-2.5_poi-3.0,0.682459276,0.701076923,0.704923077,0.680841629,0.681579186,0.671223982,0.674230769,0.671303167,0.687719457
synapse-1.0_synapse-1.1,0.616411866,0.706024206,0.609427609,0.64009464,0.679224679,0.711120211,0.711529712,0.696560197,0.72026572
synapse-1.1_synapse-1.2,0.64455819,0.585641164,0.63984375,0.667241379,0.642241379,0.644181034,0.637230603,0.666594828,0.641540948
velocity-1.4_velocity-1.5,0.625081176,0.640553971,0.613307169,0.627071745,0.558622978,0.629288195,0.625617641,0.603262558,0.644662168
velocity-1.5_velocity-1.6,0.73730177,0.716318088,0.710595265,0.71512296,0.720087336,0.71034245,0.725028729,0.711595036,0.715375776
xalan-2.4_xalan-2.5,0.64755988,0.636283898,0.63653484,0.636118557,0.629917705,0.636839723,0.642611394,0.643873141,0.635832436
xalan-2.5_xalan-2.6,0.673122712,0.670668475,0.638917966,0.673552994,0.693457175,0.623751412,0.637734689,0.662997514,0.636488136
xalan-2.6_xalan-2.7,0.56899948,0.570730816,0.568745992,0.561461505,0.570401599,0.568699285,0.569447052,0.57150579,0.57018983
xerces-init_xerces-1.2,0.616462451,0.603666008,0.621482213,0.611185771,0.720395257,0.619802372,0.622588933,0.709407115,0.69972332
xerces-1.2_xerces-1.3,0.566516831,0.587356598,0.581546169,0.564320763,0.553163138,0.53983804,0.530213087,0.555851033,0.563354265
xerces-1.3_xerces-1.4,0.720673388,0.724074216,0.735777049,0.723041127,0.703287769,0.746578926,0.6872693,0.735671556,0.735000234
,0.695792092,0.691420026,0.693061206,0.685905677,0.692651536,0.695863386,0.686937729,0.694936877,0.6900019
