filename,MLP/nsga2_random10p_toZero/FPA_L1_MSE,MLP/nsga2_random20p_toZero/FPA_L1_MSE,MLP/nsga2_random30p_toZero/FPA_L1_MSE,mlp3/nsga2_random10p_toZero/FPA_L1_MSE,mlp3/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random10p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp5/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.592875926,0.55737509,0.609909156,0.597657184,0.575902462,0.59813531,0.543150849,0.5882142,0.586779823
ant-1.4_ant-1.5,0.689907362,0.761677231,0.724719649,0.723451975,0.771574842,0.769575817,0.747245246,0.743539737,0.770160897
ant-1.5_ant-1.6,0.807382633,0.822788926,0.819359284,0.810022606,0.807181345,0.824770841,0.771506875,0.808977456,0.824368265
ant-1.6_ant-1.7,0.826792026,0.828624757,0.827929788,0.828549303,0.825638378,0.827753068,0.826480283,0.827254676,0.827798737
camel-1.0_camel-1.2,0.673880508,0.653039297,0.674646161,0.625530916,0.666505974,0.662906143,0.678953355,0.666401996,0.656297263
camel-1.2_camel-1.4,0.773719704,0.752872107,0.763176092,0.748577639,0.764103793,0.754607695,0.752721484,0.761635629,0.765474805
camel-1.4_camel-1.6,0.741235233,0.735062176,0.735034197,0.726831088,0.737376166,0.744979275,0.748961658,0.738116062,0.727135751
ivy-1.1_ivy-1.4,0.792070078,0.761180267,0.768556939,0.698939604,0.784923928,0.78054403,0.778699862,0.797372061,0.606731213
ivy-1.4_ivy-2.0,0.810014205,0.758877841,0.800578328,0.817065747,0.759841721,0.791801948,0.801136364,0.776024756,0.824269481
jedit-3.2_jedit-4.0,0.834750419,0.685088785,0.8137761,0.840707965,0.838350975,0.837729192,0.74524264,0.840230783,0.84198045
jedit-4.0_jedit-4.1,0.809154555,0.827484344,0.801488834,0.81794281,0.825844854,0.821605814,0.798313246,0.820793454,0.82803084
jedit-4.1_jedit-4.2,0.868001645,0.872037427,0.869466865,0.860187137,0.874273816,0.863888746,0.873939643,0.869312632,0.864171508
jedit-4.2_jedit-4.3,0.641768293,0.632960705,0.662940379,0.674796748,0.637872629,0.632621951,0.675474255,0.671409214,0.638380759
log4j-1.0_log4j-1.1,0.799445274,0.768935353,0.784190314,0.784830382,0.78984425,0.795818221,0.788030723,0.802645616,0.801792191
log4j-1.1_log4j-1.2,0.558624743,0.559780586,0.570232148,0.565226761,0.546596141,0.565177784,0.560480948,0.545450093,0.566127926
lucene-2.0_lucene-2.2,0.714296192,0.70338751,0.714975845,0.716520957,0.715298559,0.687667469,0.710135148,0.716168906,0.715200767
lucene-2.2_lucene-2.4,0.665054914,0.694140916,0.644345681,0.691302122,0.65814408,0.69422003,0.677894639,0.701098287,0.623548027
poi-1.5_poi-2.0,0.658582394,0.677935652,0.65903152,0.703739997,0.75714519,0.709864446,0.705944798,0.713947411,0.655316022
poi-2.0_poi-2.5,0.516249476,0.545978215,0.497690616,0.461298178,0.493307499,0.630152912,0.470412652,0.480634688,0.464332845
poi-2.5_poi-3.0,0.683004525,0.689253394,0.690823529,0.671244344,0.701683258,0.67320362,0.656714932,0.680778281,0.686656109
synapse-1.0_synapse-1.1,0.678860679,0.685116935,0.713531714,0.708526709,0.710756211,0.715078715,0.72035672,0.716762217,0.710528711
synapse-1.1_synapse-1.2,0.643857759,0.671767241,0.654377694,0.664170259,0.669746767,0.687621228,0.67890625,0.660290948,0.650296336
velocity-1.4_velocity-1.5,0.602789621,0.652370331,0.575415761,0.630467007,0.556992405,0.636346952,0.63891634,0.657452636,0.632746986
velocity-1.5_velocity-1.6,0.716111239,0.714502413,0.717030568,0.732245461,0.707354631,0.711790393,0.724316249,0.706665134,0.712020225
xalan-2.4_xalan-2.5,0.644844076,0.636063444,0.635881687,0.634159097,0.623579655,0.633028685,0.625167393,0.627688541,0.633289008
xalan-2.5_xalan-2.6,0.69711096,0.679720678,0.685360452,0.692404972,0.685932655,0.585184181,0.660492655,0.634601582,0.694424407
xalan-2.6_xalan-2.7,0.570974327,0.569413949,0.568745992,0.565199884,0.569447505,0.568698378,0.570636041,0.569591254,0.569952667
xerces-init_xerces-1.2,0.631511858,0.598833992,0.626501976,0.576581028,0.685059289,0.514565217,0.623913043,0.593656126,0.491353755
xerces-1.2_xerces-1.3,0.357655927,0.484027039,0.570880372,0.527822576,0.584434227,0.530052957,0.472348992,0.259765067,0.312436377
xerces-1.3_xerces-1.4,0.708565632,0.739889157,0.742887192,0.746430809,0.710369141,0.728395713,0.70472738,0.729265766,0.755341798
,0.690303073,0.690672859,0.697449494,0.694747709,0.701169412,0.699259558,0.691040689,0.690191507,0.681231465
