filename,MLP/nsga2_random10p_toZero/FPA_L1_MSE,MLP/nsga2_random20p_toZero/FPA_L1_MSE,MLP/nsga2_random30p_toZero/FPA_L1_MSE,mlp3/nsga2_random10p_toZero/FPA_L1_MSE,mlp3/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random10p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp5/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.653538131,0.576021994,0.569925891,0.52581879,0.577814965,0.655450634,0.557494621,0.594967727,0.567893856
ant-1.4_ant-1.5,0.701218918,0.761969771,0.724329595,0.59629449,0.716333496,0.730521697,0.772988786,0.762554851,0.718186251
ant-1.5_ant-1.6,0.812383872,0.805555556,0.823114084,0.756766382,0.808714233,0.760466989,0.783228044,0.784017713,0.800120773
ant-1.6_ant-1.7,0.814292522,0.807910726,0.8279834,0.824764704,0.827127596,0.827862277,0.815912791,0.816500536,0.827218935
camel-1.0_camel-1.2,0.674717055,0.673340139,0.665858477,0.626209921,0.656884894,0.657845899,0.609891737,0.609519938,0.669433101
camel-1.2_camel-1.4,0.75524442,0.76464809,0.760018143,0.765192387,0.762032726,0.76358517,0.744320827,0.755217034,0.751906751
camel-1.4_camel-1.6,0.744089119,0.753643523,0.754101554,0.745716062,0.731917098,0.738646632,0.741337824,0.752836269,0.735483938
ivy-1.1_ivy-1.4,0.772475795,0.763715998,0.774665745,0.767173813,0.77132319,0.773397879,0.741816505,0.769940065,0.767634855
ivy-1.4_ivy-2.0,0.816355519,0.762885552,0.825005073,0.827008929,0.805803571,0.803926542,0.815188718,0.832893669,0.826552354
jedit-3.2_jedit-4.0,0.833781595,0.833463474,0.808635549,0.83972468,0.833029672,0.838784776,0.737839088,0.825683961,0.841011626
jedit-4.0_jedit-4.1,0.796393123,0.82385088,0.787796881,0.802626137,0.823053291,0.793823112,0.805077987,0.845400567,0.818341605
jedit-4.1_jedit-4.2,0.871471904,0.873965349,0.86902987,0.871266259,0.87680582,0.872937124,0.870520796,0.871394787,0.856871112
jedit-4.2_jedit-4.3,0.652777778,0.638042005,0.673441734,0.691226287,0.634993225,0.653116531,0.654471545,0.678014905,0.646849593
log4j-1.0_log4j-1.1,0.807979518,0.786857265,0.788564114,0.797845103,0.802005547,0.800725411,0.807766162,0.79037764,0.776402816
log4j-1.1_log4j-1.2,0.562944461,0.547272015,0.559819767,0.560799295,0.561739641,0.560368302,0.563355862,0.552414536,0.558820648
lucene-2.0_lucene-2.2,0.706379941,0.695564161,0.714731366,0.702517162,0.714183731,0.687603904,0.709724423,0.710878366,0.71648184
lucene-2.2_lucene-2.4,0.704220961,0.667605175,0.694857595,0.700739948,0.698897059,0.663570365,0.68615041,0.652056962,0.646221147
poi-1.5_poi-2.0,0.695206598,0.67581251,0.680467091,0.635064511,0.720725135,0.658337416,0.615711253,0.692062714,0.631063204
poi-2.0_poi-2.5,0.483080226,0.53044093,0.507103582,0.469600964,0.458101173,0.512887516,0.459080436,0.476544826,0.470171764
poi-2.5_poi-3.0,0.685579186,0.689316742,0.705,0.70419457,0.681923077,0.679662896,0.693918552,0.687429864,0.690162896
synapse-1.0_synapse-1.1,0.616411866,0.678769679,0.687505688,0.68047593,0.714896715,0.67017017,0.722176722,0.727045227,0.5996906
synapse-1.1_synapse-1.2,0.636476293,0.666971983,0.643938578,0.6640625,0.682192888,0.687621228,0.637230603,0.656936961,0.669234914
velocity-1.4_velocity-1.5,0.612311884,0.643716294,0.599415535,0.588792105,0.628850552,0.637363413,0.604427252,0.614083632,0.650746817
velocity-1.5_velocity-1.6,0.73730177,0.718064813,0.71519191,0.735922776,0.720363135,0.715490692,0.712686739,0.713973799,0.715927373
xalan-2.4_xalan-2.5,0.63547713,0.632920803,0.63651256,0.641926579,0.63828909,0.636839723,0.647672452,0.635522863,0.635724555
xalan-2.5_xalan-2.6,0.673122712,0.679279548,0.639932203,0.678904407,0.681659661,0.684047006,0.670017627,0.665336045,0.680145537
xalan-2.6_xalan-2.7,0.568151951,0.569950853,0.568762771,0.56032421,0.569020793,0.567637267,0.569447052,0.569378125,0.569982142
xerces-init_xerces-1.2,0.618814229,0.617895257,0.621482213,0.611798419,0.628438735,0.619802372,0.625810277,0.632391304,0.699249012
xerces-1.2_xerces-1.3,0.566516831,0.565258667,0.581546169,0.568507017,0.553163138,0.557435176,0.59091377,0.53808233,0.516807924
xerces-1.3_xerces-1.4,0.72660499,0.738816109,0.734501006,0.729763929,0.703287769,0.746250725,0.705205829,0.74711918,0.736451034
,0.69784401,0.698117529,0.698107938,0.689034276,0.699452387,0.698539295,0.689046156,0.69868588,0.693026299
