filename,MLP/nsga2_random10p_toZero/FPA_L1_MSE,MLP/nsga2_random20p_toZero/FPA_L1_MSE,MLP/nsga2_random30p_toZero/FPA_L1_MSE,mlp3/nsga2_random10p_toZero/FPA_L1_MSE,mlp3/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random10p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp5/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.596820464,0.576021994,0.594609132,0.545421946,0.596820464,0.596461869,0.571957925,0.560961033,0.569806359
ant-1.4_ant-1.5,0.689907362,0.762067284,0.724427109,0.703754266,0.774061433,0.69614822,0.747245246,0.743539737,0.700731351
ant-1.5_ant-1.6,0.804301375,0.818917998,0.819359284,0.820450886,0.807382633,0.807289731,0.765623065,0.820450886,0.819862505
ant-1.6_ant-1.7,0.821690957,0.827637902,0.828503634,0.827135539,0.829422978,0.825928279,0.829395179,0.822518963,0.827435368
camel-1.0_camel-1.2,0.675822999,0.673459871,0.674562664,0.600486489,0.620695957,0.633229986,0.66155916,0.674349982,0.669433101
camel-1.2_camel-1.4,0.757092975,0.76898706,0.76472169,0.76463782,0.764213337,0.762825209,0.748361975,0.761673285,0.763056278
camel-1.4_camel-1.6,0.742574093,0.737916062,0.738897409,0.752649741,0.738695337,0.738781347,0.761306736,0.759610363,0.752124352
ivy-1.1_ivy-1.4,0.772475795,0.772475795,0.771899493,0.765790687,0.753803596,0.773397879,0.769248502,0.770401107,0.772706316
ivy-1.4_ivy-2.0,0.816355519,0.76755276,0.794921875,0.813666802,0.791903409,0.786424513,0.792918019,0.80757914,0.803951907
jedit-3.2_jedit-4.0,0.829226676,0.833463474,0.741808375,0.841271907,0.82542368,0.841120076,0.814144832,0.838943837,0.840259703
jedit-4.0_jedit-4.1,0.798062153,0.827440033,0.80707196,0.810099846,0.823053291,0.821605814,0.800706014,0.821118398,0.82045374
jedit-4.1_jedit-4.2,0.875044985,0.873836821,0.869466865,0.860598427,0.862012236,0.863708807,0.870957791,0.864248625,0.86656213
jedit-4.2_jedit-4.3,0.654640921,0.64397019,0.673441734,0.658197832,0.624322493,0.665057588,0.64803523,0.670054201,0.639397019
log4j-1.0_log4j-1.1,0.800085342,0.786323875,0.775976104,0.784617026,0.773415831,0.800618733,0.809579689,0.79037764,0.794964796
log4j-1.1_log4j-1.2,0.558781467,0.564521501,0.559643452,0.556097561,0.561240082,0.563737878,0.55201293,0.553080615,0.557272994
lucene-2.0_lucene-2.2,0.722026639,0.698018737,0.707739248,0.713450292,0.716276477,0.71600266,0.711533572,0.717626005,0.716638307
lucene-2.2_lucene-2.4,0.670713887,0.694448064,0.66649758,0.68532204,0.65814408,0.694126955,0.678429821,0.695108898,0.663877513
poi-1.5_poi-2.0,0.69614568,0.69973869,0.671157929,0.698268822,0.658500735,0.658337416,0.647476727,0.681528662,0.658419076
poi-2.0_poi-2.5,0.466343737,0.452429828,0.507208316,0.448376623,0.458043569,0.512887516,0.461876833,0.455414747,0.46464181
poi-2.5_poi-3.0,0.683004525,0.651941176,0.674131222,0.683506787,0.699294118,0.679425339,0.687321267,0.680778281,0.687683258
synapse-1.0_synapse-1.1,0.61959687,0.681294931,0.684138684,0.672809173,0.678974429,0.716534717,0.712712713,0.716261716,0.710528711
synapse-1.1_synapse-1.2,0.649434267,0.65075431,0.643669181,0.693022629,0.655091595,0.65705819,0.674070582,0.650565733,0.681303879
velocity-1.4_velocity-1.5,0.621071802,0.643716294,0.636375187,0.601180224,0.628850552,0.64141514,0.606036649,0.56729819,0.644316289
velocity-1.5_velocity-1.6,0.745024132,0.712870604,0.716111239,0.732728108,0.720374627,0.711928292,0.724316249,0.708549759,0.713399219
xalan-2.4_xalan-2.5,0.644457109,0.635355177,0.627089328,0.636118557,0.635805466,0.633246793,0.646917281,0.636550084,0.63748115
xalan-2.5_xalan-2.6,0.670231864,0.656989831,0.663376271,0.667308475,0.687625763,0.697432768,0.669622599,0.621066667,0.695812881
xalan-2.6_xalan-2.7,0.570974327,0.569499201,0.569837033,0.570350357,0.569787605,0.569080651,0.569447052,0.569064326,0.568508376
xerces-init_xerces-1.2,0.592440711,0.590266798,0.650592885,0.588853755,0.685059289,0.582332016,0.571057312,0.561185771,0.541660079
xerces-1.2_xerces-1.3,0.302805705,0.565258667,0.581546169,0.534845417,0.518317721,0.547644374,0.561083851,0.511111874,0.312436377
xerces-1.3_xerces-1.4,0.746388718,0.740063381,0.731951584,0.728549691,0.719236974,0.722009637,0.71824278,0.744268729,0.755833568
,0.686451435,0.695907944,0.695691088,0.691985591,0.694528325,0.69719328,0.692773253,0.692509575,0.688351947
