filename,MLP/nsga2_random10p_toZero/FPA_L1_MSE,MLP/nsga2_random20p_toZero/FPA_L1_MSE,MLP/nsga2_random30p_toZero/FPA_L1_MSE,mlp3/nsga2_random10p_toZero/FPA_L1_MSE,mlp3/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random10p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp5/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.650071719,0.563590724,0.569925891,0.579847,0.617917762,0.649175233,0.553191489,0.597418121,0.567893856
ant-1.4_ant-1.5,0.749488055,0.753193564,0.726864944,0.690004876,0.641735739,0.726133593,0.698683569,0.764017552,0.711750366
ant-1.5_ant-1.6,0.811919361,0.805524588,0.815875449,0.814040629,0.733138239,0.817772204,0.789018952,0.763161154,0.803093645
ant-1.6_ant-1.7,0.811830348,0.814943807,0.828070768,0.824764704,0.818643025,0.829053652,0.812682181,0.820003177,0.82739367
camel-1.0_camel-1.2,0.636053136,0.661152702,0.666575292,0.598531395,0.620695957,0.607282844,0.609891737,0.620094147,0.666795851
camel-1.2_camel-1.4,0.75524442,0.781055731,0.769437218,0.759489251,0.752120704,0.743530056,0.770036286,0.775458716,0.762849172
camel-1.4_camel-1.6,0.757753368,0.748609326,0.752035233,0.755464249,0.739372021,0.744643523,0.725502591,0.758172021,0.757496373
ivy-1.1_ivy-1.4,0.786307054,0.750806823,0.77593361,0.698939604,0.753803596,0.766712771,0.741816505,0.745965883,0.778930383
ivy-1.4_ivy-2.0,0.795556006,0.762885552,0.825005073,0.77150974,0.823356331,0.800121753,0.804433847,0.79537845,0.714995942
jedit-3.2_jedit-4.0,0.837902713,0.836138585,0.727637515,0.838669096,0.833044132,0.837873793,0.83488056,0.822596738,0.840534444
jedit-4.0_jedit-4.1,0.81961184,0.814176415,0.795802316,0.823732719,0.808312655,0.7868959,0.766557367,0.807840009,0.793202765
jedit-4.1_jedit-4.2,0.872500129,0.874762223,0.871214848,0.870752146,0.878720888,0.872937124,0.870520796,0.874659401,0.869621099
jedit-4.2_jedit-4.3,0.629065041,0.629742547,0.652269648,0.642276423,0.645325203,0.639397019,0.640921409,0.66700542,0.702743902
log4j-1.0_log4j-1.1,0.807552806,0.786857265,0.773629187,0.797845103,0.796244933,0.806272669,0.807766162,0.796778323,0.784350331
log4j-1.1_log4j-1.2,0.559839357,0.550582819,0.55977079,0.557615829,0.561739641,0.560368302,0.557224018,0.55203252,0.553315702
lucene-2.0_lucene-2.2,0.688796965,0.700531988,0.714975845,0.691310215,0.715357234,0.687667469,0.715068748,0.699837666,0.704727259
lucene-2.2_lucene-2.4,0.686653016,0.669303797,0.69977662,0.704704952,0.652429263,0.690855361,0.689556962,0.653220402,0.685424423
poi-1.5_poi-2.0,0.694471664,0.663073657,0.703903315,0.635064511,0.658133268,0.651151396,0.647027601,0.699902009,0.587865425
poi-2.0_poi-2.5,0.514620863,0.472015082,0.505427838,0.471219103,0.455566611,0.455053414,0.459080436,0.513840595,0.462083682
poi-2.5_poi-3.0,0.682459276,0.689316742,0.706728507,0.674588235,0.681579186,0.68069457,0.675470588,0.681633484,0.68788009
synapse-1.0_synapse-1.1,0.618391118,0.675925926,0.609427609,0.671830922,0.714896715,0.578965329,0.71043771,0.696560197,0.72008372
synapse-1.1_synapse-1.2,0.624892241,0.665086207,0.647454203,0.64609375,0.624461207,0.687621228,0.644450431,0.64762931,0.641540948
velocity-1.4_velocity-1.5,0.642459836,0.637476353,0.613307169,0.627071745,0.628850552,0.635175198,0.622667081,0.657452636,0.650746817
velocity-1.5_velocity-1.6,0.735784877,0.714502413,0.710595265,0.71512296,0.720374627,0.725327511,0.725028729,0.717444266,0.712755688
xalan-2.4_xalan-2.5,0.623980694,0.636283898,0.616160444,0.637264214,0.642848264,0.637223172,0.651973649,0.643873141,0.635724555
xalan-2.5_xalan-2.6,0.675752316,0.656989831,0.638917966,0.67448678,0.693457175,0.655728814,0.637734689,0.674524746,0.637712994
xalan-2.6_xalan-2.7,0.56899948,0.570089614,0.570664156,0.569031223,0.568146963,0.56903213,0.569447052,0.57041747,0.57018983
xerces-init_xerces-1.2,0.616462451,0.602035573,0.61715415,0.61215415,0.720395257,0.662312253,0.622588933,0.709407115,0.698992095
xerces-1.2_xerces-1.3,0.567774995,0.555181919,0.575312539,0.564686774,0.571818275,0.53983804,0.59091377,0.555851033,0.516807924
xerces-1.3_xerces-1.4,0.720673388,0.729583312,0.735777049,0.72124188,0.703287769,0.746250725,0.69790974,0.719486855,0.710161884
,0.698095618,0.692380633,0.692521015,0.687978473,0.692525773,0.693035568,0.688082786,0.700055419,0.691922161
