filename,MLP/nsga2_random10p_toZero/FPA_L1_MSE,MLP/nsga2_random20p_toZero/FPA_L1_MSE,MLP/nsga2_random30p_toZero/FPA_L1_MSE,mlp3/nsga2_random10p_toZero/FPA_L1_MSE,mlp3/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random10p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp5/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.64056897,0.567176667,0.603036098,0.664774086,0.615228305,0.657363137,0.523667224,0.580444657,0.550083672
ant-1.4_ant-1.5,0.699463676,0.728815212,0.736226231,0.690492443,0.641735739,0.726133593,0.698683569,0.618722574,0.707459776
ant-1.5_ant-1.6,0.727037656,0.781679673,0.810649697,0.744565217,0.760126347,0.78291837,0.743605227,0.763161154,0.789932491
ant-1.6_ant-1.7,0.813982765,0.815658632,0.828070768,0.818275684,0.811651642,0.829192645,0.820928478,0.820003177,0.82914499
camel-1.0_camel-1.2,0.627046469,0.631982254,0.649940449,0.53659697,0.654797464,0.602299796,0.617387578,0.63392317,0.642679346
camel-1.2_camel-1.4,0.758499932,0.782791319,0.75359099,0.759489251,0.75648706,0.740394358,0.710444338,0.761024579,0.76555354
camel-1.4_camel-1.6,0.757753368,0.756509845,0.754101554,0.755464249,0.749310881,0.744643523,0.741308808,0.758172021,0.757496373
ivy-1.1_ivy-1.4,0.741355463,0.754034117,0.775703089,0.581143384,0.766251729,0.781927155,0.754495159,0.745965883,0.77132319
ivy-1.4_ivy-2.0,0.780260755,0.762073864,0.795505276,0.709719968,0.72752638,0.788808847,0.725776177,0.782163149,0.727982955
jedit-3.2_jedit-4.0,0.818584071,0.74770085,0.727637515,0.734195153,0.673621956,0.845523165,0.83488056,0.824787437,0.840534444
jedit-4.0_jedit-4.1,0.819803852,0.816849817,0.795802316,0.815830675,0.808312655,0.811975659,0.766557367,0.781105991,0.793335697
jedit-4.1_jedit-4.2,0.87214025,0.873759704,0.871214848,0.863066166,0.87859236,0.874453756,0.874170994,0.874659401,0.870700735
jedit-4.2_jedit-4.3,0.621866531,0.632283198,0.652269648,0.642276423,0.650067751,0.639397019,0.640921409,0.68546748,0.680386179
log4j-1.0_log4j-1.1,0.726050779,0.786857265,0.773629187,0.786110518,0.777469597,0.806272669,0.807766162,0.780349904,0.775229358
log4j-1.1_log4j-1.2,0.561504555,0.547389558,0.55977079,0.557615829,0.55771868,0.564570477,0.557909688,0.55203252,0.553315702
lucene-2.0_lucene-2.2,0.709988461,0.70338751,0.71455534,0.727483424,0.713499188,0.704394766,0.710408966,0.710560543,0.704727259
lucene-2.2_lucene-2.4,0.686653016,0.676982502,0.687467424,0.653239017,0.652429263,0.690855361,0.679663068,0.653220402,0.663877513
poi-1.5_poi-2.0,0.695206598,0.68895966,0.69973869,0.646905112,0.658133268,0.598399477,0.616405357,0.699575372,0.657194186
poi-2.0_poi-2.5,0.566060955,0.538028907,0.50651969,0.504713029,0.508373481,0.531064097,0.577139191,0.545255551,0.48580331
poi-2.5_poi-3.0,0.682067873,0.701076923,0.706728507,0.70419457,0.681579186,0.68069457,0.697221719,0.668719457,0.691065611
synapse-1.0_synapse-1.1,0.623714624,0.695945946,0.723177723,0.706479206,0.718127218,0.712576213,0.723496223,0.697379197,0.735189735
synapse-1.1_synapse-1.2,0.633068427,0.671686422,0.644746767,0.667564655,0.670959052,0.68748653,0.637230603,0.672494612,0.669234914
velocity-1.4_velocity-1.5,0.626111754,0.605599006,0.610829545,0.572041675,0.526470339,0.642544541,0.640243386,0.620535336,0.610483666
velocity-1.5_velocity-1.6,0.73373937,0.729303608,0.708756608,0.731693863,0.711491611,0.705240175,0.736658239,0.723350954,0.715375776
xalan-2.4_xalan-2.5,0.64013715,0.635995431,0.624677234,0.637752027,0.632493967,0.621346973,0.6214572,0.635789049,0.635756216
xalan-2.5_xalan-2.6,0.680254011,0.679279548,0.638917966,0.67448678,0.660715028,0.661317966,0.669622599,0.639048136,0.644353446
xalan-2.6_xalan-2.7,0.56899948,0.57031272,0.570664156,0.569780803,0.568146963,0.568911508,0.57380668,0.571483117,0.57018983
xerces-init_xerces-1.2,0.633428854,0.623162055,0.6606917,0.627440711,0.720395257,0.662312253,0.721581028,0.701936759,0.698992095
xerces-1.2_xerces-1.3,0.54085029,0.587356598,0.483706779,0.524997426,0.571818275,0.557435176,0.585091903,0.535177115,0.516807924
xerces-1.3_xerces-1.4,0.720673388,0.73423674,0.717887406,0.673813573,0.703287769,0.664259501,0.6872693,0.704098682,0.694349074
,0.690229111,0.694229185,0.6928738,0.676073396,0.68422728,0.696157109,0.68985994,0.691353579,0.691618633
