filename,MLP/nsga2_random10p_toZero/FPA_L1_MSE,MLP/nsga2_random20p_toZero/FPA_L1_MSE,MLP/nsga2_random30p_toZero/FPA_L1_MSE,mlp3/nsga2_random10p_toZero/FPA_L1_MSE,mlp3/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random10p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp5/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.610865408,0.578412623,0.603872819,0.579488405,0.602438441,0.571001673,0.523069567,0.576141525,0.59729859
ant-1.4_ant-1.5,0.722379327,0.706289615,0.770502194,0.66582155,0.601950268,0.683471477,0.744124817,0.688737201,0.770160897
ant-1.5_ant-1.6,0.745587142,0.824616004,0.819359284,0.736885297,0.801080763,0.82484826,0.735816921,0.786231884,0.805369751
ant-1.6_ant-1.7,0.81180255,0.810063143,0.827991343,0.817981812,0.826396887,0.826230094,0.822969699,0.827721298,0.828223661
camel-1.0_camel-1.2,0.676705233,0.673459871,0.674631982,0.585100953,0.658832111,0.648273656,0.628535239,0.666203494,0.642679346
camel-1.2_camel-1.4,0.755757908,0.753409558,0.753062098,0.758784061,0.763660482,0.76358517,0.747295632,0.744009311,0.76436396
camel-1.4_camel-1.6,0.734126425,0.744058031,0.752584456,0.757359585,0.739915026,0.745585492,0.739521244,0.755579275,0.752124352
ivy-1.1_ivy-1.4,0.741355463,0.735361918,0.775703089,0.776625173,0.784923928,0.784923928,0.765099124,0.774781005,0.771092669
ivy-1.4_ivy-2.0,0.811333198,0.777039367,0.800578328,0.775821834,0.823356331,0.816051136,0.796012581,0.802658279,0.824269481
jedit-3.2_jedit-4.0,0.814231592,0.836659147,0.841691249,0.834345538,0.838350975,0.832190988,0.788984325,0.840129562,0.839919891
jedit-4.0_jedit-4.1,0.828163772,0.797161172,0.789687463,0.809730592,0.829921423,0.79527059,0.795787546,0.823097601,0.82803084
jedit-4.1_jedit-4.2,0.872500129,0.873836821,0.869158398,0.868772814,0.861909413,0.87090638,0.85846486,0.874659401,0.867359005
jedit-4.2_jedit-4.3,0.684112466,0.675813008,0.654640921,0.639397019,0.636686992,0.661246612,0.685298103,0.671409214,0.651592141
log4j-1.0_log4j-1.1,0.806379347,0.785897162,0.778323021,0.809152976,0.798271816,0.770108812,0.792937913,0.784083636,0.770055473
log4j-1.1_log4j-1.2,0.555313939,0.558977373,0.5597512,0.560897248,0.56466843,0.564570477,0.552679009,0.551552552,0.564629249
lucene-2.0_lucene-2.2,0.715552817,0.698018737,0.714164173,0.688259109,0.716276477,0.700796026,0.710272057,0.713455182,0.716071114
lucene-2.2_lucene-2.4,0.70388589,0.671272338,0.695269453,0.672621929,0.694508563,0.69495067,0.681706069,0.682622859,0.641874535
poi-1.5_poi-2.0,0.746529479,0.663155316,0.703903315,0.65670423,0.660133921,0.720561816,0.712559203,0.699248734,0.658419076
poi-2.0_poi-2.5,0.516249476,0.537128194,0.530770842,0.458980938,0.523748429,0.478016339,0.460033515,0.446187683,0.462083682
poi-2.5_poi-3.0,0.693660633,0.68769457,0.706728507,0.692642534,0.656950226,0.679425339,0.689995475,0.680393665,0.686656109
synapse-1.0_synapse-1.1,0.624647375,0.675925926,0.718172718,0.667849668,0.678132678,0.715692966,0.72017472,0.696742197,0.710574211
synapse-1.1_synapse-1.2,0.63440194,0.669019397,0.647454203,0.67346444,0.642241379,0.687621228,0.642726293,0.672211746,0.66953125
velocity-1.4_velocity-1.5,0.626111754,0.622187085,0.571420504,0.600474348,0.556992405,0.632048169,0.600954344,0.605076658,0.560126493
velocity-1.5_velocity-1.6,0.749161112,0.723006205,0.71519191,0.713583084,0.711353712,0.69721903,0.732705125,0.708227994,0.715375776
xalan-2.4_xalan-2.5,0.645599248,0.636199469,0.63653484,0.637752027,0.639865101,0.631180624,0.62184534,0.633186989,0.63357982
xalan-2.5_xalan-2.6,0.657788023,0.670668475,0.689917288,0.674319548,0.693049492,0.696849718,0.688555028,0.635042712,0.622475932
xalan-2.6_xalan-2.7,0.57071177,0.569393543,0.569223039,0.567315759,0.567980994,0.568265771,0.570490932,0.57150579,0.571649539
xerces-init_xerces-1.2,0.55701581,0.619021739,0.576067194,0.611798419,0.685059289,0.617371542,0.717055336,0.641581028,0.69972332
xerces-1.2_xerces-1.3,0.572464514,0.496551487,0.553923755,0.501498359,0.554753,0.305322033,0.444188999,0.53808233,0.420409704
xerces-1.3_xerces-1.4,0.712515771,0.740646259,0.733972474,0.730683533,0.703287769,0.715360361,0.685830222,0.744268729,0.724279875
,0.69656365,0.693698118,0.701141735,0.684137093,0.693889891,0.689964879,0.688522975,0.694494318,0.692333325
