filename,MLP/nsga2_random10p_toZero/FPA_L1_MSE,MLP/nsga2_random20p_toZero/FPA_L1_MSE,MLP/nsga2_random30p_toZero/FPA_L1_MSE,mlp3/nsga2_random10p_toZero/FPA_L1_MSE,mlp3/nsga2_random20p_toZero/FPA_L1_MSE,mlp3/nsga2_random30p_toZero/FPA_L1_MSE,mlp5/nsga2_random10p_toZero/FPA_L1_MSE,mlp5/nsga2_random20p_toZero/FPA_L1_MSE,mlp5/nsga2_random30p_toZero/FPA_L1_MSE
ant-1.3_ant-1.4,0.64056897,0.567176667,0.593652881,0.545421946,0.575902462,0.641047095,0.523667224,0.570284485,0.569925891
ant-1.4_ant-1.5,0.699463676,0.753193564,0.726864944,0.665919064,0.641735739,0.726133593,0.698683569,0.713115553,0.707459776
ant-1.5_ant-1.6,0.806128453,0.813181283,0.815875449,0.734973058,0.807382633,0.807289731,0.765623065,0.787068004,0.803093645
ant-1.6_ant-1.7,0.816913546,0.828402367,0.82801517,0.824764704,0.82653588,0.829363409,0.826194353,0.827721298,0.828223661
camel-1.0_camel-1.2,0.673677279,0.653039297,0.674351558,0.53659697,0.620695957,0.614556551,0.609891737,0.646756529,0.660346088
camel-1.2_camel-1.4,0.758499932,0.76898706,0.760129399,0.752433931,0.763580036,0.743530056,0.769991784,0.770180063,0.76555354
camel-1.4_camel-1.6,0.746115026,0.744058031,0.754101554,0.748673575,0.739579275,0.738781347,0.76667772,0.738691192,0.738439378
ivy-1.1_ivy-1.4,0.772475795,0.76187183,0.775011526,0.698939604,0.753803596,0.773397879,0.772936837,0.774781005,0.77132319
ivy-1.4_ivy-2.0,0.816355519,0.762885552,0.792816558,0.74165483,0.824624594,0.786424513,0.79007711,0.79537845,0.781909497
jedit-3.2_jedit-4.0,0.829226676,0.772731216,0.8137761,0.836904968,0.790502632,0.838799237,0.83488056,0.838943837,0.837468911
jedit-4.0_jedit-4.1,0.806776557,0.816805506,0.801355902,0.824825712,0.823053291,0.7868959,0.805742644,0.833289023,0.82803084
jedit-4.1_jedit-4.2,0.87067503,0.873168475,0.869466865,0.870752146,0.874273816,0.8700838,0.871523315,0.869184104,0.871086319
jedit-4.2_jedit-4.3,0.632452575,0.632283198,0.674796748,0.641429539,0.646849593,0.639397019,0.640921409,0.671917344,0.655826558
log4j-1.0_log4j-1.1,0.79912524,0.774055899,0.788564114,0.806912737,0.802005547,0.800725411,0.809579689,0.810539791,0.779816514
log4j-1.1_log4j-1.2,0.559114507,0.550582819,0.559819767,0.562464492,0.561435988,0.557870506,0.557224018,0.562239201,0.559731609
lucene-2.0_lucene-2.2,0.712022531,0.700531988,0.714975845,0.701187193,0.715357234,0.687667469,0.709724423,0.699837666,0.704727259
lucene-2.2_lucene-2.4,0.70589166,0.673927308,0.685131236,0.704704952,0.674911579,0.694126955,0.681706069,0.652056962,0.663877513
poi-1.5_poi-2.0,0.697615548,0.664870162,0.703903315,0.635064511,0.658133268,0.651151396,0.649191573,0.699902009,0.587865425
poi-2.0_poi-2.5,0.481242145,0.538028907,0.504244344,0.469600964,0.457923125,0.512887516,0.459080436,0.455414747,0.466186636
poi-2.5_poi-3.0,0.68741629,0.701076923,0.678260181,0.682837104,0.681923077,0.679425339,0.693918552,0.686343891,0.690162896
synapse-1.0_synapse-1.1,0.619005369,0.67017017,0.684138684,0.672809173,0.666075166,0.716534717,0.703248703,0.719082719,0.72008372
synapse-1.1_synapse-1.2,0.636476293,0.665086207,0.647454203,0.64609375,0.681707974,0.68748653,0.665517241,0.64762931,0.670150862
velocity-1.4_velocity-1.5,0.620408279,0.640539854,0.598864952,0.572041675,0.581260412,0.64141514,0.622667081,0.650083293,0.652455036
velocity-1.5_velocity-1.6,0.735784877,0.714502413,0.710595265,0.732245461,0.720374627,0.707423581,0.736658239,0.722270742,0.711583544
xalan-2.4_xalan-2.5,0.644457109,0.636394125,0.62714796,0.644848766,0.633444967,0.637223172,0.630088909,0.643873141,0.635756216
xalan-2.5_xalan-2.6,0.675752316,0.656989831,0.639262373,0.673306215,0.681659661,0.661317966,0.673242938,0.639048136,0.679256045
xalan-2.6_xalan-2.7,0.571145738,0.568463029,0.568619929,0.570003909,0.567790085,0.56903213,0.569447052,0.569064326,0.56925841
xerces-init_xerces-1.2,0.616462451,0.603666008,0.621482213,0.61215415,0.720395257,0.6293083,0.700434783,0.699436759,0.729822134
xerces-1.2_xerces-1.3,0.567883654,0.555181919,0.575312539,0.564686774,0.571818275,0.557435176,0.552842878,0.540558625,0.563354265
xerces-1.3_xerces-1.4,0.720673388,0.738816109,0.737126618,0.72124188,0.703287769,0.715009782,0.728550756,0.733695421,0.729377653
,0.697326881,0.693355591,0.69750394,0.679849792,0.69226745,0.696724707,0.693997822,0.698946254,0.697738434
