filename,FPA,AAE,numOfNonZero,L1,MSE
ant-1.3,0.8193939393939393,148.53407963351472,21,168.5600195982742,48267.68108773264
ant-1.4,0.7525699258905092,125.33347788264257,21,200.49137589882076,32694.017478305952
ant-1.5,0.8626036079960995,229.72318521708056,21,226.52308651018475,518896.9216998267
ant-1.6,0.8297565960609439,507.3045016347756,21,215.095607136699,1044362.4656423012
ant-1.7,0.8358841984035582,647.0456541695177,21,243.25567243933273,1032849.4547857549
camel-1.0,0.8729456384323641,276.14250443320174,21,234.86196745253613,463053.5576171904
camel-1.2,0.7183860783424078,67.88040017454419,21,222.2704430530091,11839.872666626488
camel-1.4,0.7909934273586198,139.29639145427407,21,199.47306518080077,56221.642240942805
camel-1.6,0.7918839378238341,89.82150687983416,21,233.08981742979051,43106.52968170693
ivy-1.1,0.8246336465220585,256.7640191709383,21,218.00221922552882,225807.83481639982
ivy-1.4,0.8570769940064545,204.5198023350961,21,211.5448605013263,714602.2781747496
ivy-2.0,0.8609983766233766,211.65612406254192,21,212.3013927464978,225334.51818029425
jedit-3.2,0.8678299199260856,317.18347532361963,21,234.5050136222253,241162.0345660614
jedit-4.0,0.8632367401237782,272.1235792832818,21,191.9965657983104,266919.0102213811
jedit-4.1,0.8494328252392769,334.57469607291586,21,230.87864150441402,377451.47232323635
jedit-4.2,0.8918564598221171,334.7202325305731,21,232.2545231231388,339152.2549402654
jedit-4.3,0.9001524390243902,409.24791620356314,21,223.28215871625764,1630798.481955118
log4j-1.0,0.8494231936854888,132.62002666893105,21,181.50039897284182,39742.28277433996
log4j-1.1,0.8401962876040111,270.557286826822,21,215.26570908689246,151889.2941049972
log4j-1.2,0.5977960622979723,149.64647359933832,21,251.69217353101402,52273.29798362918
lucene-2.0,0.7809414466130884,178.55504649478954,21,174.34110465659717,83045.61506719954
lucene-2.2,0.7318840579710145,561.1354414220551,21,182.3613307005842,630356.8392918359
lucene-2.4,0.7342702903946389,254.827132749623,21,217.20089142339307,124959.26603811256
poi-1.5,0.6983122362869199,184.2908807971287,21,211.14711425872943,129627.95777760766
poi-2.0,0.8143883717132124,133.56906336421972,21,182.48139447632872,99647.80451641073
poi-2.5,0.6794669040636783,304.66956859039414,21,173.3511314103359,315663.24240891857
poi-3.0,0.7157511312217194,221.14065605699645,21,201.8571625756721,133287.97782528104
synapse-1.0,0.8665453442523506,297.16995363585454,21,254.71239103368325,186693.68803935667
synapse-1.1,0.7890162890162891,282.02762930901775,21,197.42265099609958,1101465.9285099483
synapse-1.2,0.7466325431034483,266.1973940998147,21,195.63126267024268,178983.81108559595
velocity-1.4,0.6347181729834791,168.11636923231805,21,221.47910604706837,255934.8830052961
velocity-1.5,0.7037863173052489,261.6127228463265,21,231.12716151929584,506308.93521192344
velocity-1.6,0.7885083888761204,100.6346625296727,21,178.96646432987444,99887.06201647896
xalan-2.4,0.8064421746994361,450.4499970962965,21,201.80233991463547,727952.9295566853
xalan-2.5,0.6658763159807971,333.3790143935361,21,220.4372970227974,399642.4097250876
xalan-2.6,0.7088659887005649,608.9121447539648,21,199.09576833910359,1322545.9597448828
xalan-2.7,0.5757062515814648,1128.650592770804,21,198.59186941869444,4916701.688619888
xerces-init,0.763694832557108,440.3957920056186,21,192.41694450170274,1187983.9715503433
xerces-1.2,0.7356521739130435,251.62103356832188,21,206.74909341203892,288079.90488700295
xerces-1.3,0.8573585423600865,179.86623777136555,21,263.9394334111118,96850.97542645602
xerces-1.4,0.7716570337408146,444.86761379153285,21,177.46740224830745,1006622.327164309
