filename,nsga2/FPA_NNZ,nsga2/FPA_NNZ_MSE,nsga2/FPA_MSE,nsga2_toZero/FPA_NNZ,nsga2_toZero/FPA_NNZ_MSE,nsga2_toZero/FPA_MSE,LinearRegression,RidgeCV,CoDE
ant-1.3,0.8123636363636364,0.681939393939394,0.6996363636363636,0.504,0.504,0.504,0.8147878787878788,0.7995151515151515,0.8288484848484848
ant-1.4,0.7285441071001674,0.6416447525699259,0.6124790819985656,0.502808988764045,0.502808988764045,0.502808988764045,0.7517332058331341,0.7263925412383457,0.7677504183600287
ant-1.5,0.8627986348122867,0.7863481228668942,0.6450511945392492,0.5017064846416392,0.5017064846416392,0.5017064846416392,0.8238907849829351,0.8289614822038031,0.8777181862506095
ant-1.6,0.8247398736529171,0.7367769106899542,0.6647002353524093,0.5014245014245015,0.5635528923572403,0.5635528923572403,0.8236250464511334,0.8259321194103802,0.8375603864734299
ant-1.7,0.8346471546006909,0.7392478455978714,0.6890036138358286,0.5006711409395973,0.5695425122115881,0.5695425122115881,0.8260394742067432,0.8278821333545133,0.8365950518247885
camel-1.0,0.8702064896755162,0.7391487568478718,0.7391487568478718,0.5014749262536873,0.5014749262536873,0.5014749262536873,0.8417614833544037,0.8379688158449221,0.9024441635061105
camel-1.2,0.6989249344625933,0.607256062210123,0.6223280903407945,0.5008223684210525,0.6271205132083081,0.6271205132083081,0.6979229683403912,0.6961632259528131,0.7296944318410971
camel-1.4,0.7912296316582227,0.6827502396275503,0.6605812679720663,0.5005733944954139,0.5005733944954139,0.5005733944954139,0.7721552786526085,0.7736495275914008,0.7987368204847323
camel-1.6,0.7849658031088083,0.6538113989637305,0.7420227979274612,0.5005181347150255,0.5186735751295337,0.6880455958549223,0.7875025906735751,0.7728414507772021,0.8005326424870466
ivy-1.1,0.8233383598190465,0.53334879944322,0.7248192398406991,0.5045045045045045,0.7047326296253335,0.6941383443529366,0.8113521246568457,0.8072536055368673,0.8328113521246568
ivy-1.4,0.8554633471645919,0.5594744121715076,0.8215767634854771,0.5020746887966804,0.5020746887966804,0.5020746887966804,0.8584601198709082,0.8088981097279853,0.8888888888888888
ivy-2.0,0.8568892045454546,0.6453936688311688,0.5944602272727273,0.5014204545454546,0.5014204545454546,0.5014204545454546,0.8615056818181818,0.8517146915584416,0.8714995941558441
jedit-3.2,0.866857868801971,0.7682379889128427,0.6760182476131814,0.5018382352941178,0.7913939790575916,0.7668039728980598,0.8601593778872806,0.8601593778872806,0.8748845087773329
jedit-4.0,0.8525941349991324,0.7247238128289664,0.6837729191971774,0.5016339869281047,0.7943200879171728,0.7943200879171728,0.8538087801492278,0.8538087801492278,0.8756000925443924
jedit-4.1,0.8512790972468391,0.8183859151601087,0.8061118988538344,0.501602564102564,0.5373685454330616,0.501602564102564,0.8373655913978495,0.8402014652014652,0.8578961361219426
jedit-4.2,0.8828851987044368,0.802220965503059,0.4976093774099018,0.5013623978201636,0.5013623978201636,0.5013623978201636,0.8916765204873786,0.8916765204873786,0.8988226826384248
jedit-4.3,0.8726287262872628,0.8199525745257452,0.6778455284552846,0.5010162601626016,0.5010162601626016,0.5010162601626016,0.8214769647696477,0.7652439024390244,0.9266598915989159
log4j-1.0,0.8517304189435337,0.6352155434122647,0.65197328476017,0.5037037037037037,0.6483910139647845,0.6483910139647845,0.8265938069216757,0.8255009107468124,0.8593806921675774
log4j-1.1,0.8405163217409857,0.5441647109024963,0.5657136761254534,0.5045871559633026,0.7308512908043525,0.7361318540644335,0.8481971410283764,0.8270748879880521,0.8556646042244506
log4j-1.2,0.5940836516798903,0.5533254971103928,0.5783132530120482,0.5024390243902438,0.5461259672837693,0.5629003820158683,0.5981878734449995,0.5933979821725928,0.6033401900284063
lucene-2.0,0.7808649062380406,0.6420398009950249,0.7227133562954459,0.5025641025641012,0.6403750478377344,0.6357539226942212,0.7710677382319173,0.7715461155759663,0.7915996938384998
lucene-2.2,0.7309745936748225,0.6569217078370396,0.665727864812533,0.5020242914979757,0.640639363179409,0.6586624029415792,0.7206184357214106,0.7122670108940132,0.7391499931545699
lucene-2.4,0.7340050260610573,0.6652736411020104,0.6270755770662696,0.501470588235294,0.6232594936708861,0.6253467051377513,0.7325111690245718,0.7302634028294862,0.7383749069247952
poi-1.5,0.6977138697658352,0.5678683346904533,0.5987181385249339,0.5021097046413502,0.6303020208749722,0.6303020208749722,0.6937165346559084,0.6583573913687172,0.7058874330693118
poi-2.0,0.8007512657194186,0.6604605585497305,0.7157439163808591,0.5015923566878981,0.5015923566878981,0.5015923566878981,0.7702923403560347,0.763024661113833,0.8227992813980075
poi-2.5,0.6768537913699204,0.6300691244239631,0.6557341851696691,0.6051948051948052,0.5012987012987012,0.5012987012987012,0.6759687892752408,0.6721145789694177,0.6928676162547129
poi-3.0,0.7091719457013574,0.6616108597285068,0.573683257918552,0.5011312217194569,0.5011312217194569,0.5833552036199096,0.6933891402714932,0.6952398190045249,0.7222443438914027
synapse-1.0,0.8477403700333637,0.797391568092205,0.8398544131028207,0.5031847133757961,0.5031847133757961,0.5031847133757961,0.856839551107067,0.8249924173491052,0.8883833788292387
synapse-1.1,0.773955773955774,0.7213577213577214,0.632041132041132,0.5022522522522522,0.6149558649558651,0.6149558649558651,0.7966147966147966,0.7469742469742471,0.8036218036218036
synapse-1.2,0.7372036637931034,0.6708243534482758,0.6875,0.6086341594827586,0.3410290948275862,0.569854525862069,0.7333512931034483,0.7242456896551724,0.7563846982758621
velocity-1.4,0.6222060252672498,0.613751214771623,0.622667638483965,0.5025510204081632,0.5025510204081632,0.5025510204081632,0.6489310009718173,0.6450194363459669,0.6483479105928086
velocity-1.5,0.697151085636841,0.6270999802354801,0.6294717226190812,0.5023364485981306,0.629711720360279,0.6507326989863624,0.7049298359544851,0.7062851173165429,0.7217014428099501
velocity-1.6,0.7949896575499885,0.6198345207998162,0.7006090553895656,0.5021834061135373,0.6681222707423581,0.6681222707423581,0.7798437140887152,0.7508618708342908,0.8168926683521031
xalan-2.4,0.8056885484271377,0.7081959073660319,0.6994095116501755,0.5006915629322269,0.5006915629322269,0.5006915629322269,0.7851367166719864,0.7813419867361776,0.8140493669539313
xalan-2.5,0.6613757730544357,0.5930772784731456,0.5763180915258928,0.5006226650062264,0.5006226650062264,0.5006226650062264,0.6587819218420565,0.6523465441505841,0.6707638258601807
xalan-2.6,0.7097383050847458,0.6001518644067797,0.627565197740113,0.5005649717514123,0.49924881355932205,0.49924881355932205,0.6963489265536723,0.6957432768361582,0.7141523163841808
xalan-2.7,0.5754341716117202,0.5227626637354584,0.533824981838662,0.5005500550055006,0.5005500550055006,0.5005500550055006,0.5673601985095459,0.5676100586150948,0.5765932322828325
xerces-init,0.7614400827973682,0.7134989280697863,0.6043098987210763,0.5030864197530863,0.5030864197530863,0.515561469653286,0.7507577437717158,0.734124343904783,0.7717527907148666
xerces-1.2,0.7093577075098815,0.6230632411067194,0.6851482213438735,0.5011363636363636,0.5011363636363636,0.5011363636363636,0.7305335968379446,0.6989130434782609,0.7539525691699605
xerces-1.3,0.8282434890025049,0.6801633325326837,0.6647222317537659,0.501103752759382,0.7458566379576571,0.7458566379576571,0.8018735202278421,0.776979034416498,0.8726509510574294
xerces-1.4,0.7711157144562085,0.6135768843878403,0.6142780420438853,0.5008503401360545,0.7363636557379845,0.7301747139958741,0.7579556885410806,0.7632783063099927,0.7768198131382879
