filename,nsga2/FPA_NNZ,nsga2/FPA_NNZ_MSE,nsga2/FPA_MSE,nsga2_toZero/FPA_NNZ,nsga2_toZero/FPA_NNZ_MSE,nsga2_toZero/FPA_MSE,LinearRegression,RidgeCV,CoDE
ant-1.3,971665.4748499282,239.80738947692575,1938.0190911094778,0.536,0.536,0.536,0.30932341319747464,0.35268016436867045,1057319029370.2664
ant-1.4,257306.1800630706,3851.434253808014,1682.607999782628,0.3651685393258427,0.3651685393258427,0.3651685393258427,0.24084726025040035,0.25167303099503635,298800463576173.75
ant-1.5,903366.2523096638,4358.2571008281875,3055.0422859149476,0.13993174061433447,0.13993174061433447,0.13993174061433447,0.08154178120613988,0.0848161879291702,1.2153761304539072e+16
ant-1.6,74364961.75769037,810.4253463693052,1422.0787739710772,1.6524216524216524,1.4201952303779504,1.420161640881035,0.6811704786002944,0.7115829064098368,2.613859958396144e+17
ant-1.7,2615993.001026506,874.6716140107311,409.2609833560617,1.5006711409395974,1.3605289046041016,1.3607911072074568,0.6328130695637695,0.6401410663877942,2.5334236695842724e+18
camel-1.0,1644416.2828610425,532.7951897939041,277.47068182482315,0.0471976401179941,0.0471976401179941,0.0471976401179941,0.03999391279118853,0.040922543838823634,3795471873817757.0
camel-1.2,256185.6255748037,925.7780918038048,2432.041488454378,4.342105263157895,3.517500689809204,3.5168875957128494,2.148792799831217,2.1541132553358358,2.615035219541148e+16
camel-1.4,121710.22911211014,390.03855722633193,906.2694507302439,1.723623853211009,1.723623853211009,1.723623853211009,1.1510333884503057,1.1614019098714952,2.094322434279373e+16
camel-1.6,137946.81287496694,560.434760392756,836.1828109570176,3.5191709844559584,3.3951157205618516,3.4946082160440883,2.1949065094394986,2.2593965111359933,3299395377031257.0
ivy-1.1,876200.5604983194,2720.09719848084,1444.396906948943,24.855855855855857,13.353235708745753,13.310324819589018,2.21284930720628,2.9157905309375667,1.1731951288776109e+17
ivy-1.4,1169153.7178070422,15138.953799257206,2596.7984089805104,0.0995850622406639,0.0995850622406639,0.0995850622406639,0.04521384766368497,0.04630764544470905,2541809229944829.0
ivy-2.0,1916059.8268456154,2231.3754073925347,1213.4491487157727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.15137441313383462,0.15306971247188075,8578917922734832.0
jedit-3.2,841737.884574254,10311.261146142306,4420.615672648574,18.75735294117647,12.284871292571454,12.340502409445053,3.6471536052633455,3.6471536060551992,1.900761581834325e+17
jedit-4.0,29027756.726898424,8075.790140040079,2246.294960933906,6.078431372549019,3.902815803787802,3.905236672286603,1.2919290936785812,1.2919290938843244,1.4952216675811104e+17
jedit-4.1,2975951.909872649,9746.099688655706,4753.873734030137,4.048076923076923,3.591279614900187,3.658043122073981,1.0656136663953149,1.0683641926906178,5.471722221325782e+17
jedit-4.2,3091024.5409445744,39926.675455021155,8472.183430452174,1.2043596730245232,1.2043596730245232,1.2043596730245232,0.4172138304810262,0.41721383048498384,2.080439061913295e+17
jedit-4.3,40820469.25448895,4463.2861505042165,8203.836544728667,0.028455284552845527,0.028455284552845527,0.028455284552845527,0.025714814636516568,0.026020349635890536,7915811427796832.0
log4j-1.0,41019.08694972665,1080.3196059319675,505.9958591226279,1.4148148148148147,1.30382773274496,1.3038277384715744,0.3738665549997057,0.3960899002240062,1113940177588027.8
log4j-1.1,454613.4545437383,413.25917695994,623.0417712428804,2.8807339449541285,1.8664223554225734,1.8170670884908493,0.6150421410041725,0.7302742946354925,1.2463173396193054e+16
log4j-1.2,101763.34790288404,14243.846088892495,8076.03814310557,8.204878048780488,2.1865873123218513,2.4915658434970664,1.3987166195373064,1.4843048058157242,972289402238863.6
lucene-2.0,556209.8416477046,1563.3619682289338,443.83850652874247,9.435897435897436,7.049228725897391,7.036750020967828,2.9359172781946192,2.9359871521253216,3.9709014300283656e+16
lucene-2.2,5046375.201610529,1678.6860037640295,337.25372031134265,15.935222672064777,10.731053666225648,10.734949276981405,5.420579217301095,6.004768201281791,1.2813952156260402e+16
lucene-2.4,194191.94238166054,1944.6148709162399,2111.827097764485,12.282352941176471,8.488459939654822,8.476703311868183,2.7737701962225536,2.8626835501812846,1.7713764643125696e+17
poi-1.5,860489.5638448583,1454.7903651354356,2728.6000910223106,7.822784810126582,5.5997574585772885,5.599977866497543,2.8736892955491458,3.166357326861375,6.067317330671317e+16
poi-2.0,745314.007334916,4673.4074604953385,4028.2661378862185,0.13694267515923567,0.13694267515923567,0.13694267515923567,0.0969714065529595,0.09938224902266538,2.4270448329109405e+17
poi-2.5,1158599.7919691738,8455.36222532533,10956.5543880875,684.8231515790524,1.9922064819154015,1.9954713833997701,1.2007553998664309,1.248597250354249,4.893938715395493e+17
poi-3.0,2116511.6894298694,2054.2916109765188,2123.890071066401,5.040723981900452,3.761064416280231,3.8934542139930755,1.7054078010875189,1.784423469773177,7384769150386046.0
synapse-1.0,13686486.653116213,1747.6874751093019,5837.284067740927,0.2356687898089172,0.2356687898089172,0.2356687898089172,0.14777944181797198,0.16076038274749466,4190862939770967.0
synapse-1.1,2569170.2129410906,783.5953728196338,1626.1588059579692,1.1036036036036037,0.9799202012171289,0.9621891338087826,0.5325450987841356,0.5934404691868729,1.87861852001844e+17
synapse-1.2,2597643.6833714037,1415.8796678009821,2568.1721350890325,11194.826443415179,1.3243633179412406,1.1750336531442858,0.7729792097647982,0.7996756888164509,2.1805378230228908e+16
velocity-1.4,8777550.860476904,5272.825120710945,1828.3116929950631,2.0510204081632653,0.9030620452935784,0.9030620076175557,0.5575490466080049,0.6537297485754318,2.634716479537728e+17
velocity-1.5,5693666.001617615,2420.469006372521,553.5568832129115,6.088785046728972,2.9136552640246816,2.999738637691808,1.8832536369738089,1.8885144755643717,1.0984318077832957e+17
velocity-1.6,112635.70910580977,1300.553002640982,6632.346964117732,3.7641921397379914,2.873846770754738,2.8871403875891124,1.3536443487563314,1.5422639546423211,1.6212720562099964e+16
xalan-2.4,2989779.8669257388,2338.3346986581114,3898.4650573709137,0.41770401106500693,0.41770401106500693,0.41770401106500693,0.27611252612144244,0.2790821690707577,2.8724712773031344e+16
xalan-2.5,2329863.9273721054,2294.446592753284,12070.251398361255,1.3063511830635117,0.9839065353010521,0.984434406486162,0.6173360846237074,0.6204058609982587,2.964428864447684e+16
xalan-2.6,1151084.3985778627,2493.2064269105226,4481.412839070278,1.5016949152542374,1.181723877929012,1.1895520779437516,0.6642326020361844,0.6666059828393625,3.2219889243966464e+18
xalan-2.7,14649375.132479869,4733.636585029586,7140.553485890064,2.317931793179318,0.5372311373552904,0.5375585519675009,0.4080097972428003,0.40818233817321375,1.579867754887925e+18
xerces-init,6198326.6805389505,4408.759186198114,3737.444669460888,3.5864197530864197,2.5237399749884877,2.7714023820343257,1.1973761476090454,1.4893785655554708,9.01435922319276e+16
xerces-1.2,967692.4844222771,878.9152006970163,10684.887866584326,0.48863636363636365,0.48863636363636365,0.48863636363636365,0.3635918901223477,0.3799729649444442,7.772904307127462e+16
xerces-1.3,81029699.77088568,1054.6710918380443,5098.725443764135,3.781456953642384,3.45290514498366,3.452906920981962,1.4228244971097814,1.5153494325686467,1.1283017695201642e+16
xerces-1.4,2922704.6785515198,1632.0200661712506,1489.617386302406,34.6156462585034,18.48919966216283,16.951186960139424,10.262571460390095,10.926079473884911,9.549837764935262e+16
