filename,linear/nsga2/FPA_AAE,linear/nsga2/FPA_NNZ,linear/nsga2/FPA_L1,linear/nsga2/FPA_MSE,linear/nsga2/FPA_AAE_NNZ,linear/nsga2/FPA_AAE_L1,linear/nsga2/FPA_NNZ_MSE,linear/nsga2/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_AAE,linear/nsga2_10p_toZero/FPA_NNZ,linear/nsga2_10p_toZero/FPA_L1,linear/nsga2_10p_toZero/FPA_MSE,linear/nsga2_10p_toZero/FPA_AAE_NNZ,linear/nsga2_10p_toZero/FPA_AAE_L1,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_AAE,linear/nsga2_20p_toZero/FPA_NNZ,linear/nsga2_20p_toZero/FPA_L1,linear/nsga2_20p_toZero/FPA_MSE,linear/nsga2_20p_toZero/FPA_AAE_NNZ,linear/nsga2_20p_toZero/FPA_AAE_L1,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_AAE,linear/nsga2_30p_toZero/FPA_NNZ,linear/nsga2_30p_toZero/FPA_L1,linear/nsga2_30p_toZero/FPA_MSE,linear/nsga2_30p_toZero/FPA_AAE_NNZ,linear/nsga2_30p_toZero/FPA_AAE_L1,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_toZero/FPA_NNZ,linear/nsga2_toZero/FPA_L1,linear/nsga2_toZero/FPA_MSE,linear/nsga2_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ_MSE,linear/nsga2_random10p_toZero/FPA_NNZ,linear/nsga2_random10p_toZero/FPA_L1,linear/nsga2_random10p_toZero/FPA_MSE,linear/nsga2_random10p_toZero/FPA_L1_MSE,linear/nsga2_random10p_toZero/FPA_NNZ_MSE,linear/nsga2_random20p_toZero/FPA_NNZ,linear/nsga2_random20p_toZero/FPA_L1,linear/nsga2_random20p_toZero/FPA_MSE,linear/nsga2_random20p_toZero/FPA_L1_MSE,linear/nsga2_random20p_toZero/FPA_NNZ_MSE,linear/nsga2_random30p_toZero/FPA_NNZ,linear/nsga2_random30p_toZero/FPA_L1,linear/nsga2_random30p_toZero/FPA_MSE,linear/nsga2_random30p_toZero/FPA_L1_MSE,linear/nsga2_random30p_toZero/FPA_NNZ_MSE
ant-1.3_ant-1.4,21,21,21,21,21,21,21,21,16,4,2,13,1,4,4,4,13,6,5,9,1,2,2,2,6,4,2,10,4,5,5,5,9,1,15,3,2,2,15,15,20,7,2,8,13,5,1,2,2,7,3,2
ant-1.4_ant-1.5,21,21,21,21,21,21,21,21,16,8,4,10,3,3,8,8,9,2,6,7,3,2,4,4,6,2,4,6,3,3,3,3,3,1,19,2,3,1,16,19,14,11,1,4,10,8,3,1,2,6,2,5
ant-1.5_ant-1.6,21,21,21,21,21,21,21,21,10,7,9,13,3,2,4,4,9,6,3,11,2,4,3,3,5,4,6,12,3,4,4,4,7,3,17,4,2,2,16,18,17,11,2,9,12,10,3,2,3,7,3,6
ant-1.6_ant-1.7,21,21,21,21,21,21,21,21,16,4,2,14,4,3,6,6,9,3,2,9,3,2,4,4,6,3,5,6,6,4,2,2,9,9,13,3,2,2,12,16,13,7,1,4,9,7,1,1,2,7,1,2
camel-1.0_camel-1.2,21,21,21,21,21,21,21,21,19,8,6,19,3,7,3,3,14,4,2,15,4,5,6,6,13,2,4,12,3,3,4,4,10,2,17,6,5,1,15,15,15,8,1,5,9,7,6,1,2,6,2,3
camel-1.2_camel-1.4,21,21,21,21,21,21,21,21,15,10,6,17,5,5,3,3,11,2,1,11,4,2,4,4,13,2,3,8,3,6,4,4,9,2,16,5,3,2,18,18,17,9,2,13,12,13,5,1,3,8,6,3
camel-1.4_camel-1.6,21,21,21,21,21,21,21,21,14,6,5,16,2,3,4,4,15,2,3,5,3,2,4,4,4,3,3,8,3,3,6,6,10,3,12,5,5,1,12,15,17,14,1,8,9,10,6,1,3,10,6,2
ivy-1.1_ivy-1.4,21,21,21,21,21,21,21,21,13,3,3,15,2,6,3,3,6,3,4,12,6,2,4,4,6,3,7,7,3,4,6,6,9,2,18,4,7,1,17,20,18,9,2,7,11,8,5,1,4,11,7,5
ivy-1.4_ivy-2.0,21,21,21,21,21,21,21,21,15,5,9,13,4,5,6,6,9,8,6,10,2,9,2,2,6,2,6,9,4,3,3,3,6,8,14,6,5,1,17,16,18,14,1,10,17,10,3,1,3,7,4,1
jedit-3.2_jedit-4.0,21,21,21,21,21,21,21,21,10,9,6,14,2,3,4,4,11,4,5,10,3,1,4,4,8,4,4,5,4,6,4,4,4,2,17,2,2,1,15,17,17,10,1,4,12,11,6,1,4,9,4,4
