filename,linear/nsga2/FPA_AAE,linear/nsga2/FPA_NNZ,linear/nsga2/FPA_L1,linear/nsga2/FPA_MSE,linear/nsga2/FPA_AAE_NNZ,linear/nsga2/FPA_AAE_L1,linear/nsga2/FPA_NNZ_MSE,linear/nsga2/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_AAE,linear/nsga2_10p_toZero/FPA_NNZ,linear/nsga2_10p_toZero/FPA_L1,linear/nsga2_10p_toZero/FPA_MSE,linear/nsga2_10p_toZero/FPA_AAE_NNZ,linear/nsga2_10p_toZero/FPA_AAE_L1,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_10p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_AAE,linear/nsga2_20p_toZero/FPA_NNZ,linear/nsga2_20p_toZero/FPA_L1,linear/nsga2_20p_toZero/FPA_MSE,linear/nsga2_20p_toZero/FPA_AAE_NNZ,linear/nsga2_20p_toZero/FPA_AAE_L1,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_20p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_AAE,linear/nsga2_30p_toZero/FPA_NNZ,linear/nsga2_30p_toZero/FPA_L1,linear/nsga2_30p_toZero/FPA_MSE,linear/nsga2_30p_toZero/FPA_AAE_NNZ,linear/nsga2_30p_toZero/FPA_AAE_L1,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_30p_toZero/FPA_NNZ_MSE,linear/nsga2_toZero/FPA_NNZ,linear/nsga2_toZero/FPA_L1,linear/nsga2_toZero/FPA_MSE,linear/nsga2_toZero/FPA_L1_MSE,linear/nsga2_toZero/FPA_NNZ_MSE,linear/nsga2_random10p_toZero/FPA_NNZ,linear/nsga2_random10p_toZero/FPA_L1,linear/nsga2_random10p_toZero/FPA_MSE,linear/nsga2_random10p_toZero/FPA_L1_MSE,linear/nsga2_random10p_toZero/FPA_NNZ_MSE,linear/nsga2_random20p_toZero/FPA_NNZ,linear/nsga2_random20p_toZero/FPA_L1,linear/nsga2_random20p_toZero/FPA_MSE,linear/nsga2_random20p_toZero/FPA_L1_MSE,linear/nsga2_random20p_toZero/FPA_NNZ_MSE,linear/nsga2_random30p_toZero/FPA_NNZ,linear/nsga2_random30p_toZero/FPA_L1,linear/nsga2_random30p_toZero/FPA_MSE,linear/nsga2_random30p_toZero/FPA_L1_MSE,linear/nsga2_random30p_toZero/FPA_NNZ_MSE
ant-1.3_ant-1.4,2775.765943,1092665.232,326424.2815,5207.030886,3441.78801,1030.488376,666.974306,666.974306,1422.510355,3915248.548,149677.7424,1467.913335,2.2676934,111.3216377,1026.322345,1026.322345,4817.639603,2653526.735,1433.194107,767.2792867,0.391174529,34.60236957,0.685837253,0.685837253,654.9240516,9328405.022,0.354387228,4599.516347,121.8133855,5443.864807,12579.36176,12579.36176,748964.1246,8266.888313,1630.894503,1882.951781,1109.827602,157611.4144,0.317691375,0.363296472,0.3894171,0.581913728,2.923190384,0.370995351,0.420668258,0.355602868,0.309519241,0.567787119,0.365100552,0.338819579,0.315779401,0.36597684
ant-1.4_ant-1.5,5710.949273,552395.9455,704.6860255,24426.27174,11309.37802,14518.69741,39487.47153,39487.47153,7275.23137,40570.41156,0.128179215,470.0842194,124.3793275,4.270207337,3223.417648,3223.417648,3306.770992,19676.32929,359.3523107,428.416336,7.56654701,0.651166441,42.0682486,42.0682486,2940.514902,13072.20685,3.414097949,170.0585707,0.169237316,356.3443847,4.80829686,4.80829686,19605.52392,128.1752125,199038.148,44.85157396,4845.522549,0.139634258,0.124437548,0.249101666,1.848495267,0.111218261,0.139931732,0.139922842,0.128668705,0.163060151,0.115735957,0.139907922,0.139876772,12.38488379,0.123620251,3.426849023
ant-1.5_ant-1.6,13446.43279,818742.1147,89719.90366,9790.033882,16976.72109,3598.723046,17074.29302,17074.29302,6293.588966,566199.6526,9411.22105,10622.1785,1106.896766,13.16119565,13892.13468,13892.13468,7571.835624,465555.1495,11.76721382,5531.383884,50.20506188,1157.044761,29723.34027,29723.34027,1554.99686,180751.6454,21682.83442,17652.76478,28.28939667,6754.618806,3.132329798,3.132329798,829188.0797,1139.735456,2287.918352,1581.098104,3264.792275,264.3247927,9.171648011,3.316522338,76.7053405,4.883539831,1.130908359,1.632313058,1.502107128,1.470903868,1.414120485,1.857514929,1.652355775,1.384511904,1.486200058,1.396698564
ant-1.6_ant-1.7,8365.418123,64001645.34,6712.314079,4066.850055,15227.86735,8595.551092,4415.133578,4415.133578,2655.779901,598850.6286,757189.5375,4175.438962,2081.816418,171.759043,5222.201129,5222.201129,7066.824114,31229073.41,1.30453727,3285.831979,1.564558019,112.6393413,0.807535518,0.807535518,13232.1473,61696.91261,0.8983011,6041.60862,49263.25461,3.301249451,876.6233811,876.6233811,54235894.01,3829392.092,2031.367451,1274.370262,1100.017266,81.12774005,1.140615407,0.814108755,1.761305151,0.828604443,1.500671141,1.494261654,1591.347494,0.869864356,0.785653056,1.407641869,1.462000631,1.030363436,0.776252072,0.749788286
camel-1.0_camel-1.2,2964.409754,2583221.144,106167.6681,508.0569161,3468.579614,1651.2772,1310.808809,1310.808809,4275.360402,338960.7455,2269.696077,2187.257965,4214.081911,193.5252316,3493.993991,3493.993991,7901.929384,166644.6594,84.33837314,3867.341043,35.34132853,4205.447106,29877.59188,29877.59188,6110.966114,82607.41279,20.85898379,7190.615192,194.5206634,7026.494955,3961.347976,3961.347976,878565.0867,1388.786009,3672.131145,1051.184637,3345.517565,2530.82619,4.322164847,3.437606442,4.240738715,4.299483548,4.341534572,4.181733324,4.288807308,4.244169471,4.51450081,4.342105144,3.921227698,4.146345757,4.184475159,3.723028595
camel-1.2_camel-1.4,1149.376227,362060.7649,1810.170793,11124.29296,2907.151537,34.33012642,1220.175676,1220.175676,1276.622366,12011.52838,154.6620274,1837.836968,1373.31328,7.746674294,545.0485985,545.0485985,743.083265,1011978.842,105.691392,1516.853525,872.1576067,1.376733172,1.554607794,1.554607794,860.449519,14683.55201,1.494576949,413.5123468,2.208239871,218.2169609,2.655480271,2.655480271,248660.3234,328.2207338,656.5796451,240.0070035,1880.392857,28.43738274,1.322396081,34.32625798,1.258271573,57.41129966,7.272438519,1.558600063,1.950156173,1.766498162,1.55819289,1.723623848,1.576834746,2220.574302,2.494832159,2.124547937
camel-1.4_camel-1.6,1165.70371,131436.659,6285.137639,3056.686003,2153.946673,391.9876083,867.2953168,867.2953168,1330.683071,21671.74656,263.6919898,2443.317389,6.975683221,3.992785455,2147.14059,2147.14059,1920.178548,2801.808563,60.01894351,12.18541161,51.67209236,3.505032715,699.373536,699.373536,1566.21253,215518.2785,3.928391358,6185.637276,24.15008101,3.129126625,640.5730721,640.5730721,58940.37256,275.1110929,490.8501525,319.8498705,251.3952375,3.518951636,3.359496067,10.30590861,3.688072068,3.036072081,3.518490762,3.491443741,3.25909242,3.74538688,3.018782209,3.519034263,3.344842539,2.952442039,2.987395786,3.491392158
ivy-1.1_ivy-1.4,11365.05112,6493316.7,181022.1544,91858.70683,107074.9939,369.7402927,86033.06054,86033.06054,3635.390562,963142.1667,2.375709624,3977.795953,4948.269946,398.134644,4.705722961,4.705722961,3283.456073,915251.6562,215.6057718,15887.2088,3883.421222,112.6404634,16.58295947,16.58295947,1716.737534,352129.5083,68.62255156,1740.015751,21430.40903,31.98544682,71674.87606,71674.87606,118411.4229,7287.537798,12970.65118,323.691145,2374.289119,0.099579313,79.18916951,477.7589859,1104.826794,18.38107804,492.2250437,9.910049473,27.03418381,38.68282805,46.04808652,0.067700699,7.775328273,35.42360243,40.97904975,22.45977919
ivy-1.4_ivy-2.0,5827.158904,293199.9,230272.9756,5927.960295,5564.06339,2491.14007,27953.85108,27953.85108,5495.877894,1171020.044,24109.73206,2658.673742,137.9369276,93.36086648,2829.31338,2829.31338,1253.676229,2324710.288,114434.7207,1836.276627,0.244362574,332.1984207,23.79819283,23.79819283,122.2436192,8853230.057,1390877.169,668.46066,40.26960797,13796.72881,154.5634149,154.5634149,322452.0559,81084.19071,2140.025256,104.3459286,2044.579841,0.272127094,0.29363623,14.25720081,0.286240727,1.804633215,0.270815524,0.263972191,0.225583423,0.211823464,0.23917342,0.272612845,0.272431326,0.216091438,0.643002798,0.207050576
jedit-3.2_jedit-4.0,19987.74027,906643.7303,86889.96719,63602.60893,8539.107206,1765.678159,25418.70275,25418.70275,986.9203876,108324.2996,362.524485,3739.649387,3566.232146,4.391815204,2808.097721,2808.097721,19487.69915,482066.3654,53.57052477,1305.606243,268.4669377,17.02172904,1107.993948,1107.993948,939.9435673,410967.8998,5.809824898,212.9976686,73.54145213,2519.305411,108.9204823,108.9204823,245151.176,16485.99592,2371.83072,1343.456402,149.4534688,5.959615775,4.056432181,2.747309156,958.9104109,12.55793802,6.024906483,6.078314265,3.35837953,3.893028758,2.825793191,6.060966899,3.729646491,4.109205923,2.97808878,6.468431848
